50_50_outcome_id,50_50_outcome_name,bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,"[44.6, 73.7]",,,,,,,,,,,,,,,,1.349435,,,,,,,,,,,,,,,,,,,,,,a360997b-ca90-45b1-806e-b5a50c086756,629,,,"[49.3, 75.4]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,36,1,Arsenal,"['4f8146e0-a0dd-494e-9d9c-379cdb62cbff', 'e8122ee0-cc2e-48e0-b2fd-26d216487ea4']",4,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:04.501,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.649288,,,,,,,,,,,,,,,,,,,,,,e8122ee0-cc2e-48e0-b2fd-26d216487ea4,630,,,"[44.6, 73.7]",15,,,,,-2.2647076,,40.0,Right Foot,,,,"[34.7, 61.8]",1.0,Ground Pass,,15.479664,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,1,2,From Corner,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,36,1,Arsenal,['89f210de-67da-4bd0-af7a-58207bb72fb8'],5,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:05.850,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89f210de-67da-4bd0-af7a-58207bb72fb8,631,,,"[34.7, 61.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,['e8122ee0-cc2e-48e0-b2fd-26d216487ea4'],7,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:07.499,42,Ball Receipt*,
,,,,,,,,"[35.4, 55.8]",,,,,,,,,,,,,,,,1.532379,,,,,,,,,,,,,,,,,,,,,,4440edb6-dd27-4a35-9699-a0265aea0695,632,,,"[34.7, 61.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,"['89f210de-67da-4bd0-af7a-58207bb72fb8', 'ad3fc164-9dc2-407f-9926-a83a0fc495dc']",7,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:07.499,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.114249,,,,,,,,,,,,,,,,,,,,,,ad3fc164-9dc2-407f-9926-a83a0fc495dc,633,,,"[35.4, 55.8]",15,,,,,-1.5707964,,40.0,Right Foot,,,,"[35.4, 23.7]",1.0,Ground Pass,,32.1,,,,,26194.0,Pascal Cygan,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,['135b1700-9fb3-4701-8df9-e581f08846f6'],9,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:09.032,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135b1700-9fb3-4701-8df9-e581f08846f6,634,,,"[35.4, 23.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,36,1,Arsenal,['ad3fc164-9dc2-407f-9926-a83a0fc495dc'],11,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:11.146,42,Ball Receipt*,
,,,,,,,,"[34.9, 21.2]",,,,,,,,,,,,,,,,1.591564,,,,,,,,,,,,,,,,,,,,,,60862fc0-7116-49b3-93fb-8160f64a170a,635,,,"[35.4, 23.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,36,1,Arsenal,"['135b1700-9fb3-4701-8df9-e581f08846f6', '1a8b94cd-4c55-44bb-a6ab-bc14f90a818a']",11,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:11.146,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.90046,,,,,,,,,,,,,,,,,,,,,,1a8b94cd-4c55-44bb-a6ab-bc14f90a818a,636,,,"[34.9, 21.2]",15,,,,,1.5081334,,38.0,Left Foot,,,,"[36.5, 46.7]",1.0,Ground Pass,,25.550146,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,36,1,Arsenal,['c77e22ad-124d-4fcc-b1ff-873929b5e884'],12,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:12.738,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c77e22ad-124d-4fcc-b1ff-873929b5e884,637,,,"[36.5, 46.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,['1a8b94cd-4c55-44bb-a6ab-bc14f90a818a'],14,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:14.638,42,Ball Receipt*,
,,,,,,,,"[37.2, 45.6]",,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,8fda76ee-73ae-4d73-ac28-db3444bff445,638,,,"[36.5, 46.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,"['c77e22ad-124d-4fcc-b1ff-873929b5e884', 'dd6ae515-28aa-401b-bd24-e6639a3215fe']",14,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:14.638,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.237808,,,,,,,,,,,,,,,,,,,,,,dd6ae515-28aa-401b-bd24-e6639a3215fe,639,,,"[37.2, 45.6]",15,,,,,-0.6043055,,40.0,Right Foot,,,,"[45.6, 39.8]",1.0,Ground Pass,,10.20784,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,['8fe89d4a-557a-4046-aeee-e556f922b181'],14,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:14.678,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe89d4a-557a-4046-aeee-e556f922b181,640,,,"[45.6, 39.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,['dd6ae515-28aa-401b-bd24-e6639a3215fe'],15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:15.916,42,Ball Receipt*,
,,,,,,,,"[45.6, 39.8]",,,,,,,,,,,,,,,,0.429822,,,,,,,,,,,,,,,,,,,,,,3f2c4d26-26ac-4d5a-8d51-71f123d6e3ce,641,,,"[45.6, 39.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,"['70a47c72-3a30-4365-a2ec-8415402d9339', '8fe89d4a-557a-4046-aeee-e556f922b181']",15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:15.916,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.265693,,,,,,,,,,,,,,,,,,,,,,70a47c72-3a30-4365-a2ec-8415402d9339,642,,,"[45.6, 39.8]",15,,,,,1.5848799,,40.0,Right Foot,,,,"[45.3, 61.1]",2.0,Low Pass,,21.302113,,,,,40222.0,Laureano Bisan-Etame Mayer,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,['9a82cceb-8507-40ed-b3e5-1d1e9ac08712'],16,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:16.346,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a82cceb-8507-40ed-b3e5-1d1e9ac08712,643,,,"[45.3, 61.1]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,36,1,Arsenal,['70a47c72-3a30-4365-a2ec-8415402d9339'],18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:18.611,42,Ball Receipt*,
,,,,,,,,"[52.5, 71.6]",,,,,,,,,,,,,,,,1.398151,,,,,,,,,,,,,,,,,,,,,,c60885d3-c191-48c4-9793-fa38b1f73ceb,644,,,"[45.3, 61.1]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,36,1,Arsenal,"['70104c41-a3a9-4630-9d49-0959a057c00e', '9a82cceb-8507-40ed-b3e5-1d1e9ac08712']",18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:18.611,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.099212,,,,,,,,,,,,,,,,,,,,,,70104c41-a3a9-4630-9d49-0959a057c00e,645,,,"[52.5, 71.6]",15,,,,,-0.69094324,,40.0,Right Foot,,,,"[68.1, 58.7]",1.0,Ground Pass,,20.242777,,,,,15515.0,Patrick Vieira,,,,,,,1,2,From Corner,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,36,1,Arsenal,['f7860495-c9b0-4e3d-8271-df943b61bf1e'],20,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:20.009,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7860495-c9b0-4e3d-8271-df943b61bf1e,646,,,"[68.1, 58.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,36,1,Arsenal,['70104c41-a3a9-4630-9d49-0959a057c00e'],21,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:21.109,42,Ball Receipt*,
,,,,,,,,"[74.4, 52.7]",,,,,,,,,,,,,,,,1.848524,,,,,,,,,,,,,,,,,,,,,,1c52c15a-65d0-4e64-8902-2dd43f74da7b,647,,,"[68.1, 58.7]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,36,1,Arsenal,"['e2b91cc0-cb67-4c5a-8960-2ed4e0e098e0', 'f7860495-c9b0-4e3d-8271-df943b61bf1e']",21,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:21.109,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.185699,,,,,,,,,,,,,,,,,,,,,,e2b91cc0-cb67-4c5a-8960-2ed4e0e098e0,648,,,"[74.4, 52.7]",15,,,,,-0.24398561,,38.0,Left Foot,,,,"[98.1, 46.8]",1.0,Ground Pass,,24.42335,,,,,15516.0,Thierry Henry,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,36,1,Arsenal,['9c999fa9-8185-4a33-b448-321c2317ce40'],22,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:22.957,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c999fa9-8185-4a33-b448-321c2317ce40,649,,,"[98.1, 46.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,['e2b91cc0-cb67-4c5a-8960-2ed4e0e098e0'],24,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:24.143,42,Ball Receipt*,
,,,,,,,,"[105.9, 51.8]",,,,,,,,,,,,,,,,1.080984,,,,,,,,,,,,,,,,,,,,,,674cb8a4-3027-4a77-884b-0170c8cccf24,650,,,"[98.1, 46.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,"['974367ff-b835-45d0-a18a-13bd1c845f1a', '9c999fa9-8185-4a33-b448-321c2317ce40', 'cf5ab57a-48b1-4379-a2da-a8cf4d110c41']",24,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:24.143,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,1.085024,,,,,,,,,,,,,,,,,,,,,,cf5ab57a-48b1-4379-a2da-a8cf4d110c41,651,,,"[22.5, 35.2]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15761.0,Olof Mellberg,3.0,Right Center Back,36,1,Arsenal,"['674cb8a4-3027-4a77-884b-0170c8cccf24', '974367ff-b835-45d0-a18a-13bd1c845f1a']",24,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:24.339,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,1.359325,,,,,,,,,,,,,,,,,,,,,,974367ff-b835-45d0-a18a-13bd1c845f1a,652,,,"[105.9, 51.8]",15,,,,,-1.6222216,,40.0,Right Foot,,,,"[105.2, 38.2]",2.0,Low Pass,,13.618003,,9.0,Incomplete,,19312.0,Robert Pirès ,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,"['37e39543-aa78-4424-92bc-40622ca44d41', 'cf5ab57a-48b1-4379-a2da-a8cf4d110c41', 'db280eb5-abdc-4168-9f00-1975df2cd39e']",25,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:25.224,30,Pass,True
,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db280eb5-abdc-4168-9f00-1975df2cd39e,653,,,"[103.6, 36.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,['974367ff-b835-45d0-a18a-13bd1c845f1a'],26,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:26.583,42,Ball Receipt*,
,,,,,,,,,,38.0,Left Foot,,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,37e39543-aa78-4424-92bc-40622ca44d41,654,,,"[14.9, 41.9]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40361.0,Mark Anthony Delaney,2.0,Right Back,36,1,Arsenal,['974367ff-b835-45d0-a18a-13bd1c845f1a'],26,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:26.583,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,,,,4.763836,,,,,,,,,,,,,,,,,,,,,,75bdfe37-8157-4130-908e-09385b7f3db0,655,,,"[21.1, 21.8]",15,,,,,-0.30674487,,38.0,Left Foot,,,,"[65.3, 7.8]",2.0,Low Pass,,46.364212,,9.0,Incomplete,,3633.0,Gareth Barry,,,,,66.0,Recovery,1,2,From Corner,40359.0,Jlloyd Tafari Samuel,6.0,Left Back,36,1,Arsenal,"['11e9ef27-975d-43bb-899d-348f9bb7a368', '4036f77b-be70-4bcf-910e-8d67c968442a']",27,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:27.606,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,1.110674,,,,,,,,,,,,,,,,,,,,,,53279c5e-d6ea-4e01-92cd-8474cfb247a2,656,,,"[62.3, 12.6]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40362.0,Juan Pablo Ángel Arango,24.0,Left Center Forward,36,1,Arsenal,"['11e9ef27-975d-43bb-899d-348f9bb7a368', '307ef289-0db8-4519-bf97-b7b2cd1f3754', 'e202a20d-78dc-4bc4-820f-5f6c8831ce86']",32,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:32.238,17,Pressure,
,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4036f77b-be70-4bcf-910e-8d67c968442a,657,,,"[36.1, 11.0]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,3633.0,Gareth Barry,16.0,Left Midfield,36,1,Arsenal,['75bdfe37-8157-4130-908e-09385b7f3db0'],32,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:32.369,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,11e9ef27-975d-43bb-899d-348f9bb7a368,658,,,"[54.8, 72.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,"['53279c5e-d6ea-4e01-92cd-8474cfb247a2', '75bdfe37-8157-4130-908e-09385b7f3db0']",32,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:32.369,2,Ball Recovery,True
,,,,,,,,"[54.8, 71.4]",,,,,,,,,,,,,,,,0.663787,,,,,,,,,,,,,,,,,,,,,,e202a20d-78dc-4bc4-820f-5f6c8831ce86,659,,,"[54.8, 72.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,"['11e9ef27-975d-43bb-899d-348f9bb7a368', '307ef289-0db8-4519-bf97-b7b2cd1f3754', '53279c5e-d6ea-4e01-92cd-8474cfb247a2']",32,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:32.369,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,1.199598,,,,,,,,,,,,,,,,,,,,,,307ef289-0db8-4519-bf97-b7b2cd1f3754,660,,,"[54.8, 71.4]",15,,,,,-1.9747665,,40.0,Right Foot,,,,"[49.2, 58.3]",1.0,Ground Pass,,14.246754,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,,1,2,From Corner,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,36,1,Arsenal,"['53279c5e-d6ea-4e01-92cd-8474cfb247a2', '966f034a-84db-4f5d-b570-708902280efb']",33,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:33.033,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966f034a-84db-4f5d-b570-708902280efb,661,,,"[49.2, 58.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,['307ef289-0db8-4519-bf97-b7b2cd1f3754'],34,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:34.233,42,Ball Receipt*,
,,,,,,,,"[52.2, 61.0]",,,,,,,,,,,,,,,,2.518385,,,,,,,,,,,,,,,,,,,,,,7e014595-cea2-4e97-a781-6d87dd0e9691,662,,,"[49.2, 58.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,"['966f034a-84db-4f5d-b570-708902280efb', 'bb81dba1-4fc8-4598-b81c-0b9fbe0b78b7']",34,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:34.233,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.228774,,,,,,,,,,,,,,,,,,,,,,bb81dba1-4fc8-4598-b81c-0b9fbe0b78b7,663,,,"[52.2, 61.0]",15,,,,,0.69904625,,40.0,Right Foot,,,,"[70.4, 76.3]",1.0,Ground Pass,,23.776669,,,,,15754.0,Fredrik Ljungberg,,,,,,,1,2,From Corner,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,36,1,Arsenal,['9290d968-a21d-4db0-9439-a96bb305b6da'],36,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:36.751,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9290d968-a21d-4db0-9439-a96bb305b6da,664,,,"[70.4, 76.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15754.0,Fredrik Ljungberg,12.0,Right Midfield,36,1,Arsenal,['bb81dba1-4fc8-4598-b81c-0b9fbe0b78b7'],37,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:37.980,42,Ball Receipt*,
,,,,,,,,"[86.3, 76.0]",,,,,,,,,,,,,,,,3.48294,,,,,,,,,,,,,,,,,,,,,,d7a9ebb4-ba5d-4269-85c2-fe6b7e0f6108,665,,,"[70.4, 76.3]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15754.0,Fredrik Ljungberg,12.0,Right Midfield,36,1,Arsenal,"['7e684a0c-5c38-466f-ae5a-bcc5ba649616', '9290d968-a21d-4db0-9439-a96bb305b6da', 'f9c618f1-c16b-4f93-a0b3-5a62e3f5fc3f']",37,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:37.980,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,1.074836,,,,,,,,,,,,,,,,,,,,,,f9c618f1-c16b-4f93-a0b3-5a62e3f5fc3f,666,,,"[48.5, 4.5]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,3633.0,Gareth Barry,16.0,Left Midfield,36,1,Arsenal,['d7a9ebb4-ba5d-4269-85c2-fe6b7e0f6108'],39,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:39.304,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,0.848567,,,,,,,,,,,,,,,,,,,,,,7e684a0c-5c38-466f-ae5a-bcc5ba649616,667,,,"[86.3, 76.0]",15,,,,,-3.0648208,,38.0,Left Foot,,,,"[81.1, 75.6]",1.0,Ground Pass,,5.215362,,,,,15516.0,Thierry Henry,,,,,,,1,2,From Corner,15754.0,Fredrik Ljungberg,12.0,Right Midfield,36,1,Arsenal,['4a6432fa-d158-4ad3-9b0c-aa1ce02e6564'],41,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:41.463,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a6432fa-d158-4ad3-9b0c-aa1ce02e6564,668,,,"[81.1, 75.6]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,['7e684a0c-5c38-466f-ae5a-bcc5ba649616'],42,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:42.311,42,Ball Receipt*,
,,,,,,,,"[84.0, 42.6]",,,,,,,,,,,,,,,,6.592876,,,,,,,,,,,,,,,,,,,,,,6ce98d06-5e9e-40a9-836e-9fcadb497bd3,669,,,"[81.1, 75.6]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,"['2460f661-37fd-4aa4-8043-01171f979af0', '4a6432fa-d158-4ad3-9b0c-aa1ce02e6564']",42,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:42.311,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,0.975389,,,,,,,,,,,,,,,,,,,,,,2460f661-37fd-4aa4-8043-01171f979af0,670,,,"[84.0, 42.6]",15,,,,,-1.9365436,c56e1570-1e4d-4d45-97dc-db2af95f71a9,40.0,Right Foot,,,,"[80.4, 33.2]",2.0,Low Pass,,10.0657835,,,,,19312.0,Robert Pirès ,True,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,['b572d2dd-7e01-4a51-a67c-36c39d55a3fa'],48,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:48.904,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b572d2dd-7e01-4a51-a67c-36c39d55a3fa,671,,,"[80.4, 33.2]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,['2460f661-37fd-4aa4-8043-01171f979af0'],49,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:49.880,42,Ball Receipt*,
,,,,,,,,"[88.5, 46.7]",,,,,,,,,,,,,,,,2.757117,,,,,,,,,,,,,,,,,,,,,,470a70ee-b8fb-447e-9a8f-cbd3a2c127ba,672,,,"[80.4, 33.2]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,"['0e0dff8b-746a-481b-8920-cba6a26dda91', 'b572d2dd-7e01-4a51-a67c-36c39d55a3fa', 'c56e1570-1e4d-4d45-97dc-db2af95f71a9']",49,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:15:49.880,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,1.360474,,,,,,,,,,,,,,,,,,,,,,0e0dff8b-746a-481b-8920-cba6a26dda91,673,,,"[35.3, 40.9]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,4394.0,Peter Whittingham,15.0,Left Center Midfield,36,1,Arsenal,['470a70ee-b8fb-447e-9a8f-cbd3a2c127ba'],51,,,,,,,,,,,,,,,,,,,,,,59,Aston Villa,00:15:51.256,17,Pressure,
