50_50_outcome_id,50_50_outcome_name,bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,half_start_late_video_start,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,0.697296,,,,,,,,,,,,,,,,,,,,d354c0e6-cc69-4543-86d7-aaca7c68bc58,21,,,"[47.5, 62.2]",0,,,,,0.5809231,,40.0,Right Foot,,,,"[60.6, 70.8]",,1.0,Ground Pass,,15.670673,,,,,26649.0,Jermaine Pennant,,,,,,,,,1,9,From Kick Off,38557.0,David Batty,9.0,Right Defensive Midfield,2,101,Leeds United,['a8da589a-5a64-4282-87e8-558b8ca5a72e'],15,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:00:15.090,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8da589a-5a64-4282-87e8-558b8ca5a72e,22,,,"[60.6, 70.8]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,26649.0,Jermaine Pennant,12.0,Right Midfield,2,101,Leeds United,['d354c0e6-cc69-4543-86d7-aaca7c68bc58'],15,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:00:15.787,42,Ball Receipt*,
,,,,,,,,,"[64.4, 70.8]",,,,,,,,,,,,,,,,1.196706,,,,,,,,,,,,,,,,,,,,176d9c09-ad7f-4322-8c5f-077bbdff9049,23,,,"[60.6, 70.8]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,26649.0,Jermaine Pennant,12.0,Right Midfield,2,101,Leeds United,"['1f79c4cc-32f7-495e-bee0-1cd5fddf8689', '8d9a14b0-1efd-4545-8cbb-387251034ae7', 'a8da589a-5a64-4282-87e8-558b8ca5a72e']",15,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:00:15.787,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,,0.593721,,,,,,,,,,,,,,,,,,,,8d9a14b0-1efd-4545-8cbb-387251034ae7,24,,,"[54.4, 10.2]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,12529.0,Ashley Cole,6.0,Left Back,2,101,Leeds United,['176d9c09-ad7f-4322-8c5f-077bbdff9049'],16,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:16.009,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1f79c4cc-32f7-495e-bee0-1cd5fddf8689,25,,,"[64.4, 70.8]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,26649.0,Jermaine Pennant,12.0,Right Midfield,2,101,Leeds United,['4a16cd16-278a-4e0b-9057-85e187f1713c'],16,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:00:16.984,3,Dispossessed,True
,,,,,,,,,,,,,,,,True,,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,4a16cd16-278a-4e0b-9057-85e187f1713c,26,,,"[55.7, 9.3]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,3,1,Arsenal,['1f79c4cc-32f7-495e-bee0-1cd5fddf8689'],16,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:16.984,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,7026a1b2-88cc-409a-9858-0e77117545db,27,,,"[53.1, 10.0]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,3,1,Arsenal,,17,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:17.882,2,Ball Recovery,
,,,,,,,,,"[53.7, 9.6]",,,,,,,,,,,,,,,,0.343941,,,,,,,,,,,,,,,,,,,,f169e895-845e-42a5-a1e3-8e71414d5452,28,,,"[53.1, 10.0]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,3,1,Arsenal,"['7026a1b2-88cc-409a-9858-0e77117545db', '92999d44-a46e-47f5-8627-3789840ef9d1']",17,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:17.882,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,,0.904381,,,,,,,,,,,,,,,,,,,,92999d44-a46e-47f5-8627-3789840ef9d1,29,,,"[53.7, 9.6]",0,,,,,-1.1341692,,40.0,Right Foot,,,,"[56.5, 3.6]",,1.0,Ground Pass,,6.621178,,,,,19312.0,Robert Pirès ,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,3,1,Arsenal,['4bb9ebfb-0e04-448b-b443-e3b57e8427a3'],18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:18.226,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bb9ebfb-0e04-448b-b443-e3b57e8427a3,30,,,"[56.5, 3.6]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,3,1,Arsenal,['92999d44-a46e-47f5-8627-3789840ef9d1'],19,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:00:19.131,42,Ball Receipt*,
