ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,0.599935,,,,,,,,,,,,,,,,,,120d586e-dc2d-4a19-b7ee-ae83dde38b64,574,,,"[90.1, 19.0]",13,,,,,1.0503916,,40.0,Right Foot,,,"[99.9, 36.1]",,3.0,High Pass,,19.709135,,,,15042.0,Dennis Bergkamp,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,37,1,Arsenal,['8d077573-b4c3-4293-9b7e-31a3d60c73bf'],12,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:12.302,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d077573-b4c3-4293-9b7e-31a3d60c73bf,575,,,"[99.9, 36.1]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,37,1,Arsenal,['120d586e-dc2d-4a19-b7ee-ae83dde38b64'],12,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:12.902,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,aadc6334-16fc-483c-a386-e01cebac4562,576,,,"[20.2, 44.5]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40441.0,Michael Lennart Svensson,5.0,Left Center Back,37,1,Arsenal,['ee09addd-edb4-475a-b7ad-811edbcff2f1'],12,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:12.902,4,Duel,True
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,ee09addd-edb4-475a-b7ad-811edbcff2f1,577,,,"[99.9, 35.6]",13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,37,1,Arsenal,['aadc6334-16fc-483c-a386-e01cebac4562'],12,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:12.902,38,Miscontrol,True
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,9f037661-44af-4763-973d-37da68c0e416,578,,,"[28.7, 51.2]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40433.0,Kevin Phillips,24.0,Left Center Forward,38,25,Southampton,,15,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:15.029,2,Ball Recovery,
,,,,,"[28.7, 52.7]",,,,,,,,,,,,,,,1.018395,,,,,,,,,,,,,,,,,,b83e64ab-5752-419b-9d94-dd306adac996,579,,,"[28.7, 51.2]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40433.0,Kevin Phillips,24.0,Left Center Forward,38,25,Southampton,"['9f037661-44af-4763-973d-37da68c0e416', 'bf815802-cb28-40b9-aad1-c4d87e7d89b5', 'f793d491-0cc7-4baa-b379-2fdc480e42f7']",15,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:15.029,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.674699,,,,,,,,,,,,,,,,,,f793d491-0cc7-4baa-b379-2fdc480e42f7,580,,,"[84.5, 33.3]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,9.0,Right Defensive Midfield,38,25,Southampton,"['b83e64ab-5752-419b-9d94-dd306adac996', 'bf815802-cb28-40b9-aad1-c4d87e7d89b5']",15,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:15.739,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.756474,,,,,,,,,,,,,,,,,,bf815802-cb28-40b9-aad1-c4d87e7d89b5,581,,,"[28.7, 52.7]",13,,,,,-1.4382448,,40.0,Right Foot,,,"[31.5, 31.7]",,1.0,Ground Pass,,21.185844,,,,40439.0,David Prutton,,,,,,,,,1,1,Regular Play,40433.0,Kevin Phillips,24.0,Left Center Forward,38,25,Southampton,"['2d0d84d4-e82e-4d22-b03d-93959c971e9a', 'f793d491-0cc7-4baa-b379-2fdc480e42f7']",16,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:16.047,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d0d84d4-e82e-4d22-b03d-93959c971e9a,582,,,"[31.5, 31.7]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40439.0,David Prutton,15.0,Left Center Midfield,38,25,Southampton,['bf815802-cb28-40b9-aad1-c4d87e7d89b5'],16,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:16.804,42,Ball Receipt*,
,,,,,"[76.9, 15.5]",,,,,,,,,,,,,,,7.058916,,,,,,,,,,,,,,,,,,dfa8255b-220e-4b8e-9645-f22436f369f3,583,,,"[31.5, 31.7]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40439.0,David Prutton,15.0,Left Center Midfield,38,25,Southampton,"['2d0d84d4-e82e-4d22-b03d-93959c971e9a', 'b3a23edb-274e-47e7-902c-45bfca696a3f', 'f30e9b93-5ac5-4b20-ad56-ff5f632c0493']",16,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:16.804,43,Carry,True
,,,,,,,,,,,,,,,,,,,,1.686635,,,,,,,,,,,,,,,,,,f30e9b93-5ac5-4b20-ad56-ff5f632c0493,584,,,"[56.8, 65.7]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,9.0,Right Defensive Midfield,38,25,Southampton,['dfa8255b-220e-4b8e-9645-f22436f369f3'],21,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:21.765,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.846199,,,,,,,,,,,,,,,,,,b3a23edb-274e-47e7-902c-45bfca696a3f,585,,,"[76.9, 15.5]",13,,,,,-1.060308,,38.0,Left Foot,,,"[82.5, 5.5]",,1.0,Ground Pass,,11.461239,,,,40440.0,Léandre Griffit,,,,,,,,,1,1,Regular Play,40439.0,David Prutton,15.0,Left Center Midfield,38,25,Southampton,['38a9f968-fb2b-4dad-bac1-ff72379539d1'],23,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:23.863,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38a9f968-fb2b-4dad-bac1-ff72379539d1,586,,,"[82.5, 5.5]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40440.0,Léandre Griffit,16.0,Left Midfield,38,25,Southampton,['b3a23edb-274e-47e7-902c-45bfca696a3f'],24,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:24.709,42,Ball Receipt*,
,,,,,"[82.5, 5.5]",,,,,,,,,,,,,,,2.255437,,,,,,,,,,,,,,,,,,7e5a7ed5-ee23-4df0-bca9-8cb5ea5681ce,587,,,"[82.5, 5.5]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40440.0,Léandre Griffit,16.0,Left Midfield,38,25,Southampton,"['38a9f968-fb2b-4dad-bac1-ff72379539d1', 'ac5443f4-775d-465e-bccd-eb45c8fc2800']",24,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:24.709,43,Carry,
,,,,,,,,,,,,,,,,,,,,2.379429,,,,,,,,,,,,,,,,,,ac5443f4-775d-465e-bccd-eb45c8fc2800,588,,,"[82.5, 5.5]",13,,,,,0.79935074,,40.0,Right Foot,,,"[114.3, 38.2]",,3.0,High Pass,,45.612827,9.0,Incomplete,,40442.0,James Beattie,,,,,,,,,1,1,Regular Play,40440.0,Léandre Griffit,16.0,Left Midfield,38,25,Southampton,"['b16e96b6-0d97-4d8c-bc40-3d65ec8fe3dc', 'f6d949fc-2209-4afb-a7c2-737f0d6193e5']",26,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:26.964,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b16e96b6-0d97-4d8c-bc40-3d65ec8fe3dc,589,,,"[90.7, 23.9]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40442.0,James Beattie,22.0,Right Center Forward,38,25,Southampton,['ac5443f4-775d-465e-bccd-eb45c8fc2800'],29,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:29.344,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,f6d949fc-2209-4afb-a7c2-737f0d6193e5,590,,,"[5.8, 41.9]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,20015.0,Jens Lehmann,1.0,Goalkeeper,39,1,Arsenal,['ac5443f4-775d-465e-bccd-eb45c8fc2800'],29,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:29.344,2,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,1.118571,,,,,,,,,,,,,,,,,,969f02e5-6da7-4ad7-8f94-e64c18f49a63,591,,,"[14.2, 45.4]",13,,True,,,-0.83707625,,69.0,Keeper Arm,,,"[41.7, 14.9]",,1.0,Ground Pass,,41.067017,,,,26194.0,Pascal Cygan,,,,,,,,,1,6,From Counter,20015.0,Jens Lehmann,1.0,Goalkeeper,39,1,Arsenal,['c006c225-eb66-4d3b-9226-28fc1aec0ca9'],33,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:33.898,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c006c225-eb66-4d3b-9226-28fc1aec0ca9,592,,,"[41.7, 14.9]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,26194.0,Pascal Cygan,5.0,Left Center Back,39,1,Arsenal,['969f02e5-6da7-4ad7-8f94-e64c18f49a63'],35,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:35.017,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,1.350828,,,,,,,,,,,,,,,,,,96e66fb6-73b7-442e-bf2d-e1ad9fb6ffa4,593,,,"[41.7, 14.7]",13,,,,,0.8060138,434b5d9e-67b1-4207-bc3f-e63ddfe2d3b0,40.0,Right Foot,,,"[51.2, 24.6]",,1.0,Ground Pass,,13.720787,,,,15516.0,Thierry Henry,True,,,,,,,,1,6,From Counter,26194.0,Pascal Cygan,5.0,Left Center Back,39,1,Arsenal,['b0851aa1-b92c-4e83-8246-c2006454d446'],35,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:35.017,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0851aa1-b92c-4e83-8246-c2006454d446,594,,,"[51.2, 24.6]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,15516.0,Thierry Henry,24.0,Left Center Forward,39,1,Arsenal,['96e66fb6-73b7-442e-bf2d-e1ad9fb6ffa4'],36,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:36.367,42,Ball Receipt*,
,,,,,"[99.2, 23.3]",,,,,,,,,,,,,,,5.832563,,,,,,,,,,,,,,,,,,dae7424f-348c-4375-b49c-c3756b4018eb,595,,,"[51.2, 24.6]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,15516.0,Thierry Henry,24.0,Left Center Forward,39,1,Arsenal,"['434b5d9e-67b1-4207-bc3f-e63ddfe2d3b0', 'b0851aa1-b92c-4e83-8246-c2006454d446']",36,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:36.367,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.821252,,,,,,,,,,,,,,,,,,434b5d9e-67b1-4207-bc3f-e63ddfe2d3b0,596,,,"[99.2, 23.3]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,15516.0,Thierry Henry,24.0,Left Center Forward,39,1,Arsenal,['3417bdc4-5dad-4579-8857-cfea52496c77'],42,38.0,Left Foot,,"[117.3, 36.3, 2.2]",,"[{'location': [97.4, 30.1], 'player': {'id': 40439, 'name': 'David Prutton'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.7, 43.0], 'player': {'id': 40440, 'name': 'Léandre Griffit'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.7, 24.5], 'player': {'id': 40434, 'name': 'Paul Telfer'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 21.4], 'player': {'id': 11009, 'name': 'Chris Baird'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 25.6], 'player': {'id': 40444, 'name': 'Fitz Hall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 40441, 'name': 'Michael Lennart Svensson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 44.4], 'player': {'id': 40445, 'name': 'Danny Higginbotham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 38.3], 'player': {'id': 40438, 'name': 'Antti Mikko Niemi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 41.9], 'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.8, 50.1], 'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",96e66fb6-73b7-442e-bf2d-e1ad9fb6ffa4,100.0,Saved,0.02501932,93.0,Normal,87.0,Open Play,,,,,,,1,Arsenal,00:13:42.200,16,Shot,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,39.0,Left Hand,,59.0,Touched Out,44.0,Set,46.0,Standing,33.0,Shot Saved,3417bdc4-5dad-4579-8857-cfea52496c77,597,,,"[2.0, 41.8]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40438.0,Antti Mikko Niemi,1.0,Goalkeeper,39,1,Arsenal,['434b5d9e-67b1-4207-bc3f-e63ddfe2d3b0'],43,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:13:43.021,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,2.320889,,,,,,,,,,,,,,,,,,4688c6ab-c91d-4635-8dea-674bf4ac71e1,598,,,"[120.0, 80.0]",14,,,,,-1.8236682,,40.0,Right Foot,,,"[107.7, 32.4]",,3.0,High Pass,,49.1635,9.0,Incomplete,True,,,,,True,105.0,Outswinging,,61.0,Corner,1,2,From Corner,15042.0,Dennis Bergkamp,22.0,Right Center Forward,40,1,Arsenal,['b8e3f2a9-aa00-4c33-9115-4144dd0bf9f6'],10,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:10.526,30,Pass,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,b8e3f2a9-aa00-4c33-9115-4144dd0bf9f6,599,,,"[12.4, 47.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40435.0,Rory Delap,13.0,Right Center Midfield,40,1,Arsenal,['4688c6ab-c91d-4635-8dea-674bf4ac71e1'],12,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:12.847,2,Ball Recovery,
,,,,,"[10.7, 69.3]",,,,,,,,,,,,,,,3.476282,,,,,,,,,,,,,,,,,,6b1be715-e82e-4fb9-929b-031d18ae134c,600,,,"[12.4, 47.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40435.0,Rory Delap,13.0,Right Center Midfield,40,1,Arsenal,"['812f1253-848d-4a1e-9d0e-0c2a6f0dc125', 'b8e3f2a9-aa00-4c33-9115-4144dd0bf9f6']",12,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:12.847,43,Carry,
,,,,,,,,,,,,,,,,,,,,5.008245,,,,,,,,,,,,,,,,,,812f1253-848d-4a1e-9d0e-0c2a6f0dc125,601,,,"[10.7, 69.3]",14,,,,,-0.05662545,,40.0,Right Foot,,,"[79.5, 65.4]",,3.0,High Pass,,68.910446,9.0,Incomplete,,40442.0,James Beattie,,,,,,,,,1,2,From Corner,40435.0,Rory Delap,13.0,Right Center Midfield,40,1,Arsenal,"['6f5d4e96-1871-4173-8f94-0c3b6c0c5b8e', 'ee904279-9234-41d8-85b2-a528334590b1']",16,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:16.323,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f5d4e96-1871-4173-8f94-0c3b6c0c5b8e,602,,,"[71.0, 65.2]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,40442.0,James Beattie,22.0,Right Center Forward,40,1,Arsenal,['812f1253-848d-4a1e-9d0e-0c2a6f0dc125'],21,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:21.332,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,1.986629,,,,,,,,,,,,,,,,,,ee904279-9234-41d8-85b2-a528334590b1,603,,,"[40.6, 14.7]",14,,,,,1.4762284,,40.0,Right Foot,,,"[44.1, 51.6]",,1.0,Ground Pass,,37.065617,,,,24972.0,Ray Parlour,,,,,,,66.0,Recovery,1,2,From Corner,38412.0,Kolo Habib Touré,2.0,Right Back,40,1,Arsenal,"['812f1253-848d-4a1e-9d0e-0c2a6f0dc125', 'b4738c3c-fdcf-4f84-9c8f-1f4098a466b2']",21,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:21.332,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4738c3c-fdcf-4f84-9c8f-1f4098a466b2,604,,,"[44.1, 51.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,24972.0,Ray Parlour,9.0,Right Defensive Midfield,40,1,Arsenal,['ee904279-9234-41d8-85b2-a528334590b1'],23,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:23.318,42,Ball Receipt*,
,,,,,"[48.2, 52.3]",,,,,,,,,,,,,,,1.859738,,,,,,,,,,,,,,,,,,7828098e-11c7-4a97-930c-eb23bb1beb59,605,,,"[44.1, 51.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,24972.0,Ray Parlour,9.0,Right Defensive Midfield,40,1,Arsenal,"['b4738c3c-fdcf-4f84-9c8f-1f4098a466b2', 'c871f489-ad2d-4ad0-bb43-9240fa8b5926']",23,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:23.318,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.091762,,,,,,,,,,,,,,,,,,c871f489-ad2d-4ad0-bb43-9240fa8b5926,606,,,"[48.2, 52.3]",14,,,,,-1.2269906,,40.0,Right Foot,,,"[54.0, 36.1]",,1.0,Ground Pass,,17.206976,,,,26194.0,Pascal Cygan,,,,,,,,,1,2,From Corner,24972.0,Ray Parlour,9.0,Right Defensive Midfield,40,1,Arsenal,['c0cf2770-3cbf-4550-b660-834d3fbbb9bc'],25,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:25.178,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0cf2770-3cbf-4550-b660-834d3fbbb9bc,607,,,"[54.0, 36.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,40,1,Arsenal,['c871f489-ad2d-4ad0-bb43-9240fa8b5926'],26,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:26.270,42,Ball Receipt*,
,,,,,"[54.0, 36.1]",,,,,,,,,,,,,,,0.931647,,,,,,,,,,,,,,,,,,d7c40760-351c-4032-9f99-b247732b6deb,608,,,"[54.0, 36.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,40,1,Arsenal,"['a3e4f031-2331-4b01-8f8a-070390733716', 'c0cf2770-3cbf-4550-b660-834d3fbbb9bc']",26,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:26.270,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.481136,,,,,,,,,,,,,,,,,,a3e4f031-2331-4b01-8f8a-070390733716,609,,,"[54.0, 36.1]",14,,,,,-0.19415233,,38.0,Left Foot,,,"[71.8, 32.6]",,1.0,Ground Pass,,18.140839,,,,15515.0,Patrick Vieira,,,,,,,,,1,2,From Corner,26194.0,Pascal Cygan,5.0,Left Center Back,40,1,Arsenal,['154c4a6b-f94b-4a54-86b2-6830367cb6c6'],27,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:27.201,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154c4a6b-f94b-4a54-86b2-6830367cb6c6,610,,,"[71.8, 32.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,40,1,Arsenal,['a3e4f031-2331-4b01-8f8a-070390733716'],28,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:28.682,42,Ball Receipt*,
,,,,,"[75.0, 27.4]",,,,,,,,,,,,,,,2.959998,,,,,,,,,,,,,,,,,,d0a1be3c-6215-43ed-bc8b-cade38869f49,611,,,"[71.8, 32.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,40,1,Arsenal,"['154c4a6b-f94b-4a54-86b2-6830367cb6c6', '299d283b-a1cf-4c63-8f88-1833ebbaceb1']",28,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:28.682,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.914857,,,,,,,,,,,,,,,,,,299d283b-a1cf-4c63-8f88-1833ebbaceb1,612,,,"[75.0, 27.4]",14,,,,,-1.1088818,,40.0,Right Foot,,,"[86.5, 4.3]",,1.0,Ground Pass,,25.804264,,,,15516.0,Thierry Henry,,,,,,,,,1,2,From Corner,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,40,1,Arsenal,['3c1b22fd-9d19-4ce8-b9e2-9d57899e19f0'],31,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:31.642,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c1b22fd-9d19-4ce8-b9e2-9d57899e19f0,613,,,"[86.5, 4.3]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,40,1,Arsenal,['299d283b-a1cf-4c63-8f88-1833ebbaceb1'],33,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:33.557,42,Ball Receipt*,
,,,,,"[116.1, 22.0]",,,,,,,,,,,,,,,6.071805,,,,,,,,,,,,,,,,,,76065896-aa82-443a-a74b-3ad0008b8180,614,,,"[86.5, 4.3]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,40,1,Arsenal,"['3c1b22fd-9d19-4ce8-b9e2-9d57899e19f0', '7efc38f5-e61e-481b-85a9-6a1e8db0423a', 'dffeee65-5c0c-48d5-93df-62d8d3b8a76e']",33,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:33.557,43,Carry,True
,,,,,,,,,,,,,,,,,,,,1.467973,,,,,,,,,,,,,,,,,,7efc38f5-e61e-481b-85a9-6a1e8db0423a,615,,,"[9.0, 57.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,11009.0,Chris Baird,2.0,Right Back,40,1,Arsenal,['76065896-aa82-443a-a74b-3ad0008b8180'],37,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:37.917,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,09400a46-292c-4833-beac-231f7fc8b8c0,616,,,"[4.0, 58.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,11009.0,Chris Baird,2.0,Right Back,40,1,Arsenal,"['d7806e4e-8d50-4e68-9749-675f91baeab8', 'dffeee65-5c0c-48d5-93df-62d8d3b8a76e']",39,,,,,,,,,,,,,,,,,,,,,25,Southampton,00:14:39.629,39,Dribbled Past,
,,,,,,,,,,,,,True,8.0,Complete,,,,,0.0,,,,,,,,,,,,,,,,,,dffeee65-5c0c-48d5-93df-62d8d3b8a76e,617,,,"[116.1, 22.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,40,1,Arsenal,['09400a46-292c-4833-beac-231f7fc8b8c0'],39,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:39.629,14,Dribble,True
,,,,,"[110.5, 22.9]",,,,,,,,,,,,,,,1.872284,,,,,,,,,,,,,,,,,,d7806e4e-8d50-4e68-9749-675f91baeab8,618,,,"[116.1, 22.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,40,1,Arsenal,"['09400a46-292c-4833-beac-231f7fc8b8c0', '396821e3-3131-4ae5-a1ab-fef03f1dcf31', 'dffeee65-5c0c-48d5-93df-62d8d3b8a76e']",39,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:39.629,43,Carry,True
