50_50_outcome_id,50_50_outcome_name,bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,1.388761,,,,,,,,,,,,,,,,,,,,db549164-99f1-436e-aaad-32f8a0ce3842,753,,,"[51.7, 0.1]",20,,,,,1.5220544,,,,,,,"[52.5, 16.5]",3.0,High Pass,,16.4195,,,,,,15515.0,Patrick Vieira,,,,,,,67.0,Throw-in,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,56,1,Arsenal,['b8e5d572-7b6f-4a7e-9b30-c45ca6691e7d'],3,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:03.532,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,0.421785,,,,,,,,,,,,,,,,,,,,886e36fe-f4c2-4ed0-9b3a-732e1b192948,754,,,"[62.9, 64.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40389.0,Per Frandsen,13.0,Right Center Midfield,56,1,Arsenal,"['b8e5d572-7b6f-4a7e-9b30-c45ca6691e7d', 'e7dda1b5-83dc-4170-b9e2-50aa514c6e6e']",4,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:04.613,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8e5d572-7b6f-4a7e-9b30-c45ca6691e7d,755,,,"[52.5, 16.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,"['886e36fe-f4c2-4ed0-9b3a-732e1b192948', 'db549164-99f1-436e-aaad-32f8a0ce3842']",4,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:04.921,42,Ball Receipt*,True
,,,,,,,"[54.4, 15.3]",,,,,,,,,,,,,,,,,0.116075,,,,,,,,,,,,,,,,,,,,e7dda1b5-83dc-4170-b9e2-50aa514c6e6e,756,,,"[52.5, 16.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,"['24c5200c-0026-432a-8e7e-a953f3936075', '886e36fe-f4c2-4ed0-9b3a-732e1b192948', 'b8e5d572-7b6f-4a7e-9b30-c45ca6691e7d']",4,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:04.921,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.615635,,,,,,,,,,,,,,,,,,,,24c5200c-0026-432a-8e7e-a953f3936075,757,,,"[54.4, 15.3]",20,,,,,-0.4160645,,40.0,Right Foot,,,,"[63.0, 11.5]",1.0,Ground Pass,,9.402127,,,,,,19312.0,Robert Pirès ,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,['70bc520f-96e9-4587-b999-15b5e224f414'],5,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:05.037,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70bc520f-96e9-4587-b999-15b5e224f414,758,,,"[63.0, 11.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,56,1,Arsenal,['24c5200c-0026-432a-8e7e-a953f3936075'],5,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:05.653,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,1.241325,,,,,,,,,,,,,,,,,,,,5b0d24c4-e1e3-46d9-9b5b-5b2359087691,759,,,"[63.0, 11.5]",20,,,,,1.5004898,,40.0,Right Foot,,,,"[63.5, 18.6]",1.0,Ground Pass,,7.1175838,,,9.0,Incomplete,,15515.0,Patrick Vieira,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,56,1,Arsenal,"['4715429e-f6ff-4a43-aa95-df6681e402ac', '5ae4d8d1-6b4a-46e0-b251-de32beed4941']",5,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:05.653,30,Pass,
,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ae4d8d1-6b4a-46e0-b251-de32beed4941,760,,,"[62.7, 18.9]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,['5b0d24c4-e1e3-46d9-9b5b-5b2359087691'],6,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:06.894,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4715429e-f6ff-4a43-aa95-df6681e402ac,761,16.0,Success In Play,"[56.6, 61.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,56,1,Arsenal,['5b0d24c4-e1e3-46d9-9b5b-5b2359087691'],6,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:06.894,10,Interception,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,103ef815-363e-4c5f-b56a-95358d56f16a,762,,,"[40.9, 52.9]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40390.0,Simon Charlton,5.0,Left Center Back,56,1,Arsenal,,8,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:08.436,2,Ball Recovery,
,,,,,,,"[49.2, 46.8]",,,,,,,,,,,,,,,,,1.095232,,,,,,,,,,,,,,,,,,,,b2aeac3e-eac7-40d5-8d00-c85d799c6aa0,763,,,"[40.9, 52.9]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40390.0,Simon Charlton,5.0,Left Center Back,56,1,Arsenal,"['103ef815-363e-4c5f-b56a-95358d56f16a', '15793279-363e-47db-b26a-5caf424f1c85']",8,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:08.436,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.474811,,,,,,,,,,,,,,,,,,,,15793279-363e-47db-b26a-5caf424f1c85,764,,,"[49.2, 46.8]",20,,,,,-1.969757,,40.0,Right Foot,,,,"[40.6, 26.4]",1.0,Ground Pass,,22.138655,,,,,,40391.0,Ricardo Wayne Gardner,,,,,,,,,1,4,From Throw In,40390.0,Simon Charlton,5.0,Left Center Back,56,1,Arsenal,['9f518334-7cf1-4e31-9b9e-f5bcc0936c18'],9,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:09.531,30,Pass,
,,,,,,,,,,,,,,,True,,,,,,,,,0.59072,,,,,,,,,,,,,,,,,,,,9a8dc272-802b-4279-9a32-541ac3219be7,765,,,"[72.7, 48.7]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15042.0,Dennis Bergkamp,22.0,Right Center Forward,56,1,Arsenal,"['77c5dbf4-66a8-4e3e-a764-c01f6c6d48e7', '9f518334-7cf1-4e31-9b9e-f5bcc0936c18', 'ba6c0824-8965-4d5c-8162-395c0183fda1']",11,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:11.539,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f518334-7cf1-4e31-9b9e-f5bcc0936c18,766,,,"[40.6, 26.4]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40391.0,Ricardo Wayne Gardner,6.0,Left Back,56,1,Arsenal,"['15793279-363e-47db-b26a-5caf424f1c85', '9a8dc272-802b-4279-9a32-541ac3219be7']",12,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:12.006,42,Ball Receipt*,True
,,,,,,,"[40.0, 25.6]",,,,,,,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,,,,,,,ba6c0824-8965-4d5c-8162-395c0183fda1,767,,,"[40.6, 26.4]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40391.0,Ricardo Wayne Gardner,6.0,Left Back,56,1,Arsenal,"['77c5dbf4-66a8-4e3e-a764-c01f6c6d48e7', '9a8dc272-802b-4279-9a32-541ac3219be7', '9f518334-7cf1-4e31-9b9e-f5bcc0936c18']",12,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:12.006,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,6.51382,,,,,,,,,,,,,,,,,,,,77c5dbf4-66a8-4e3e-a764-c01f6c6d48e7,768,,,"[40.0, 25.6]",20,,,,,0.3138698,,38.0,Left Foot,,,,"[108.7, 47.9]",3.0,High Pass,,72.22867,,,9.0,Incomplete,,40388.0,Kevin Cyril Davies,,,,,,,,,1,4,From Throw In,40391.0,Ricardo Wayne Gardner,6.0,Left Back,56,1,Arsenal,"['10ddff95-7e83-4baf-9b73-d3005f41a871', '9a8dc272-802b-4279-9a32-541ac3219be7', 'b50a3329-1e81-4cc8-a4ab-77a440fde865']",12,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:12.046,30,Pass,True
,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10ddff95-7e83-4baf-9b73-d3005f41a871,769,,,"[88.6, 44.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40388.0,Kevin Cyril Davies,23.0,Center Forward,56,1,Arsenal,['77c5dbf4-66a8-4e3e-a764-c01f6c6d48e7'],18,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:18.560,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,b50a3329-1e81-4cc8-a4ab-77a440fde865,770,,,"[11.4, 32.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20015.0,Jens Lehmann,1.0,Goalkeeper,56,1,Arsenal,['77c5dbf4-66a8-4e3e-a764-c01f6c6d48e7'],18,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:18.560,2,Ball Recovery,
,,,,,,,"[13.4, 34.9]",,,,,,,,,,,,,,,,,1.522009,,,,,,,,,,,,,,,,,,,,3ebd429a-e3f6-4f4a-9af0-bccf173eb823,771,,,"[11.4, 32.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20015.0,Jens Lehmann,1.0,Goalkeeper,56,1,Arsenal,"['2dff4b76-02ab-4e95-b4e2-a52876538167', 'b50a3329-1e81-4cc8-a4ab-77a440fde865']",18,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:18.560,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.484446,,,,,,,,,,,,,,,,,,,,2dff4b76-02ab-4e95-b4e2-a52876538167,772,,,"[13.4, 34.9]",20,,,,,0.844154,,69.0,Keeper Arm,,,,"[31.8, 55.6]",1.0,Ground Pass,,27.695667,,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,,,1,4,From Throw In,20015.0,Jens Lehmann,1.0,Goalkeeper,56,1,Arsenal,['9b698d04-f1de-4118-9db0-3fa71bdf9d34'],20,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:20.082,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b698d04-f1de-4118-9db0-3fa71bdf9d34,773,,,"[31.8, 55.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,['2dff4b76-02ab-4e95-b4e2-a52876538167'],22,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:22.566,42,Ball Receipt*,
,,,,,,,"[34.1, 55.9]",,,,,,,,,,,,,,,,,1.390893,,,,,,,,,,,,,,,,,,,,3784ee2f-ba68-4a35-8ad2-d8c34d45bbc7,774,,,"[31.8, 55.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,"['7efd3051-5e7d-4df1-bb3a-05064fc5e08c', '9b698d04-f1de-4118-9db0-3fa71bdf9d34']",22,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:22.566,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.836233,,,,,,,,,,,,,,,,,,,,7efd3051-5e7d-4df1-bb3a-05064fc5e08c,775,,,"[34.1, 55.9]",20,,,,,1.3412209,,38.0,Left Foot,,,,"[38.4, 74.3]",1.0,Ground Pass,,18.895767,,,,,,38412.0,Kolo Habib Touré,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,['54cb7844-0b8f-4a71-bf76-e503ebc55775'],23,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:23.957,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54cb7844-0b8f-4a71-bf76-e503ebc55775,776,,,"[38.4, 74.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,38412.0,Kolo Habib Touré,2.0,Right Back,56,1,Arsenal,['7efd3051-5e7d-4df1-bb3a-05064fc5e08c'],25,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:25.793,42,Ball Receipt*,
,,,,,,,"[38.4, 72.4]",,,,,,,,,,,,,,,,,1.915797,,,,,,,,,,,,,,,,,,,,ea2af1a1-6a05-4c77-bfd8-8c66fb5bc203,777,,,"[38.4, 74.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,38412.0,Kolo Habib Touré,2.0,Right Back,56,1,Arsenal,"['54cb7844-0b8f-4a71-bf76-e503ebc55775', 'baf27869-ce62-4857-94b1-9fdf01a465ff']",25,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:25.793,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.826447,,,,,,,,,,,,,,,,,,,,baf27869-ce62-4857-94b1-9fdf01a465ff,778,,,"[38.4, 72.4]",20,,,,,-1.8811837,,40.0,Right Foot,,,,"[33.3, 56.5]",1.0,Ground Pass,,16.697905,,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,,,1,4,From Throw In,38412.0,Kolo Habib Touré,2.0,Right Back,56,1,Arsenal,['b7f8a938-aa9a-45a4-89db-20557df6a520'],27,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:27.709,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7f8a938-aa9a-45a4-89db-20557df6a520,779,,,"[33.3, 56.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,['baf27869-ce62-4857-94b1-9fdf01a465ff'],29,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:29.536,42,Ball Receipt*,
,,,,,,,"[33.3, 54.7]",,,,,,,,,,,,,,,,,2.032197,,,,,,,,,,,,,,,,,,,,b97b9469-f74b-4353-a6d6-72a1c2a82732,780,,,"[33.3, 56.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,"['086f775b-b880-4ecf-ad12-df2054368e94', 'b7f8a938-aa9a-45a4-89db-20557df6a520']",29,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:29.536,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.480855,,,,,,,,,,,,,,,,,,,,086f775b-b880-4ecf-ad12-df2054368e94,781,,,"[33.3, 54.7]",20,,,,,-1.6169175,,40.0,Right Foot,,,,"[32.4, 35.2]",1.0,Ground Pass,,19.520758,,,,,,26194.0,Pascal Cygan,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,56,1,Arsenal,['013b5754-ccb3-4897-9fa2-30327119efb5'],31,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:31.568,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013b5754-ccb3-4897-9fa2-30327119efb5,782,,,"[32.4, 35.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,26194.0,Pascal Cygan,5.0,Left Center Back,56,1,Arsenal,['086f775b-b880-4ecf-ad12-df2054368e94'],33,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:33.049,42,Ball Receipt*,
,,,,,,,"[34.5, 31.6]",,,,,,,,,,,,,,,,,1.251561,,,,,,,,,,,,,,,,,,,,971a4d70-6c43-47b2-b60e-fc29b408778e,783,,,"[32.4, 35.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,26194.0,Pascal Cygan,5.0,Left Center Back,56,1,Arsenal,"['013b5754-ccb3-4897-9fa2-30327119efb5', '40c2df0a-cf9c-4d5e-867a-4707183fdf3c']",33,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:33.049,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,1.131089,,,,,,,,,,,,,,,,,,,,40c2df0a-cf9c-4d5e-867a-4707183fdf3c,784,,,"[34.5, 31.6]",20,,,,,-0.3292692,,38.0,Left Foot,,,,"[54.4, 24.8]",1.0,Ground Pass,,21.029741,,,,,,15515.0,Patrick Vieira,,,,,,,,,1,4,From Throw In,26194.0,Pascal Cygan,5.0,Left Center Back,56,1,Arsenal,['8d806fa1-4681-47b5-bc62-147270fbea02'],34,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:34.300,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d806fa1-4681-47b5-bc62-147270fbea02,785,,,"[54.4, 24.8]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,['40c2df0a-cf9c-4d5e-867a-4707183fdf3c'],35,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:35.431,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0.858634,,,,,,,,,,,,,,,,,,,,f407dcb9-c1e0-4f30-a831-4f1393366fcd,786,,,"[54.4, 24.8]",20,,,,,-0.94474983,,40.0,Right Foot,,,,"[63.8, 11.8]",2.0,Low Pass,,16.042444,,,,,,19312.0,Robert Pirès ,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,56,1,Arsenal,['eb494138-5695-4283-bed6-44631198dc65'],35,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:35.431,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb494138-5695-4283-bed6-44631198dc65,787,,,"[63.8, 11.8]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,56,1,Arsenal,['f407dcb9-c1e0-4f30-a831-4f1393366fcd'],36,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:36.290,42,Ball Receipt*,
,,,,,,,"[69.1, 12.6]",,,,,,,,,,,,,,,,,1.272338,,,,,,,,,,,,,,,,,,,,4959dc8c-961f-4abc-b462-77c060cbb850,788,,,"[63.8, 11.8]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,56,1,Arsenal,"['c32415c6-eedb-4c23-86f5-f1051f52bb16', 'eb494138-5695-4283-bed6-44631198dc65']",36,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:36.290,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,0.655889,,,,,,,,,,,,,,,,,,,,c32415c6-eedb-4c23-86f5-f1051f52bb16,789,,,"[69.1, 12.6]",20,,,,,0.4636476,,40.0,Right Foot,,,,"[75.1, 15.6]",1.0,Ground Pass,,6.708204,,,,,,15516.0,Thierry Henry,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,56,1,Arsenal,['275b9ef6-6c18-4650-926a-df30794ccc04'],37,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:37.562,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275b9ef6-6c18-4650-926a-df30794ccc04,790,,,"[75.1, 15.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,['c32415c6-eedb-4c23-86f5-f1051f52bb16'],38,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:38.218,42,Ball Receipt*,
,,,,,,,"[75.1, 15.6]",,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,db5ab505-b836-4814-89d6-58a12f47ae37,791,,,"[75.1, 15.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,"['18eb108f-eea3-4ff7-9742-1466761935f6', '275b9ef6-6c18-4650-926a-df30794ccc04']",38,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:38.218,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.16942,,,,,,,,,,,,,,,,,,,,18eb108f-eea3-4ff7-9742-1466761935f6,792,,,"[75.1, 15.6]",20,,,,,-1.4635174,,40.0,Right Foot,,,,"[76.5, 2.6]",1.0,Ground Pass,,13.075168,,,,,,20302.0,Gaël Clichy,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,['48b26417-0ed2-40e2-bb2d-6fce53ecbdfb'],38,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:38.258,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48b26417-0ed2-40e2-bb2d-6fce53ecbdfb,793,,,"[76.5, 2.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,56,1,Arsenal,['18eb108f-eea3-4ff7-9742-1466761935f6'],40,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:40.428,42,Ball Receipt*,
,,,,,,,"[84.2, 7.1]",,,,,,,,,,,,,,,,,2.298754,,,,,,,,,,,,,,,,,,,,25b35dcc-c1e6-400f-bb5a-4fc947a0f3ef,794,,,"[76.5, 2.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,56,1,Arsenal,"['48b26417-0ed2-40e2-bb2d-6fce53ecbdfb', '6fa13a29-642d-4e0e-b00c-ba2272bdd01c']",40,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:40.428,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,0.899473,,,,,,,,,,,,,,,,,,,,6fa13a29-642d-4e0e-b00c-ba2272bdd01c,795,,,"[84.2, 7.1]",20,,,,,1.364805,,38.0,Left Foot,,,,"[88.4, 27.2]",2.0,Low Pass,,20.534119,,,,,,15516.0,Thierry Henry,,,,,,,,,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,56,1,Arsenal,['b2042efb-4bfa-4855-936f-b351344c0ac3'],42,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:42.726,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2042efb-4bfa-4855-936f-b351344c0ac3,796,,,"[88.4, 27.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,['6fa13a29-642d-4e0e-b00c-ba2272bdd01c'],43,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:43.626,42,Ball Receipt*,
,,,,,,,"[91.1, 28.6]",,,,,,,,,,,,,,,,,1.040878,,,,,,,,,,,,,,,,,,,,7f6bff00-2f81-4c45-ac5b-160a56c6b164,797,,,"[88.4, 27.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,"['27e322b0-c7e9-4597-b334-97386801477c', '46325985-505f-41a0-9885-ec695c65e582', 'b2042efb-4bfa-4855-936f-b351344c0ac3']",43,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:43.626,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.711664,,,,,,,,,,,,,,,,,,,,27e322b0-c7e9-4597-b334-97386801477c,798,,,"[32.9, 55.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40389.0,Per Frandsen,13.0,Right Center Midfield,56,1,Arsenal,['7f6bff00-2f81-4c45-ac5b-160a56c6b164'],43,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:20:43.868,17,Pressure,
