ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,46a23023-5ed2-4924-a774-48e9c596b417,943,,,"[48.4, 43.6]",21,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40303.0,Aliou Cissé,13.0,Right Center Midfield,52,1,Arsenal,['bf75226e-cfff-43c8-9428-86af02c75f69'],24,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:21:24.427,6,Block,
,,,,,,,,,,,,,,,,,,,,,1.530085,,,,,,,,,,,,,,,,,,,,,929b4c18-9749-4ceb-a3be-cf6d44dc5532,944,,,"[120.0, 0.1]",21,,,,,1.6659852,,40.0,Right Foot,,,,"[116.2, 39.9]",,3.0,High Pass,True,39.980995,,9.0,Incomplete,,,,,,104.0,Inswinging,,61.0,Corner,1,2,From Corner,15516.0,Thierry Henry,24.0,Left Center Forward,53,1,Arsenal,['98ab5acf-e522-4ca0-9339-82ada7f9fa4b'],51,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:51.958,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,15.0,Success,,,,,,25.0,Collected,98ab5acf-e522-4ca0-9339-82ada7f9fa4b,945,,,"[3.9, 40.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40292.0,Maik Taylor,1.0,Goalkeeper,54,54,Birmingham City,['929b4c18-9749-4ceb-a3be-cf6d44dc5532'],53,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:21:53.488,23,Goal Keeper,
,,,,,"[27.2, 42.4]",,,,,,,,,,,,,,,,23.709826,,,,,,,,,,,,,,,,,,,,,ed3d15ee-632b-4483-a7c2-9360cc1c3b6a,946,,,"[3.9, 40.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40292.0,Maik Taylor,1.0,Goalkeeper,54,54,Birmingham City,"['98ab5acf-e522-4ca0-9339-82ada7f9fa4b', 'c74b3abe-640c-4f1f-8965-987e12d6e912']",53,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:21:53.488,43,Carry,
,,,,,,,,,,,,,,,,,,,,,3.440402,,,,,,,,,,,,,,,,,,,,,c74b3abe-640c-4f1f-8965-987e12d6e912,947,,,"[27.2, 42.4]",22,,,,,0.48995733,,40.0,Right Foot,,,,"[85.7, 73.6]",,3.0,High Pass,,66.3,,9.0,Incomplete,40297.0,Stephen Clemence,,,,,,,,,1,8,From Keeper,40292.0,Maik Taylor,1.0,Goalkeeper,54,54,Birmingham City,"['37b87102-7a1f-4ea3-917b-3dd787edd755', 'a7999982-4d75-4012-a566-282858796822']",17,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:17.198,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7999982-4d75-4012-a566-282858796822,948,,,"[85.7, 73.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40297.0,Stephen Clemence,17.0,Right Wing,54,54,Birmingham City,['c74b3abe-640c-4f1f-8965-987e12d6e912'],20,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:20.638,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,aeab4203-739a-424f-a267-5128493921d4,949,,,"[85.7, 73.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40297.0,Stephen Clemence,17.0,Right Wing,54,54,Birmingham City,['37b87102-7a1f-4ea3-917b-3dd787edd755'],20,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:20.638,4,Duel,True
,,,,,,True,37.0,Head,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,37b87102-7a1f-4ea3-917b-3dd787edd755,950,,,"[34.4, 6.5]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,12529.0,Ashley Cole,6.0,Left Back,54,54,Birmingham City,"['aeab4203-739a-424f-a267-5128493921d4', 'c74b3abe-640c-4f1f-8965-987e12d6e912']",20,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:20.638,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8f254633-f56e-4736-aaa3-0a21b73bd9f9,951,,,"[52.0, 74.4]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40296.0,Kenny Cunningham,3.0,Right Center Back,54,54,Birmingham City,,24,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:24.135,2,Ball Recovery,
,,,,,"[55.7, 74.2]",,,,,,,,,,,,,,,,2.735156,,,,,,,,,,,,,,,,,,,,,9f9a908a-805c-4933-8f86-1a640414f082,952,,,"[52.0, 74.4]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40296.0,Kenny Cunningham,3.0,Right Center Back,54,54,Birmingham City,"['567e2767-4c05-4466-9eb0-fb31c64b2347', '8f254633-f56e-4736-aaa3-0a21b73bd9f9']",24,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:24.135,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.110962,,,,,,,,,,,,,,,,,,,,,567e2767-4c05-4466-9eb0-fb31c64b2347,953,,,"[55.7, 74.2]",22,,,,,-0.49290755,,40.0,Right Foot,,,,"[96.1, 52.5]",,3.0,High Pass,,45.859024,,9.0,Incomplete,40301.0,Mikael Forssell,,,,,,,,,1,8,From Keeper,40296.0,Kenny Cunningham,3.0,Right Center Back,54,54,Birmingham City,"['886a7c17-c307-43ae-891d-8791cb4552c7', 'd5460411-1954-4ad6-a600-251fff964bf7']",26,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:26.871,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886a7c17-c307-43ae-891d-8791cb4552c7,954,,,"[96.1, 52.5]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40301.0,Mikael Forssell,23.0,Center Forward,54,54,Birmingham City,['567e2767-4c05-4466-9eb0-fb31c64b2347'],28,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:28.982,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,44d2b7ec-c11e-4ade-8d96-83466c9a11be,955,,,"[96.1, 52.5]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40301.0,Mikael Forssell,23.0,Center Forward,54,54,Birmingham City,['d5460411-1954-4ad6-a600-251fff964bf7'],28,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:28.982,4,Duel,True
,,,,,,True,37.0,Head,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,d5460411-1954-4ad6-a600-251fff964bf7,956,,,"[24.0, 27.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,54,54,Birmingham City,"['44d2b7ec-c11e-4ade-8d96-83466c9a11be', '567e2767-4c05-4466-9eb0-fb31c64b2347']",28,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:28.982,9,Clearance,True
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,8116ceb2-bf54-48e1-875d-ddb802bf0543,957,,,"[91.8, 57.0]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40290.0,Robbie Savage,15.0,Left Center Midfield,54,54,Birmingham City,['5d564e9e-7deb-4d18-ab95-3f36467a6271'],30,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:30.733,4,Duel,True
,,,,,,True,37.0,Head,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5d564e9e-7deb-4d18-ab95-3f36467a6271,958,,,"[28.3, 23.1]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,26014.0,Eduardo César Daude Gaspar,11.0,Left Defensive Midfield,54,54,Birmingham City,['8116ceb2-bf54-48e1-875d-ddb802bf0543'],30,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:30.733,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,013dc4d5-5985-4e28-8bf9-2f1497a82ab1,959,,,"[84.7, 59.7]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,,32,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:32.903,2,Ball Recovery,
,,,,,"[84.5, 60.0]",,,,,,,,,,,,,,,,1.850086,,,,,,,,,,,,,,,,,,,,,0498b5a9-e948-4b5d-8f2b-df92579e3f87,960,,,"[84.7, 59.7]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,"['013dc4d5-5985-4e28-8bf9-2f1497a82ab1', '1448585f-fac7-41de-913d-c5f8d5c24c5f']",32,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:32.903,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.35073,,,,,,,,,,,,,,,,,,,,,1448585f-fac7-41de-913d-c5f8d5c24c5f,961,,,"[84.5, 60.0]",22,,,,,0.80294025,,40.0,Right Foot,,,,"[95.7, 71.6]",,1.0,Ground Pass,,16.124516,,,,40297.0,Stephen Clemence,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,['281af9f9-f54e-40fd-b4b4-237696c9204a'],34,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:34.753,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281af9f9-f54e-40fd-b4b4-237696c9204a,962,,,"[95.7, 71.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40297.0,Stephen Clemence,17.0,Right Wing,54,54,Birmingham City,['1448585f-fac7-41de-913d-c5f8d5c24c5f'],36,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:36.104,42,Ball Receipt*,
,,,,,"[95.7, 71.6]",,,,,,,,,,,,,,,,1.005174,,,,,,,,,,,,,,,,,,,,,3a796f2e-95ef-4953-9669-649ca5b7ed1e,963,,,"[95.7, 71.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40297.0,Stephen Clemence,17.0,Right Wing,54,54,Birmingham City,"['281af9f9-f54e-40fd-b4b4-237696c9204a', 'bf27ff11-939d-488c-bc79-3938500d00e8']",36,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:36.104,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.42618,,,,,,,,,,,,,,,,,,,,,bf27ff11-939d-488c-bc79-3938500d00e8,964,,,"[95.7, 71.6]",22,,,,,-1.8788491,,38.0,Left Foot,,,,"[92.2, 60.6]",,1.0,Ground Pass,,11.543396,,,,40303.0,Aliou Cissé,,,,,,,,,1,8,From Keeper,40297.0,Stephen Clemence,17.0,Right Wing,54,54,Birmingham City,['c5293806-5f53-4c06-a86e-519ca8274dc5'],37,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:37.109,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5293806-5f53-4c06-a86e-519ca8274dc5,965,,,"[92.2, 60.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,['bf27ff11-939d-488c-bc79-3938500d00e8'],38,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:38.535,42,Ball Receipt*,
,,,,,"[95.3, 61.0]",,,,,,,,,,,,,,,,1.722068,,,,,,,,,,,,,,,,,,,,,b0c50bde-98d2-44bc-86cc-7152d848218a,966,,,"[92.2, 60.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,"['460c58b5-1851-4aaf-8a2e-416d8d32cd99', 'c5293806-5f53-4c06-a86e-519ca8274dc5']",38,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:38.535,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.715068,,,,,,,,,,,,,,,,,,,,,460c58b5-1851-4aaf-8a2e-416d8d32cd99,967,,,"[95.3, 61.0]",22,,,,,0.39787436,,40.0,Right Foot,,,,"[102.2, 63.9]",,1.0,Ground Pass,,7.484651,,,,40302.0,David Dunn,,,,,,,,,1,8,From Keeper,40303.0,Aliou Cissé,13.0,Right Center Midfield,54,54,Birmingham City,['83154209-1205-440a-b0a7-e133338a15dd'],40,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:40.257,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83154209-1205-440a-b0a7-e133338a15dd,968,,,"[102.2, 63.9]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40302.0,David Dunn,19.0,Center Attacking Midfield,54,54,Birmingham City,['460c58b5-1851-4aaf-8a2e-416d8d32cd99'],40,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:40.973,42,Ball Receipt*,
,,,,,"[98.6, 67.7]",,,,,,,,,,,,,,,,1.400525,,,,,,,,,,,,,,,,,,,,,c8b9bbcf-4d29-4271-8e72-57ff387010bd,969,,,"[102.2, 63.9]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40302.0,David Dunn,19.0,Center Attacking Midfield,54,54,Birmingham City,"['44ffe3bc-84d4-4d21-8744-75b83c88d9d8', '83154209-1205-440a-b0a7-e133338a15dd']",40,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:40.973,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.891958,,,,,,,,,,,,,,,,,,,,,44ffe3bc-84d4-4d21-8744-75b83c88d9d8,970,,,"[98.6, 67.7]",22,,,,,0.7974458,,40.0,Right Foot,,,,"[106.8, 76.1]",,1.0,Ground Pass,,11.738825,,,,40293.0,Damien Johnson,,,,,,,,,1,8,From Keeper,40302.0,David Dunn,19.0,Center Attacking Midfield,54,54,Birmingham City,['dc85c5a4-5989-4bf7-b34f-db0d09c5db26'],42,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:42.373,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc85c5a4-5989-4bf7-b34f-db0d09c5db26,971,,,"[106.8, 76.1]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40293.0,Damien Johnson,2.0,Right Back,54,54,Birmingham City,['44ffe3bc-84d4-4d21-8744-75b83c88d9d8'],43,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:43.265,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0ea2a984-1020-4c12-881c-3da63c69d3cf,972,,,"[108.1, 76.4]",22,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40293.0,Damien Johnson,2.0,Right Back,54,54,Birmingham City,,43,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:43.265,38,Miscontrol,
,,,,,,,,,,,,,,,,,,,,,1.802597,,,,,,,,,,,,,,,,,,,,,9df147fa-436e-4850-a7a5-e989898413d1,973,,,"[16.2, 0.1]",22,,,,,0.18664329,,,,,,,"[39.5, 4.5]",,3.0,High Pass,,23.711811,,9.0,Incomplete,15042.0,Dennis Bergkamp,,,,,,,67.0,Throw-in,1,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,55,1,Arsenal,"['0dd36cb3-c735-4614-b2d7-d1dd7a150a53', '4c7241b9-4be5-4819-be06-fc8664ca0451']",55,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:55.153,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dd36cb3-c735-4614-b2d7-d1dd7a150a53,974,,,"[42.6, 6.3]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15042.0,Dennis Bergkamp,22.0,Right Center Forward,55,1,Arsenal,['9df147fa-436e-4850-a7a5-e989898413d1'],56,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:56.956,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.274803,,,,,,,,,,,,,,,,,,,,,4c7241b9-4be5-4819-be06-fc8664ca0451,975,,,"[80.6, 75.6]",22,,,,,-0.6055447,,37.0,Head,,,,"[88.4, 70.2]",,3.0,High Pass,,9.486833,,,,40302.0,David Dunn,,,,,,,66.0,Recovery,1,1,Regular Play,40297.0,Stephen Clemence,17.0,Right Wing,56,54,Birmingham City,"['9df147fa-436e-4850-a7a5-e989898413d1', 'd6f02314-9c77-4ab9-b57c-54e124ccb7e2']",56,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:56.956,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6f02314-9c77-4ab9-b57c-54e124ccb7e2,976,,,"[88.4, 70.2]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40302.0,David Dunn,19.0,Center Attacking Midfield,56,54,Birmingham City,['4c7241b9-4be5-4819-be06-fc8664ca0451'],58,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:58.231,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.853739,,,,,,,,,,,,,,,,,,,,,a5cfc2ab-7f09-46d4-9179-cc0bed55bbd5,977,,,"[88.4, 70.2]",22,,,,,-2.2156184,,40.0,Right Foot,,,,"[79.3, 58.1]",,2.0,Low Pass,,15.140013,,,,40290.0,Robbie Savage,,,,,,,,,1,1,Regular Play,40302.0,David Dunn,19.0,Center Attacking Midfield,56,54,Birmingham City,['65326bae-762b-4044-a303-45ae0438c288'],58,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:58.231,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65326bae-762b-4044-a303-45ae0438c288,978,,,"[79.3, 58.1]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40290.0,Robbie Savage,15.0,Left Center Midfield,56,54,Birmingham City,['a5cfc2ab-7f09-46d4-9179-cc0bed55bbd5'],59,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:59.085,42,Ball Receipt*,
,,,,,"[76.7, 52.2]",,,,,,,,,,,,,,,,1.509102,,,,,,,,,,,,,,,,,,,,,0a3b0322-551e-4ab1-a3a2-52647c7cb601,979,,,"[79.3, 58.1]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40290.0,Robbie Savage,15.0,Left Center Midfield,56,54,Birmingham City,"['38fd9eb8-9174-4d31-97dc-a08d367fc38d', '65326bae-762b-4044-a303-45ae0438c288', 'f2b508fb-646b-447d-aa95-1a1478ef40b8']",59,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:22:59.085,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.96949,,,,,,,,,,,,,,,,,,,,,38fd9eb8-9174-4d31-97dc-a08d367fc38d,980,,,"[36.5, 17.6]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20302.0,Gaël Clichy,16.0,Left Midfield,56,54,Birmingham City,"['0a3b0322-551e-4ab1-a3a2-52647c7cb601', 'f2b508fb-646b-447d-aa95-1a1478ef40b8']",59,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:22:59.832,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.431944,,,,,,,,,,,,,,,,,,,,,f2b508fb-646b-447d-aa95-1a1478ef40b8,981,,,"[76.7, 52.2]",23,,,,,2.8308306,,40.0,Right Foot,,,,"[49.3, 61.0]",,2.0,Low Pass,,28.778463,,,,40296.0,Kenny Cunningham,,,,,,,,,1,1,Regular Play,40290.0,Robbie Savage,15.0,Left Center Midfield,56,54,Birmingham City,"['35404c44-33cf-41cb-aa26-a157acc84f5d', '38fd9eb8-9174-4d31-97dc-a08d367fc38d']",0,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:00.594,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35404c44-33cf-41cb-aa26-a157acc84f5d,982,,,"[49.3, 61.0]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40296.0,Kenny Cunningham,3.0,Right Center Back,56,54,Birmingham City,['f2b508fb-646b-447d-aa95-1a1478ef40b8'],2,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:02.026,42,Ball Receipt*,
,,,,,"[49.0, 61.1]",,,,,,,,,,,,,,,,1.058745,,,,,,,,,,,,,,,,,,,,,5971e40c-2929-483e-bb69-84695e161db8,983,,,"[49.3, 61.0]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40296.0,Kenny Cunningham,3.0,Right Center Back,56,54,Birmingham City,"['224974bd-e296-4781-90e2-1dfd9882928d', '35404c44-33cf-41cb-aa26-a157acc84f5d']",2,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:02.026,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.290229,,,,,,,,,,,,,,,,,,,,,224974bd-e296-4781-90e2-1dfd9882928d,984,,,"[49.0, 61.1]",23,,,,,0.90417796,,38.0,Left Foot,,,,"[59.7, 74.7]",,1.0,Ground Pass,,17.304625,,,,40293.0,Damien Johnson,,,,,,,,,1,1,Regular Play,40296.0,Kenny Cunningham,3.0,Right Center Back,56,54,Birmingham City,['0d3c99be-dac6-4599-b1dc-ac54a2140c45'],3,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:03.084,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d3c99be-dac6-4599-b1dc-ac54a2140c45,985,,,"[59.7, 74.7]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40293.0,Damien Johnson,2.0,Right Back,56,54,Birmingham City,['224974bd-e296-4781-90e2-1dfd9882928d'],4,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:04.375,42,Ball Receipt*,
,,,,,"[59.5, 74.7]",,,,,,,,,,,,,,,,0.659949,,,,,,,,,,,,,,,,,,,,,4507c627-3eef-44ef-a385-288441cab7e4,986,,,"[59.7, 74.7]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40293.0,Damien Johnson,2.0,Right Back,56,54,Birmingham City,"['09b6b637-1f55-418e-b416-9f01cd5f3f8f', '0d3c99be-dac6-4599-b1dc-ac54a2140c45']",4,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:04.375,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.87565,,,,,,,,,,,,,,,,,,,,,09b6b637-1f55-418e-b416-9f01cd5f3f8f,987,,,"[59.5, 74.7]",23,,,,,-0.9780989,,40.0,Right Foot,,,,"[66.1, 64.9]",,1.0,Ground Pass,,11.815245,,,,40302.0,David Dunn,,,,,,,,,1,1,Regular Play,40293.0,Damien Johnson,2.0,Right Back,56,54,Birmingham City,['bd73f32c-9358-412f-9d60-86dcfc74991d'],5,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:05.035,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd73f32c-9358-412f-9d60-86dcfc74991d,988,,,"[66.1, 64.9]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40302.0,David Dunn,19.0,Center Attacking Midfield,56,54,Birmingham City,['09b6b637-1f55-418e-b416-9f01cd5f3f8f'],5,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:05.910,42,Ball Receipt*,
,,,,,"[64.8, 67.2]",,,,,,,,,,,,,,,,0.470342,,,,,,,,,,,,,,,,,,,,,6fcb1ae5-e156-4baf-8de5-1187c9e8fd46,989,,,"[66.1, 64.9]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40302.0,David Dunn,19.0,Center Attacking Midfield,56,54,Birmingham City,"['0e65ccc3-8e9a-4d66-be3f-2cd44a20755d', 'bd73f32c-9358-412f-9d60-86dcfc74991d']",5,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:05.910,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.955692,,,,,,,,,,,,,,,,,,,,,0e65ccc3-8e9a-4d66-be3f-2cd44a20755d,990,,,"[64.8, 67.2]",23,,,,,2.4173427,,40.0,Right Foot,,,,"[57.0, 74.1]",,1.0,Ground Pass,,10.413933,,,,40293.0,Damien Johnson,,,,,,,,,1,1,Regular Play,40302.0,David Dunn,19.0,Center Attacking Midfield,56,54,Birmingham City,['66c4bec2-6464-4a63-8a8d-5528ba4c7282'],6,,,,,,,,,,,,,,,,,,,,,54,Birmingham City,00:23:06.381,30,Pass,
