ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,"[43.1, 5.4]",,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,d7fadc4d-240f-4808-a446-8603cc308c63,632,,,"[42.4, 3.3]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,32,1,Arsenal,"['36f0f7af-7040-433b-b444-88c131670d46', 'dcda148c-089b-460f-899f-7e3dfe0ab508']",57,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:57.340,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.900894,,,,,,,,,,,,,,,,,,,36f0f7af-7040-433b-b444-88c131670d46,633,,,"[43.1, 5.4]",13,,,,,1.3258177,,38.0,Left Foot,,,"[46.2, 17.8]",,2.0,Low Pass,,12.781628,,,,,15515.0,Patrick Vieira,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,32,1,Arsenal,['0e63d617-795c-4855-88bc-969421ee2ab9'],57,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:57.420,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e63d617-795c-4855-88bc-969421ee2ab9,634,,,"[46.2, 17.8]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,32,1,Arsenal,['36f0f7af-7040-433b-b444-88c131670d46'],58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:58.321,42,Ball Receipt*,
,,,,"[49.0, 21.0]",,,,,,,,,,,,,,,,0.665579,,,,,,,,,,,,,,,,,,,9b2fe51f-b50f-4a55-8b5a-f38e1e07c860,635,,,"[46.2, 17.8]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,32,1,Arsenal,"['0e63d617-795c-4855-88bc-969421ee2ab9', 'db125836-3c0e-40c7-81eb-7dee7b0eb062']",58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:58.321,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.873455,,,,,,,,,,,,,,,,,,,db125836-3c0e-40c7-81eb-7dee7b0eb062,636,,,"[49.0, 21.0]",13,,,,,0.7241032,,40.0,Right Foot,,,"[63.7, 34.0]",,1.0,Ground Pass,,19.62371,,,,,15516.0,Thierry Henry,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,32,1,Arsenal,['0e33f402-583b-479b-84e3-430cc3e3b43f'],58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:58.986,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e33f402-583b-479b-84e3-430cc3e3b43f,637,,,"[63.7, 34.0]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,['db125836-3c0e-40c7-81eb-7dee7b0eb062'],59,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:59.860,42,Ball Receipt*,
,,,,"[63.7, 34.6]",,,,,,,,,,,,,,,,0.04822,,,,,,,,,,,,,,,,,,,cbac6991-5946-4b43-ba9f-a444226081b5,638,,,"[63.7, 34.0]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,"['0e33f402-583b-479b-84e3-430cc3e3b43f', '1c005376-29d9-4797-b562-e9aa5431545c']",59,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:59.860,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.950295,,,,,,,,,,,,,,,,,,,1c005376-29d9-4797-b562-e9aa5431545c,639,,,"[63.7, 34.6]",13,,,,,2.8245368,,38.0,Left Foot,,,"[57.3, 36.7]",,2.0,Low Pass,,6.735726,,,,,15512.0,Sylvain Wiltord,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,['0cbd148f-bdbc-4bdd-8c15-d188eda92c3d'],59,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:59.908,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cbd148f-bdbc-4bdd-8c15-d188eda92c3d,640,,,"[57.3, 36.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,12.0,Right Midfield,32,1,Arsenal,['1c005376-29d9-4797-b562-e9aa5431545c'],0,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:00.858,42,Ball Receipt*,
,,,,"[70.9, 27.8]",,,,,,,,,,,,,,,,2.357975,,,,,,,,,,,,,,,,,,,3df69578-062f-4405-9b72-3085e35bc16a,641,,,"[57.3, 36.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,12.0,Right Midfield,32,1,Arsenal,"['0cbd148f-bdbc-4bdd-8c15-d188eda92c3d', '6c1d69a6-229f-4f86-b044-f6d1b44fbf44']",0,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:00.858,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.184882,,,,,,,,,,,,,,,,,,,6c1d69a6-229f-4f86-b044-f6d1b44fbf44,642,,,"[70.9, 27.8]",14,,,,,-1.6287025,,40.0,Right Foot,,,"[70.1, 14.0]",,1.0,Ground Pass,,13.823169,,,,,15042.0,Dennis Bergkamp,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,12.0,Right Midfield,32,1,Arsenal,['bedf96ff-6c09-4359-a165-b6f80fd6cb53'],3,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:03.216,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedf96ff-6c09-4359-a165-b6f80fd6cb53,643,,,"[70.1, 14.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,32,1,Arsenal,['6c1d69a6-229f-4f86-b044-f6d1b44fbf44'],4,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:04.401,42,Ball Receipt*,
,,,,"[72.9, 28.7]",,,,,,,,,,,,,,,,3.294325,,,,,,,,,,,,,,,,,,,3673a3da-fd30-479b-aa1e-ff3eb7013151,644,,,"[70.1, 14.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,32,1,Arsenal,"['88d78c8d-bbd3-4d3b-9877-6d7bbdef7203', 'bedf96ff-6c09-4359-a165-b6f80fd6cb53']",4,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:04.401,43,Carry,
,,,,,,,,,,,,,,,,,,,,2.14584,,,,,,,,,,,,,,,,,,,88d78c8d-bbd3-4d3b-9877-6d7bbdef7203,645,,,"[72.9, 28.7]",14,,,,,0.18644549,,40.0,Right Foot,,,"[116.9, 37.0]",,3.0,High Pass,,44.775997,,9.0,Incomplete,,15512.0,Sylvain Wiltord,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,32,1,Arsenal,"['13efd8e2-13f9-4c09-8c19-48703560a610', 'bfbe869e-4786-43f5-947b-bac06dc02eb6']",7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:07.695,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13efd8e2-13f9-4c09-8c19-48703560a610,646,,,"[98.0, 37.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,12.0,Right Midfield,32,1,Arsenal,['88d78c8d-bbd3-4d3b-9877-6d7bbdef7203'],9,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:09.841,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,bfbe869e-4786-43f5-947b-bac06dc02eb6,647,,,"[3.2, 43.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40132.0,Paul Robinson,1.0,Goalkeeper,32,1,Arsenal,['88d78c8d-bbd3-4d3b-9877-6d7bbdef7203'],9,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:09.841,2,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,0.77951,,,,,,,,,,,,,,,,,,,27f02dc1-76b6-48a4-841f-378cead3175d,648,,,"[11.5, 48.0]",14,,True,,,0.7328151,,69.0,Keeper Arm,,,"[25.5, 60.6]",,1.0,Ground Pass,,18.835073,,,,,40270.0,Gary Oliver Kelly,,,,,,,,,1,1,Regular Play,40132.0,Paul Robinson,1.0,Goalkeeper,32,1,Arsenal,['63c0a0c9-1d31-4e26-b31f-0d98b4170119'],16,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:16.047,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63c0a0c9-1d31-4e26-b31f-0d98b4170119,649,,,"[25.5, 60.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40270.0,Gary Oliver Kelly,2.0,Right Back,32,1,Arsenal,['27f02dc1-76b6-48a4-841f-378cead3175d'],16,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:16.826,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,3.195341,,,,,,,,,,,,,,,,,,,04aaa509-0ebe-46f1-a191-3a59ab7c0293,650,,,"[35.9, 68.3]",14,,,,,-0.41175568,,40.0,Right Foot,,,"[92.0, 43.8]",,3.0,High Pass,,61.2165,,9.0,Incomplete,,40373.0,Mark Viduka,,,,,,,,,1,1,Regular Play,40270.0,Gary Oliver Kelly,2.0,Right Back,32,1,Arsenal,"['152b2d70-dcce-4fe4-9dd5-a628ac4a5d9a', '97fcb32c-4f02-4137-b6d4-51ebcd930ef4']",20,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:20.804,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152b2d70-dcce-4fe4-9dd5-a628ac4a5d9a,651,,,"[93.0, 41.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40373.0,Mark Viduka,22.0,Right Center Forward,32,1,Arsenal,['04aaa509-0ebe-46f1-a191-3a59ab7c0293'],23,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:23.999,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,b5a05228-eebd-4f12-8b32-c045db45b27b,652,,,"[92.0, 43.8]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40373.0,Mark Viduka,22.0,Right Center Forward,32,1,Arsenal,['97fcb32c-4f02-4137-b6d4-51ebcd930ef4'],23,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:23.999,4,Duel,True
,,,,,,,,,,,,,,,,,,,,4.034733,,,,,,,,,,,,,,,,,,,97fcb32c-4f02-4137-b6d4-51ebcd930ef4,653,,,"[28.1, 36.3]",14,,,,True,2.3989491,,,,,,"[8.6, 54.2]",,2.0,Low Pass,,26.469982,,,,,20015.0,Jens Lehmann,,,,,,,66.0,Recovery,1,1,Regular Play,38412.0,Kolo Habib Touré,3.0,Right Center Back,32,1,Arsenal,"['04aaa509-0ebe-46f1-a191-3a59ab7c0293', 'b5a05228-eebd-4f12-8b32-c045db45b27b', 'f0e497f0-ee79-4e30-9909-78ccbdc8ca88']",23,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:23.999,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0e497f0-ee79-4e30-9909-78ccbdc8ca88,654,,,"[8.6, 54.2]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,32,1,Arsenal,['97fcb32c-4f02-4137-b6d4-51ebcd930ef4'],28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:28.034,42,Ball Receipt*,
,,,,"[10.7, 52.9]",,,,,,,,,,,,,,,,8.248356,,,,,,,,,,,,,,,,,,,965b4336-dbe7-452c-9cab-6cd530651282,655,,,"[8.6, 54.2]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,32,1,Arsenal,"['861b3d53-7bd5-429e-ac98-a44dc9f162f0', 'f0e497f0-ee79-4e30-9909-78ccbdc8ca88']",28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:28.034,43,Carry,
,,,,,,,,,,,,,,,,,,,,4.363807,,,,,,,,,,,,,,,,,,,861b3d53-7bd5-429e-ac98-a44dc9f162f0,656,,,"[10.7, 52.9]",14,,,,,-0.24252252,,68.0,Drop Kick,,,"[77.8, 36.3]",,3.0,High Pass,,69.12286,,,,,15516.0,Thierry Henry,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,32,1,Arsenal,['b5018783-2422-434e-84d4-a0fbdaefb046'],36,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:36.282,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5018783-2422-434e-84d4-a0fbdaefb046,657,,,"[77.8, 36.3]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,['861b3d53-7bd5-429e-ac98-a44dc9f162f0'],40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:40.646,42,Ball Receipt*,
,,,,"[77.5, 37.0]",,,,,,,,,,,,,,,,0.039999,,,,,,,,,,,,,,,,,,,1c2279a9-afb8-4cdc-b2dc-3ff01d2d5b36,658,,,"[77.8, 36.3]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,"['2f0a1bf3-6f42-4190-8cf9-b13a5b8443a8', 'b5018783-2422-434e-84d4-a0fbdaefb046']",40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:40.646,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2f0a1bf3-6f42-4190-8cf9-b13a5b8443a8,659,,,"[77.5, 37.0]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,32,1,Arsenal,,40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:40.686,38,Miscontrol,
,,,,,,,,,,,,,,,,,,,,2.056595,,,,,,,,,,,,,,,,,,,61dabbe6-4cc7-49c6-8373-4283ba38c6b9,660,,,"[50.0, 23.5]",14,,,,,2.9272497,,40.0,Right Foot,,,"[35.3, 26.7]",,1.0,Ground Pass,,15.044268,,,,,40368.0,Ian Harte,,,,,,,66.0,Recovery,1,1,Regular Play,3473.0,James Philip Milner,16.0,Left Midfield,33,101,Leeds United,['ee8fb735-3ed8-4c58-a00d-be09ac4d86ce'],42,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:42.830,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8fb735-3ed8-4c58-a00d-be09ac4d86ce,661,,,"[35.3, 26.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['61dabbe6-4cc7-49c6-8373-4283ba38c6b9'],44,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:44.886,42,Ball Receipt*,
,,,,"[43.6, 24.4]",,,,,,,,,,,,,,,,1.443311,,,,,,,,,,,,,,,,,,,2559844e-9ee8-4d08-b148-1e5c7007cf9b,662,,,"[35.3, 26.7]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,"['29fef071-8799-47ae-a9af-7bd4abfe601e', 'ee8fb735-3ed8-4c58-a00d-be09ac4d86ce']",44,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:44.886,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.381888,,,,,,,,,,,,,,,,,,,29fef071-8799-47ae-a9af-7bd4abfe601e,663,,,"[43.6, 24.4]",14,,,,,-0.82954615,,40.0,Right Foot,,,"[55.5, 11.4]",,1.0,Ground Pass,,17.62413,,,,,3473.0,James Philip Milner,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['ac61c271-0bc3-4b73-b704-e18cfdfc90c0'],46,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:46.330,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac61c271-0bc3-4b73-b704-e18cfdfc90c0,664,,,"[55.5, 11.4]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,3473.0,James Philip Milner,16.0,Left Midfield,33,101,Leeds United,['29fef071-8799-47ae-a9af-7bd4abfe601e'],47,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:47.712,42,Ball Receipt*,
,,,,"[70.4, 8.4]",,,,,,,,,,,,,,,,3.360762,,,,,,,,,,,,,,,,,,,b79fe595-2241-4b41-8a2e-76063b7996f2,665,,,"[55.5, 11.4]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,3473.0,James Philip Milner,16.0,Left Midfield,33,101,Leeds United,"['2ccd6b6c-2199-48c6-90e6-3890679d3268', 'ac61c271-0bc3-4b73-b704-e18cfdfc90c0']",47,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:47.712,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.350895,,,,,,,,,,,,,,,,,,,2ccd6b6c-2199-48c6-90e6-3890679d3268,666,,,"[70.4, 8.4]",14,,,,,2.8730705,,40.0,Right Foot,,,"[55.5, 12.5]",,1.0,Ground Pass,,15.453802,,,,,40368.0,Ian Harte,,,,,,,,,1,1,Regular Play,3473.0,James Philip Milner,16.0,Left Midfield,33,101,Leeds United,['b19e696f-ff72-4dd3-9597-ddb7804e9241'],51,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:51.072,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b19e696f-ff72-4dd3-9597-ddb7804e9241,667,,,"[55.5, 12.5]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['2ccd6b6c-2199-48c6-90e6-3890679d3268'],52,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:52.423,42,Ball Receipt*,
,,,,"[56.2, 11.2]",,,,,,,,,,,,,,,,1.758446,,,,,,,,,,,,,,,,,,,027a18bc-e6cb-48cc-930c-753d03316b99,668,,,"[55.5, 12.5]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,"['6e40586f-ceda-4628-9202-3c15fdc60356', 'b19e696f-ff72-4dd3-9597-ddb7804e9241']",52,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:52.423,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.009903,,,,,,,,,,,,,,,,,,,6e40586f-ceda-4628-9202-3c15fdc60356,669,,,"[56.2, 11.2]",14,,,,,1.4415213,,38.0,Left Foot,,,"[57.5, 21.2]",,1.0,Ground Pass,,10.084146,,,,,39847.0,Dominic Matteo,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['e50b40c9-369f-4329-9ea2-21eff76942fc'],54,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:54.182,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e50b40c9-369f-4329-9ea2-21eff76942fc,670,,,"[57.5, 21.2]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,39847.0,Dominic Matteo,15.0,Left Center Midfield,33,101,Leeds United,['6e40586f-ceda-4628-9202-3c15fdc60356'],55,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:55.192,42,Ball Receipt*,
,,,,"[57.7, 20.8]",,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,4edb77e1-1bf2-4d32-bf66-38522e498a55,671,,,"[57.5, 21.2]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,39847.0,Dominic Matteo,15.0,Left Center Midfield,33,101,Leeds United,"['54a75c09-d969-4b3b-a9cb-6c95d53c1682', 'e50b40c9-369f-4329-9ea2-21eff76942fc']",55,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:55.192,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.080251,,,,,,,,,,,,,,,,,,,54a75c09-d969-4b3b-a9cb-6c95d53c1682,672,,,"[57.7, 20.8]",14,,,,,-1.9527152,,40.0,Right Foot,,,"[52.8, 8.6]",,1.0,Ground Pass,,13.1472435,,,,,40368.0,Ian Harte,,,,,,,,,1,1,Regular Play,39847.0,Dominic Matteo,15.0,Left Center Midfield,33,101,Leeds United,['e97bae22-ee53-4906-9785-e61533bb1152'],55,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:55.232,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e97bae22-ee53-4906-9785-e61533bb1152,673,,,"[52.8, 8.6]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['54a75c09-d969-4b3b-a9cb-6c95d53c1682'],56,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:56.312,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,1.13448,,,,,,,,,,,,,,,,,,,170e74a8-8fa6-4595-9d5a-2c9830459e02,674,,,"[50.9, 6.5]",14,,,,,2.3561945,,40.0,Right Foot,,,"[38.3, 19.1]",,2.0,Low Pass,,17.819092,,,,,40369.0,Steven Caldwell,,,,,,,,,1,1,Regular Play,40368.0,Ian Harte,6.0,Left Back,33,101,Leeds United,['5d6ba0b9-c74a-49b5-80a3-553e09aa6dbe'],56,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:56.312,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d6ba0b9-c74a-49b5-80a3-553e09aa6dbe,675,,,"[38.3, 19.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40369.0,Steven Caldwell,5.0,Left Center Back,33,101,Leeds United,['170e74a8-8fa6-4595-9d5a-2c9830459e02'],57,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:57.446,42,Ball Receipt*,
,,,,"[47.4, 19.7]",,,,,,,,,,,,,,,,3.032954,,,,,,,,,,,,,,,,,,,2b7e9be6-cdbf-4393-a2ba-4430ee548f2a,676,,,"[38.3, 19.1]",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40369.0,Steven Caldwell,5.0,Left Center Back,33,101,Leeds United,"['5d6ba0b9-c74a-49b5-80a3-553e09aa6dbe', '5fc1e9c9-268d-4611-8a79-ee1ccfb89087']",57,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:14:57.446,43,Carry,
,,,,,,,,,,,,,,,,,,,,2.679697,,,,,,,,,,,,,,,,,,,5fc1e9c9-268d-4611-8a79-ee1ccfb89087,677,,,"[47.4, 19.7]",15,,,,,-0.052675303,,40.0,Right Foot,,,"[104.3, 16.7]",,3.0,High Pass,,56.97903,,9.0,Incomplete,,3473.0,James Philip Milner,,,,,,,,,1,1,Regular Play,40369.0,Steven Caldwell,5.0,Left Center Back,33,101,Leeds United,"['1247471b-e7e1-4c6d-b7b0-2d02d69d76e5', '41dbf775-ef9a-488c-b8f4-4509b0dcbb47']",0,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:15:00.479,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247471b-e7e1-4c6d-b7b0-2d02d69d76e5,678,,,"[105.2, 11.8]",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,3473.0,James Philip Milner,16.0,Left Midfield,33,101,Leeds United,['5fc1e9c9-268d-4611-8a79-ee1ccfb89087'],3,,,,,,,,,,,,,,,,,,,,,,,101,Leeds United,00:15:03.159,42,Ball Receipt*,
