ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,1.064772,,,,,,,,,,,,,,,,,,,,,,82b971ef-0c50-475b-9f94-993d62b4ad0e,161,,,"[15.4, 18.0]",3,,,,-1.3838171,,38.0,Left Foot,,,,"[17.5, 6.9]",,2.0,Low Pass,,11.296903,,9.0,Incomplete,,,,,,,,,,,,1,3,From Free Kick,40284.0,Alessandro Pistone,2.0,Right Back,7,1,Arsenal,"['6421de10-0028-4691-8e72-c6bc6581872c', 'ed460c8c-3a51-418b-b2d0-498e3a23bba9']",19,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:19.216,30,Pass,True
,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6421de10-0028-4691-8e72-c6bc6581872c,162,4.0,Won,"[102.6, 73.2]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,7,1,Arsenal,['82b971ef-0c50-475b-9f94-993d62b4ad0e'],20,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:20.281,10,Interception,
,,,,,"[105.1, 76.4]",,,,,,,,,,,,,,,,2.096697,,,,,,,,,,,,,,,,,,,,,,850134b4-15c0-4c40-878c-ebbf6509ec53,163,,,"[102.6, 73.2]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,7,1,Arsenal,"['6421de10-0028-4691-8e72-c6bc6581872c', '69c24521-7bf7-4f13-af9c-b93075b88b45', '72ac2d5b-db41-4567-a832-5259e470b1de']",20,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:20.281,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.507358,,,,,,,,,,,,,,,,,,,,,,72ac2d5b-db41-4567-a832-5259e470b1de,164,,,"[14.2, 6.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40289.0,Mark Pembridge,16.0,Left Midfield,7,1,Arsenal,"['69c24521-7bf7-4f13-af9c-b93075b88b45', '850134b4-15c0-4c40-878c-ebbf6509ec53']",20,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:20.870,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,69c24521-7bf7-4f13-af9c-b93075b88b45,165,,,"[105.1, 76.4]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,7,1,Arsenal,"['72ac2d5b-db41-4567-a832-5259e470b1de', '940e5dd6-4f4f-4f75-93a8-ff9cea285e59']",22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:22.378,3,Dispossessed,True
,,,,,,,,,,,,,,,,,17.0,Success Out,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,,940e5dd6-4f4f-4f75-93a8-ff9cea285e59,166,,,"[15.0, 3.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40289.0,Mark Pembridge,16.0,Left Midfield,7,1,Arsenal,['69c24521-7bf7-4f13-af9c-b93075b88b45'],22,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:22.378,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.863041,,,,,,,,,,,,,,,,,,,,,,1e04d231-78f7-464d-8112-975f1600d0ec,167,,,"[15.2, 0.1]",3,,,,0.25344652,,,,,,,"[45.7, 8.0]",,3.0,High Pass,,31.506508,,9.0,Incomplete,,40283.0,Nick Chadwick,,,,,,,67.0,Throw-in,1,4,From Throw In,40284.0,Alessandro Pistone,2.0,Right Back,8,29,Everton,"['2f7f9ea2-bdfa-4bb4-9326-cbc39454d08a', 'e6537301-3f7e-4952-b2e6-e30efc489d50']",42,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:42.224,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f7f9ea2-bdfa-4bb4-9326-cbc39454d08a,168,,,"[45.5, 8.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40283.0,Nick Chadwick,24.0,Left Center Forward,8,29,Everton,['1e04d231-78f7-464d-8112-975f1600d0ec'],44,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:44.087,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,,a33f03bd-fdf2-43cf-b084-0ce3756cd791,169,,,"[45.7, 8.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40283.0,Nick Chadwick,24.0,Left Center Forward,8,29,Everton,['e6537301-3f7e-4952-b2e6-e30efc489d50'],44,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:44.087,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.982883,,,,,,,,,,,,,,,,,,,,,,e6537301-3f7e-4952-b2e6-e30efc489d50,170,,,"[74.4, 72.1]",3,,,True,-0.59171546,,,,,,,"[93.0, 59.6]",,3.0,High Pass,,22.410042,,,,,15512.0,Sylvain Wiltord,,,,,,,66.0,Recovery,1,1,Regular Play,38412.0,Kolo Habib Touré,3.0,Right Center Back,9,1,Arsenal,"['05d3b0e2-3804-493d-bab1-e013cccfce78', '1e04d231-78f7-464d-8112-975f1600d0ec', 'a33f03bd-fdf2-43cf-b084-0ce3756cd791']",44,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:44.087,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05d3b0e2-3804-493d-bab1-e013cccfce78,171,,,"[93.0, 59.6]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,9,1,Arsenal,['e6537301-3f7e-4952-b2e6-e30efc489d50'],46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:46.070,42,Ball Receipt*,
,,,,,,,,,,,,True,,,,,,,,,0.845798,,,,,,,,,,,,,,,,,,,,,,0a2a78ac-dfdf-4f4c-9aba-499ba6db5d1b,172,,,"[27.5, 18.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15513.0,Thomas Gravesen,15.0,Left Center Midfield,9,1,Arsenal,['13dc1fdd-fa1a-4bd0-a391-6ac6f7f8d23b'],46,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:46.097,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.048678,,,,,,,,,,,,,,,,,,,,,,13dc1fdd-fa1a-4bd0-a391-6ac6f7f8d23b,173,,,"[90.3, 59.8]",3,,,,2.7886024,,37.0,Head,,,,"[84.6, 61.9]",,3.0,High Pass,,6.074537,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,9,1,Arsenal,"['0a2a78ac-dfdf-4f4c-9aba-499ba6db5d1b', '900c29f3-3807-44b4-a81a-bb435f6cf01d']",46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:46.137,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900c29f3-3807-44b4-a81a-bb435f6cf01d,174,,,"[84.6, 61.9]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,9,1,Arsenal,['13dc1fdd-fa1a-4bd0-a391-6ac6f7f8d23b'],47,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:47.186,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.88006,,,,,,,,,,,,,,,,,,,,,,282abb6d-2f41-46bd-ba22-a411ce0d7a8c,175,,,"[84.6, 61.9]",3,,,,-1.3319227,52e9cf2c-e406-48f0-b950-26acbfbf18a8,40.0,Right Foot,,,,"[89.3, 42.6]",,2.0,Low Pass,,19.864038,,,,,15512.0,Sylvain Wiltord,True,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,9,1,Arsenal,['114bc915-f9dd-4857-a5ac-7e277b1e2d13'],47,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:47.186,30,Pass,
,,,,,,,,,,,,True,,,,,,,,,0.697321,,,,,,,,,,,,,,,,,,,,,,7925df56-e9b1-4270-a410-927019f67b23,176,,,"[29.5, 41.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38558.0,Steve Watson,12.0,Right Midfield,9,1,Arsenal,"['114bc915-f9dd-4857-a5ac-7e277b1e2d13', 'c24488c7-fd7c-46e3-8300-b21855713c6b']",48,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:48.554,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114bc915-f9dd-4857-a5ac-7e277b1e2d13,177,,,"[89.3, 42.6]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,9,1,Arsenal,"['282abb6d-2f41-46bd-ba22-a411ce0d7a8c', '7925df56-e9b1-4270-a410-927019f67b23']",49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:49.066,42,Ball Receipt*,True
,,,,,"[91.5, 37.1]",,,,,,,,,,,,,,,,2.067582,,,,,,,,,,,,,,,,,,,,,,c24488c7-fd7c-46e3-8300-b21855713c6b,178,,,"[89.3, 42.6]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,9,1,Arsenal,"['114bc915-f9dd-4857-a5ac-7e277b1e2d13', '52e9cf2c-e406-48f0-b950-26acbfbf18a8', '7925df56-e9b1-4270-a410-927019f67b23']",49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:49.066,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.753289,,,,,,,,,,,,,,,,,,,,,,52e9cf2c-e406-48f0-b950-26acbfbf18a8,179,,,"[91.5, 37.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,9,1,Arsenal,['e92d30d5-dc0a-4c0c-830e-a45076d77f71'],51,,38.0,Left Foot,"[120.0, 26.7, 6.2]",,,"[{'location': [85.1, 52.6], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.8, 28.3], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.3, 39.0], 'player': {'id': 40280, 'name': 'Richard Wright'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 31.8], 'player': {'id': 40284, 'name': 'Alessandro Pistone'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.3, 37.3], 'player': {'id': 38558, 'name': 'Steve Watson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.4, 41.6], 'player': {'id': 20189, 'name': 'Tobias Linderoth'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.6, 59.4], 'player': {'id': 15513, 'name': 'Thomas Gravesen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 55.5], 'player': {'id': 40281, 'name': 'David Unsworth'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 42.6], 'player': {'id': 40285, 'name': 'Alan Stubbs'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 34.4], 'player': {'id': 40288, 'name': 'Joseph Phillip Yobo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 43.3], 'player': {'id': 19312, 'name': 'Robert Pirès '}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",282abb6d-2f41-46bd-ba22-a411ce0d7a8c,,98.0,Off T,0.024230553,93.0,Normal,87.0,Open Play,,,,,,,1,Arsenal,00:03:51.134,16,Shot,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,"[1.8, 41.1]",,,44.0,Set,,,,32.0,Shot Faced,e92d30d5-dc0a-4c0c-830e-a45076d77f71,180,,,"[1.8, 41.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40280.0,Richard Wright,1.0,Goalkeeper,9,1,Arsenal,['52e9cf2c-e406-48f0-b950-26acbfbf18a8'],52,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:03:52.887,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,2.649343,,,,,,,,,,,,,,,,,,,,,,09ce9406-d6bb-4c55-b36d-06059c135474,181,,,"[7.0, 36.1]",4,True,,,-0.082828924,,40.0,Right Foot,,,,"[86.5, 29.5]",,3.0,High Pass,,79.77349,,9.0,Incomplete,,40283.0,Nick Chadwick,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,40280.0,Richard Wright,1.0,Goalkeeper,10,29,Everton,"['8619ba2a-ce58-459c-9d2d-c3f7a7b067d5', '9f183d32-ffbc-4bb8-9263-0bdb2537d214']",19,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:19.201,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f183d32-ffbc-4bb8-9263-0bdb2537d214,182,,,"[87.1, 29.7]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40283.0,Nick Chadwick,24.0,Left Center Forward,10,29,Everton,['09ce9406-d6bb-4c55-b36d-06059c135474'],21,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:21.851,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,1.097403,,,,,,,,,,,,,,,,,,,,,,29b09dd7-f6b4-4fc6-b488-ba34486270db,183,,,"[86.5, 29.5]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40283.0,Nick Chadwick,24.0,Left Center Forward,10,29,Everton,['8619ba2a-ce58-459c-9d2d-c3f7a7b067d5'],21,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:21.851,4,Duel,True
,,,,,,True,37.0,Head,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,8619ba2a-ce58-459c-9d2d-c3f7a7b067d5,184,,,"[33.6, 50.6]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,38412.0,Kolo Habib Touré,3.0,Right Center Back,10,29,Everton,"['09ce9406-d6bb-4c55-b36d-06059c135474', '29b09dd7-f6b4-4fc6-b488-ba34486270db']",21,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:21.851,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.456214,,,,,,,,,,,,,,,,,,,,,,84eef118-7a2f-44fa-89df-fa92fe81c361,185,,,"[40.8, 53.9]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,10,29,Everton,"['4ec0a84e-93f6-44c8-aaab-0e3f902bfce1', '776c3c6c-85af-4a9e-9d34-deca2ef4b861', '95f3617d-e00d-4e68-aad3-3566a19583ae']",23,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:23.525,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4ec0a84e-93f6-44c8-aaab-0e3f902bfce1,186,,,"[82.2, 26.2]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40289.0,Mark Pembridge,16.0,Left Midfield,10,29,Everton,['84eef118-7a2f-44fa-89df-fa92fe81c361'],23,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:23.754,2,Ball Recovery,True
,,,,,"[80.7, 28.4]",,,,,,,,,,,,,,,,0.080002,,,,,,,,,,,,,,,,,,,,,,776c3c6c-85af-4a9e-9d34-deca2ef4b861,187,,,"[82.2, 26.2]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40289.0,Mark Pembridge,16.0,Left Midfield,10,29,Everton,"['4ec0a84e-93f6-44c8-aaab-0e3f902bfce1', '84eef118-7a2f-44fa-89df-fa92fe81c361', '95f3617d-e00d-4e68-aad3-3566a19583ae']",23,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:23.754,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.786395,,,,,,,,,,,,,,,,,,,,,,95f3617d-e00d-4e68-aad3-3566a19583ae,188,,,"[80.7, 28.4]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40289.0,Mark Pembridge,16.0,Left Midfield,10,29,Everton,"['650321cc-f4b8-4f43-a9c6-c3f175290901', '84eef118-7a2f-44fa-89df-fa92fe81c361']",23,,38.0,Left Foot,"[118.6, 42.5, 2.1]",,,"[{'location': [81.0, 31.5], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.2], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.2, 28.9], 'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 48.0], 'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 32.9], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 39.8], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.6, 42.1], 'player': {'id': 40283, 'name': 'Nick Chadwick'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.2, 19.7], 'player': {'id': 40286, 'name': 'Tomasz Radziński'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.5, 21.8], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,100.0,Saved,0.010370878,91.0,Half Volley,87.0,Open Play,,,,,,,29,Everton,00:04:23.834,16,Shot,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,35.0,Both Hands,,15.0,Success,44.0,Set,,46.0,Standing,33.0,Shot Saved,650321cc-f4b8-4f43-a9c6-c3f175290901,189,,,"[1.1, 39.9]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,11,1,Arsenal,['95f3617d-e00d-4e68-aad3-3566a19583ae'],25,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:25.620,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,2.76584,,,,,,,,,,,,,,,,,,,,,,7396177a-d0ea-4767-9e79-baf8a621fe8c,190,,,"[13.8, 34.5]",4,,,,-0.6934982,,69.0,Keeper Arm,,,,"[53.5, 1.5]",,3.0,High Pass,,51.624508,,,,,19312.0,Robert Pirès ,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,12,1,Arsenal,['6a78304f-07d0-4ff2-a765-97c3a5a0818c'],31,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:31.361,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a78304f-07d0-4ff2-a765-97c3a5a0818c,191,,,"[53.5, 1.5]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,19312.0,Robert Pirès ,16.0,Left Midfield,12,1,Arsenal,['7396177a-d0ea-4767-9e79-baf8a621fe8c'],34,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:34.127,42,Ball Receipt*,
,,,,,"[55.7, 1.7]",,,,,,,,,,,,,,,,1.465891,,,,,,,,,,,,,,,,,,,,,,8da72b8d-63d6-4683-9491-015dd571da8d,192,,,"[53.5, 1.5]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,19312.0,Robert Pirès ,16.0,Left Midfield,12,1,Arsenal,"['09c4e480-b5dc-49b3-a896-6dd185a4e903', '6a78304f-07d0-4ff2-a765-97c3a5a0818c', 'e0288d87-dcf9-4a34-a9bf-9448b2ca9c98']",34,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:34.127,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,1.144425,,,,,,,,,,,,,,,,,,,,,,e0288d87-dcf9-4a34-a9bf-9448b2ca9c98,193,,,"[68.7, 76.2]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40284.0,Alessandro Pistone,2.0,Right Back,12,1,Arsenal,['8da72b8d-63d6-4683-9491-015dd571da8d'],34,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:34.201,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,,1.209688,,,,,,,,,,,,,,,,,,,,,,cec18d77-aba9-48d3-a970-e41084bb88df,194,,,"[63.1, 78.8]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,38558.0,Steve Watson,12.0,Right Midfield,12,1,Arsenal,,34,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:34.272,17,Pressure,
,,,,,,,,,,,,,,9.0,Incomplete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,09c4e480-b5dc-49b3-a896-6dd185a4e903,195,,,"[55.7, 1.7]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,19312.0,Robert Pirès ,16.0,Left Midfield,12,1,Arsenal,['6c6033b6-73da-425c-a006-4522b326b851'],35,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:35.592,14,Dribble,True
,,,,,,,,,,,,True,,,,,14.0,Lost Out,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,,6c6033b6-73da-425c-a006-4522b326b851,196,,,"[64.4, 78.4]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,40284.0,Alessandro Pistone,2.0,Right Back,12,1,Arsenal,['09c4e480-b5dc-49b3-a896-6dd185a4e903'],35,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:35.592,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.335344,,,,,,,,,,,,,,,,,,,,,,5e100d4c-6a19-410e-8674-a98abea6ae13,197,,,"[56.8, 0.1]",4,,,,2.158799,,,,,,,"[51.4, 8.2]",,3.0,High Pass,,9.734988,,,,,15515.0,Patrick Vieira,,,,,,,67.0,Throw-in,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,13,1,Arsenal,['a41b519e-7fa3-4651-966d-54cb6789d7d2'],39,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:39.524,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a41b519e-7fa3-4651-966d-54cb6789d7d2,198,,,"[51.4, 8.2]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,13,1,Arsenal,['5e100d4c-6a19-410e-8674-a98abea6ae13'],40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:40.859,42,Ball Receipt*,
,,,,,"[52.9, 5.8]",,,,,,,,,,,,,,,,1.657556,,,,,,,,,,,,,,,,,,,,,,d7717b86-2313-4ab0-a4f5-6533c0ca4fd9,199,,,"[51.4, 8.2]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,13,1,Arsenal,"['79e1a4b8-900e-488b-9082-e44f64dc89d6', 'a41b519e-7fa3-4651-966d-54cb6789d7d2', 'f1eafd86-803b-4a42-9a14-be2f5cad607d']",40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:04:40.859,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.055244,,,,,,,,,,,,,,,,,,,,,,79e1a4b8-900e-488b-9082-e44f64dc89d6,200,,,"[65.0, 72.9]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20189.0,Tobias Linderoth,13.0,Right Center Midfield,13,1,Arsenal,"['d7717b86-2313-4ab0-a4f5-6533c0ca4fd9', 'f1eafd86-803b-4a42-9a14-be2f5cad607d']",41,,,,,,,,,,,,,,,,,,,,,,,29,Everton,00:04:41.739,17,Pressure,
