bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,injury_stoppage_in_chain,interception_outcome_id,interception_outcome_name,location,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height_id,pass_height_name,pass_length,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,"[1.3, 43.3]",,,42.0,Moving,,,32.0,Shot Faced,06b288a9-55e3-40aa-b4e3-36b4d3ed90af,834,,,,"[1.3, 43.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,62,39,Manchester United,['277b1cda-d06c-4361-b1c7-ad8533779402'],2,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:02.196,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,2.75956,,,,,,,,,,,,,,,,,,,,,,a93fd75d-4082-4a53-8b84-1bcfa5732096,835,,,,"[6.0, 36.0]",20,,,,-0.58248794,,40.0,Right Foot,,,,"[56.4, 2.8]",3.0,High Pass,60.3523,,9.0,Incomplete,,,,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,63,1,Arsenal,['b5b7f1d7-cab7-4bb6-9924-d942b0aec22a'],35,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:35.364,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,b5b7f1d7-cab7-4bb6-9924-d942b0aec22a,836,,,,"[63.7, 77.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5207.0,Cristiano Ronaldo dos Santos Aveiro,18.0,Right Attacking Midfield,64,39,Manchester United,['a93fd75d-4082-4a53-8b84-1bcfa5732096'],38,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:20:38.123,2,Ball Recovery,
,,,,,"[74.2, 77.1]",,,,,,,,,,,,,,,,2.078242,,,,,,,,,,,,,,,,,,,,,,f70013ac-5da7-42d1-ac16-7f2ec89cf3f4,837,,,,"[63.7, 77.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5207.0,Cristiano Ronaldo dos Santos Aveiro,18.0,Right Attacking Midfield,64,39,Manchester United,"['b344dcb3-cc6c-4c17-bf8a-ab159ca4d43d', 'b5b7f1d7-cab7-4bb6-9924-d942b0aec22a', 'd5cd1cbd-2f91-4c40-8fc9-a0b1e3ade10f']",38,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:20:38.123,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.291209,,,,,,,,,,,,,,,,,,,,,,d5cd1cbd-2f91-4c40-8fc9-a0b1e3ade10f,838,,,,"[47.9, 3.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,64,39,Manchester United,['f70013ac-5da7-42d1-ac16-7f2ec89cf3f4'],39,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:39.640,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3188af4f-84f7-4c45-abdb-c92a3aa675a9,839,,,,"[45.9, 3.0]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,64,39,Manchester United,['b344dcb3-cc6c-4c17-bf8a-ab159ca4d43d'],40,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:40.201,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,b344dcb3-cc6c-4c17-bf8a-ab159ca4d43d,840,,,,"[74.2, 77.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5207.0,Cristiano Ronaldo dos Santos Aveiro,18.0,Right Attacking Midfield,64,39,Manchester United,['3188af4f-84f7-4c45-abdb-c92a3aa675a9'],40,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:20:40.201,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,1.355992,,,,,,,,,,,,,,,,,,,,,,ca49ee25-34c0-4561-9701-74b0385fb1e1,841,,,,"[79.8, 75.8]",21,True,,,-0.06594199,,38.0,Left Foot,,,,"[101.0, 74.4]",1.0,Ground Pass,21.246176,,,,,5207.0,Cristiano Ronaldo dos Santos Aveiro,,,,,,,62.0,Free Kick,1,3,From Free Kick,20175.0,Ryan Giggs,20.0,Left Attacking Midfield,65,39,Manchester United,['d2bb1d7e-e9c2-45e7-b198-707d268f6acb'],5,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:05.736,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2bb1d7e-e9c2-45e7-b198-707d268f6acb,842,,,,"[101.0, 74.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,5207.0,Cristiano Ronaldo dos Santos Aveiro,18.0,Right Attacking Midfield,65,39,Manchester United,['ca49ee25-34c0-4561-9701-74b0385fb1e1'],7,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:07.092,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.367577,,,,,,,,,,,,,,,,,,,,,,6abf3afb-7377-487c-b837-524e30e4e9be,843,,,,"[113.2, 76.0]",21,,,,-3.1156917,,40.0,Right Foot,,,,"[93.9, 75.5]",2.0,Low Pass,19.306475,,,,,20175.0,Ryan Giggs,,,,,,,,,1,3,From Free Kick,5207.0,Cristiano Ronaldo dos Santos Aveiro,18.0,Right Attacking Midfield,65,39,Manchester United,['19b41227-809e-49e7-b3a0-f573295b14bc'],9,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:09.114,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19b41227-809e-49e7-b3a0-f573295b14bc,844,,,,"[93.9, 75.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20175.0,Ryan Giggs,20.0,Left Attacking Midfield,65,39,Manchester United,['6abf3afb-7377-487c-b837-524e30e4e9be'],10,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:10.481,42,Ball Receipt*,
,,,,,"[94.3, 69.7]",,,,,,,,,,,,,,,,1.13815,,,,,,,,,,,,,,,,,,,,,,ee87e241-1ef6-4e10-818d-1f2f35b84803,845,,,,"[93.9, 75.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20175.0,Ryan Giggs,20.0,Left Attacking Midfield,65,39,Manchester United,"['19b41227-809e-49e7-b3a0-f573295b14bc', 'ca56cee3-4fda-4fbf-a7bb-9ed73ca2c7c2']",10,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:10.481,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.153982,,,,,,,,,,,,,,,,,,,,,,ca56cee3-4fda-4fbf-a7bb-9ed73ca2c7c2,846,,,,"[94.3, 69.7]",21,,,,-1.1772516,,38.0,Left Foot,True,,,"[108.5, 35.5]",3.0,High Pass,37.0308,,,,,16890.0,"John O""Shea",,,,,,,,,1,3,From Free Kick,20175.0,Ryan Giggs,20.0,Left Attacking Midfield,65,39,Manchester United,['6550b544-eac1-4749-ac61-4ed531283281'],11,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:11.619,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550b544-eac1-4749-ac61-4ed531283281,847,,,,"[108.5, 35.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,16890.0,"John O""Shea",6.0,Left Back,65,39,Manchester United,['ca56cee3-4fda-4fbf-a7bb-9ed73ca2c7c2'],13,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:13.773,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,,2fc99f8b-1d4d-4f0e-b6af-146fc25e0a0d,848,,,,"[11.2, 45.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,65,39,Manchester United,['3262343b-50b3-4bd9-be83-48486d43757f'],13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:13.812,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.621811,,,,,,,,,,,,,,,,,,,,,,3262343b-50b3-4bd9-be83-48486d43757f,849,,,,"[108.9, 34.2]",21,,,True,2.6185744,7862be61-1bb9-4792-b354-b1adbb0198e0,,,,,,"[97.8, 40.6]",2.0,Low Pass,12.812884,,,,,19729.0,Ruud van Nistelrooy,True,,,,,,,,1,3,From Free Kick,16890.0,"John O""Shea",6.0,Left Back,65,39,Manchester United,"['0a99c7e5-ced9-4f6b-b961-00901768f6c2', '2fc99f8b-1d4d-4f0e-b6af-146fc25e0a0d']",13,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:13.812,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.833784,,,,,,,,,,,,,,,,,,,,,,1dc3134f-a19d-4e62-84ad-88ed51538411,850,,,,"[17.1, 39.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,65,39,Manchester United,"['0a99c7e5-ced9-4f6b-b961-00901768f6c2', '7862be61-1bb9-4792-b354-b1adbb0198e0']",14,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:14.672,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a99c7e5-ced9-4f6b-b961-00901768f6c2,851,,,,"[97.8, 40.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19729.0,Ruud van Nistelrooy,23.0,Center Forward,65,39,Manchester United,"['1dc3134f-a19d-4e62-84ad-88ed51538411', '3262343b-50b3-4bd9-be83-48486d43757f']",15,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:15.434,42,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,0.17832,,,,,,,,,,,,,,,,,,,,,,7862be61-1bb9-4792-b354-b1adbb0198e0,852,,,,"[98.3, 39.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19729.0,Ruud van Nistelrooy,23.0,Center Forward,65,39,Manchester United,"['1dc3134f-a19d-4e62-84ad-88ed51538411', '33625615-2b07-44bc-8f9f-af10dd75788a', '4e84b0eb-26a4-4ed4-9658-f540493177d0']",15,,40.0,Right Foot,"[100.0, 39.3]",True,"[{'location': [100.0, 39.3], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 32.3], 'player': {'id': 40246, 'name': 'Quinton Fortune Kolobea'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.4, 34.2], 'player': {'id': 20341, 'name': 'Mikaël Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.9, 33.5], 'player': {'id': 16890, 'name': 'John O""Shea'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 36.6], 'player': {'id': 24805, 'name': 'Roy Keane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 37.3], 'player': {'id': 15654, 'name': 'Martin Keown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 39.9], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 34.2], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 43.1], 'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 55.5], 'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 46.8], 'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.6, 27.8], 'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 40.2], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3262343b-50b3-4bd9-be83-48486d43757f,,96.0,Blocked,0.03810396,91.0,Half Volley,87.0,Open Play,,,,,,,39,Manchester United,00:21:15.447,16,Shot,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4e84b0eb-26a4-4ed4-9658-f540493177d0,853,,,,"[20.1, 40.8]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,65,39,Manchester United,['7862be61-1bb9-4792-b354-b1adbb0198e0'],15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:15.626,6,Block,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,"[2.1, 39.9]",,,44.0,Set,,,32.0,Shot Faced,33625615-2b07-44bc-8f9f-af10dd75788a,854,,,,"[2.1, 39.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,65,39,Manchester United,['7862be61-1bb9-4792-b354-b1adbb0198e0'],15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:15.937,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,85760565-a686-45a2-a841-760e12326d40,855,,,,"[41.0, 36.1]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,65,39,Manchester United,,18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:18.103,2,Ball Recovery,
,,,,,"[50.9, 34.4]",,,,,,,,,,,,,,,,2.183416,,,,,,,,,,,,,,,,,,,,,,57018620-50bc-4d70-a647-27bf47a9cecb,856,,,,"[41.0, 36.1]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,65,39,Manchester United,"['85760565-a686-45a2-a841-760e12326d40', 'd4c38370-74b2-4094-8bc1-86478f2cb998', 'fbfc5d61-38ec-4da8-b43a-a3e28c9f6301']",18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:18.103,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.418074,,,,,,,,,,,,,,,,,,,,,,d4c38370-74b2-4094-8bc1-86478f2cb998,857,,,,"[76.7, 43.3]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15402.0,Gary Neville,2.0,Right Back,65,39,Manchester United,['57018620-50bc-4d70-a647-27bf47a9cecb'],19,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:19.097,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,,0.564527,,,,,,,,,,,,,,,,,,,,,,574be074-7112-4ae8-941b-22f7185b3350,858,,,,"[74.2, 44.8]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15660.0,Phil Neville,13.0,Right Center Midfield,65,39,Manchester United,,19,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:19.516,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,fbfc5d61-38ec-4da8-b43a-a3e28c9f6301,859,,,,"[50.9, 34.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,65,39,Manchester United,['2dc2983c-3d4b-4657-9d07-c008f5758f22'],20,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:20.286,3,Dispossessed,True
,,,,,,,,,,,,True,,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,,2dc2983c-3d4b-4657-9d07-c008f5758f22,860,,,,"[69.2, 45.7]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15660.0,Phil Neville,13.0,Right Center Midfield,65,39,Manchester United,['fbfc5d61-38ec-4da8-b43a-a3e28c9f6301'],20,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:20.286,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,cb0e172b-0dc9-4277-956e-f50cd9555ff1,861,,,,"[59.2, 38.0]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20171.0,Rio Ferdinand,3.0,Right Center Back,65,39,Manchester United,,22,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:22.360,2,Ball Recovery,
,,,,,"[64.7, 37.5]",,,,,,,,,,,,,,,,1.13217,,,,,,,,,,,,,,,,,,,,,,80f5b6ef-5116-40ec-a459-f543f3b14605,862,,,,"[59.2, 38.0]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20171.0,Rio Ferdinand,3.0,Right Center Back,65,39,Manchester United,"['cb0e172b-0dc9-4277-956e-f50cd9555ff1', 'f44a13dd-7de9-4853-bf13-c185bdab43f2']",22,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:22.360,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.304895,,,,,,,,,,,,,,,,,,,,,,f44a13dd-7de9-4853-bf13-c185bdab43f2,863,,,,"[64.7, 37.5]",21,,,,-1.154669,,40.0,Right Foot,,,,"[78.4, 6.5]",1.0,Ground Pass,33.89233,,,,,24805.0,Roy Keane,,,,,,,,,1,3,From Free Kick,20171.0,Rio Ferdinand,3.0,Right Center Back,65,39,Manchester United,['1f3e0485-5869-4165-acdc-8a0cea19186d'],23,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:23.492,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f3e0485-5869-4165-acdc-8a0cea19186d,864,,,,"[78.4, 6.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24805.0,Roy Keane,10.0,Center Defensive Midfield,65,39,Manchester United,['f44a13dd-7de9-4853-bf13-c185bdab43f2'],25,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:25.797,42,Ball Receipt*,
,,,,,"[78.2, 6.5]",,,,,,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,,,,,,,,,672a3d36-3620-4608-a282-7fcdb192f131,865,,,,"[78.4, 6.5]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24805.0,Roy Keane,10.0,Center Defensive Midfield,65,39,Manchester United,"['1f3e0485-5869-4165-acdc-8a0cea19186d', '73c2baef-7531-4ec3-bcbe-0566cb6eece5']",25,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:25.797,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.574505,,,,,,,,,,,,,,,,,,,,,,73c2baef-7531-4ec3-bcbe-0566cb6eece5,866,,,,"[78.2, 6.5]",21,,,,0.9233401,,40.0,Right Foot,,,,"[96.5, 30.7]",3.0,High Pass,30.340237,,9.0,Incomplete,,19729.0,Ruud van Nistelrooy,,,,,,,,,1,3,From Free Kick,24805.0,Roy Keane,10.0,Center Defensive Midfield,65,39,Manchester United,"['0c8381bc-8d9b-4cb6-8ed6-678d4aea5340', '9fb0da65-ea06-407c-9c89-8443e5b5cc45']",25,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:25.837,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c8381bc-8d9b-4cb6-8ed6-678d4aea5340,867,,,,"[99.1, 31.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19729.0,Ruud van Nistelrooy,23.0,Center Forward,65,39,Manchester United,['73c2baef-7531-4ec3-bcbe-0566cb6eece5'],27,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:21:27.412,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.137775,,,,,,,,,,,,,,,,,,,,,,9fb0da65-ea06-407c-9c89-8443e5b5cc45,868,,,,"[23.6, 49.4]",21,,,,0.7935281,,37.0,Head,,,,"[29.7, 55.6]",2.0,Low Pass,8.6977005,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,,66.0,Recovery,1,1,Regular Play,15654.0,Martin Keown,3.0,Right Center Back,66,1,Arsenal,"['73c2baef-7531-4ec3-bcbe-0566cb6eece5', 'f1bea7cd-9837-43da-a478-a3fb979abefe']",27,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:27.412,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1bea7cd-9837-43da-a478-a3fb979abefe,869,,,,"[29.7, 55.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,66,1,Arsenal,['9fb0da65-ea06-407c-9c89-8443e5b5cc45'],28,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:28.550,42,Ball Receipt*,
,,,,,"[29.9, 67.2]",,,,,,,,,,,,,,,,2.418722,,,,,,,,,,,,,,,,,,,,,,8fef3298-641d-4208-9545-92274ed8e7aa,870,,,,"[29.7, 55.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,66,1,Arsenal,"['58a537d7-b624-45c6-9979-4a6734f01bad', 'f1bea7cd-9837-43da-a478-a3fb979abefe']",28,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:28.550,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.137035,,,,,,,,,,,,,,,,,,,,,,58a537d7-b624-45c6-9979-4a6734f01bad,871,,,,"[29.9, 67.2]",21,,,,0.67851096,,40.0,Right Foot,,,,"[42.8, 77.6]",1.0,Ground Pass,16.570154,,,,,24972.0,Ray Parlour,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,66,1,Arsenal,['9db27e2f-adc6-4ff9-8ef2-4fc8a9c55c50'],30,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:30.968,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9db27e2f-adc6-4ff9-8ef2-4fc8a9c55c50,872,,,,"[42.8, 77.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,66,1,Arsenal,['58a537d7-b624-45c6-9979-4a6734f01bad'],32,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:32.105,42,Ball Receipt*,
,,,,,"[42.1, 76.6]",,,,,,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,,,,,,,,,5acc9e63-1dbe-41bc-a54b-103824066a61,873,,,,"[42.8, 77.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,66,1,Arsenal,"['1cc0c4c1-c989-4d6a-874d-b2c669d0e728', '9db27e2f-adc6-4ff9-8ef2-4fc8a9c55c50']",32,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:32.105,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.881872,,,,,,,,,,,,,,,,,,,,,,1cc0c4c1-c989-4d6a-874d-b2c669d0e728,874,,,,"[42.1, 76.6]",21,,,,-2.914025,,40.0,Right Foot,,,,"[32.6, 74.4]",1.0,Ground Pass,9.7514105,,,,,40222.0,Laureano Bisan-Etame Mayer,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,66,1,Arsenal,['5f545d78-4a84-49f3-906c-e31d93d7272a'],32,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:32.145,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f545d78-4a84-49f3-906c-e31d93d7272a,875,,,,"[32.6, 74.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,66,1,Arsenal,['1cc0c4c1-c989-4d6a-874d-b2c669d0e728'],33,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:33.027,42,Ball Receipt*,
,,,,,"[35.0, 73.9]",,,,,,,,,,,,,,,,0.642195,,,,,,,,,,,,,,,,,,,,,,c5da22fa-7402-474c-9dad-e13e2d820561,876,,,,"[32.6, 74.4]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,66,1,Arsenal,"['0596d2e2-4a4e-4f9b-a47c-841359b529c8', '5f545d78-4a84-49f3-906c-e31d93d7272a', 'd2410ecb-9054-4898-9660-7351afaba6f0']",33,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:33.027,43,Carry,True
