ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,True,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,02b6ce85-155c-4edc-b99a-44f1d10e00c4,1808,,,"[99.9, 33.0]",44,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40388.0,Kevin Cyril Davies,23.0,Center Forward,99,328,Bolton Wanderers,['14e7077e-694e-493e-91d8-9faf19c50d97'],1,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:01.091,6,Block,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,"[0.3, 40.2]",,,44.0,Set,,,,32.0,Shot Faced,8227b3b6-e20a-48dc-bbf1-882ed942ffdf,1809,,,"[0.3, 40.2]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20015.0,Jens Lehmann,1.0,Goalkeeper,99,328,Bolton Wanderers,['14e7077e-694e-493e-91d8-9faf19c50d97'],1,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:01.152,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,2.25744,,,,,,,,,,,,,,,,,,,,,402f454a-f1d6-49a7-a6b4-d52a99d89194,1810,,,"[15.0, 80.0]",44,,,,,-0.5868976,,,,,,,"[35.9, 66.1]",,3.0,High Pass,,25.100199,,9.0,Incomplete,,15515.0,Patrick Vieira,,,,,,67.0,Throw-in,1,4,From Throw In,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,100,1,Arsenal,"['05401c34-9495-4320-833d-cdbfc9a25b0e', '0940e8ae-5b95-44cf-bdba-66a8efdcf606']",19,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:19.743,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0940e8ae-5b95-44cf-bdba-66a8efdcf606,1811,,,"[39.0, 67.6]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,100,1,Arsenal,['402f454a-f1d6-49a7-a6b4-d52a99d89194'],22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:22.000,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,1.184916,,,,,,,,,,,,,,,,,,,,,05401c34-9495-4320-833d-cdbfc9a25b0e,1812,,,"[84.2, 14.0]",44,,,,,0.7724119,,37.0,Head,,,,"[92.0, 21.6]",,3.0,High Pass,,10.890363,,,,,40384.0,"Augustine Azuka ""Jay-Jay"" Okocha",,,,,,66.0,Recovery,1,1,Regular Play,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,101,328,Bolton Wanderers,"['402f454a-f1d6-49a7-a6b4-d52a99d89194', 'eb8f0117-954c-42b3-b25e-6ecbb02bd809']",22,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:22.000,30,Pass,
,,,,,,,,,,,,True,,,,,,,,0.545863,,,,,,,,,,,,,,,,,,,,,363faed8-cb34-4352-b90c-5c068e628d7a,1813,,,"[29.4, 60.2]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,101,328,Bolton Wanderers,"['2ec07e06-3d78-44c6-b5a7-d8260afeea66', 'eb8f0117-954c-42b3-b25e-6ecbb02bd809']",22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:22.865,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb8f0117-954c-42b3-b25e-6ecbb02bd809,1814,,,"[92.0, 21.6]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40384.0,"Augustine Azuka ""Jay-Jay"" Okocha",15.0,Left Center Midfield,101,328,Bolton Wanderers,"['05401c34-9495-4320-833d-cdbfc9a25b0e', '363faed8-cb34-4352-b90c-5c068e628d7a']",23,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:23.185,42,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,0.7197,,,,,,,,,,,,,,,,,,,,,2ec07e06-3d78-44c6-b5a7-d8260afeea66,1815,,,"[92.7, 21.9]",44,,,,,-2.0807683,,70.0,Other,,,,"[86.1, 10.1]",,2.0,Low Pass,,13.520355,,,,,40386.0,Iván Campo Ramos,,,,,,,,1,1,Regular Play,40384.0,"Augustine Azuka ""Jay-Jay"" Okocha",15.0,Left Center Midfield,101,328,Bolton Wanderers,"['363faed8-cb34-4352-b90c-5c068e628d7a', '3cedb02f-0466-4516-a454-cc0e07d77a9d']",23,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:23.185,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cedb02f-0466-4516-a454-cc0e07d77a9d,1816,,,"[86.1, 10.1]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,101,328,Bolton Wanderers,['2ec07e06-3d78-44c6-b5a7-d8260afeea66'],23,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:23.905,42,Ball Receipt*,
,,,,,"[83.7, 9.2]",,,,,,,,,,,,,,,1.869141,,,,,,,,,,,,,,,,,,,,,c3647d0e-4f5f-4e3f-84ea-07b6732dd5d0,1817,,,"[86.1, 10.1]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,101,328,Bolton Wanderers,"['3cedb02f-0466-4516-a454-cc0e07d77a9d', '479d6dec-7eb8-45d3-9fc0-806d380768ce', '4a13d4dd-0ad9-4966-b2e3-58e0ef888b09']",23,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:23.905,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.528962,,,,,,,,,,,,,,,,,,,,,479d6dec-7eb8-45d3-9fc0-806d380768ce,1818,,,"[35.1, 64.8]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,101,328,Bolton Wanderers,['c3647d0e-4f5f-4e3f-84ea-07b6732dd5d0'],25,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:25.239,17,Pressure,
,,,,,,,,,,,,,,,,,,,,1.805445,,,,,,,,,,,,,,,,,,,,,4a13d4dd-0ad9-4966-b2e3-58e0ef888b09,1819,,,"[83.7, 9.2]",44,,,,,0.24220859,,40.0,Right Foot,,,,"[109.2, 15.5]",,3.0,High Pass,,26.266708,,,,,40388.0,Kevin Cyril Davies,,,,,,,,1,1,Regular Play,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,101,328,Bolton Wanderers,['1788f891-f871-4813-afec-6197ea25f8e3'],25,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:25.774,30,Pass,
,,,,,,,,,,,,True,,,,,,,,0.964551,,,,,,,,,,,,,,,,,,,,,0fce92bf-fd83-4a6d-a512-164ef378e0de,1820,,,"[10.9, 64.6]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,3.0,Right Center Back,101,328,Bolton Wanderers,"['1788f891-f871-4813-afec-6197ea25f8e3', '2e721a40-678a-40bc-a59a-49bde9b80c69', '78c9ae44-2fd1-4964-9c3f-b6bf6508a441']",26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:26.661,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,0.653571,,,,,,,,,,,,,,,,,,,,,b19a9801-11c5-47cc-a792-51313852a9b3,1821,,,"[10.4, 67.0]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,101,328,Bolton Wanderers,"['1788f891-f871-4813-afec-6197ea25f8e3', '2e721a40-678a-40bc-a59a-49bde9b80c69', '78c9ae44-2fd1-4964-9c3f-b6bf6508a441']",26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:26.953,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788f891-f871-4813-afec-6197ea25f8e3,1822,,,"[109.2, 15.5]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,"['0fce92bf-fd83-4a6d-a512-164ef378e0de', '4a13d4dd-0ad9-4966-b2e3-58e0ef888b09', 'b19a9801-11c5-47cc-a792-51313852a9b3']",27,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:27.579,42,Ball Receipt*,True
,,,,,"[112.3, 11.6]",,,,,,,,,,,,,,,0.007239,,,,,,,,,,,,,,,,,,,,,2e721a40-678a-40bc-a59a-49bde9b80c69,1823,,,"[109.2, 15.5]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,"['0fce92bf-fd83-4a6d-a512-164ef378e0de', '1788f891-f871-4813-afec-6197ea25f8e3', '78c9ae44-2fd1-4964-9c3f-b6bf6508a441', 'b19a9801-11c5-47cc-a792-51313852a9b3']",27,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:27.579,43,Carry,True
,,,,,,,,,,,,,,,,,,,,2.082051,,,,,,,,,,,,,,,,,,,,,78c9ae44-2fd1-4964-9c3f-b6bf6508a441,1824,,,"[112.3, 11.6]",44,,,,,2.937085,,40.0,Right Foot,,,,"[98.8, 14.4]",,3.0,High Pass,,13.787313,,,,,40387.0,Henrik Pedersen,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,"['0fce92bf-fd83-4a6d-a512-164ef378e0de', '709c96cd-2a9c-45ba-84ef-89f4daebb34b', 'b19a9801-11c5-47cc-a792-51313852a9b3']",27,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:27.587,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709c96cd-2a9c-45ba-84ef-89f4daebb34b,1825,,,"[98.8, 14.4]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40387.0,Henrik Pedersen,21.0,Left Wing,101,328,Bolton Wanderers,['78c9ae44-2fd1-4964-9c3f-b6bf6508a441'],29,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:29.669,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,0.722669,,,,,,,,,,,,,,,,,,,,,0131288e-f272-4bdf-9c67-64795cc31913,1826,,,"[98.8, 14.4]",44,,,,,-0.3659207,,37.0,Head,,,,"[109.5, 10.3]",,2.0,Low Pass,,11.458621,,9.0,Incomplete,,40388.0,Kevin Cyril Davies,,,,,,,,1,1,Regular Play,40387.0,Henrik Pedersen,21.0,Left Wing,101,328,Bolton Wanderers,"['6abbd519-45b7-497c-870d-10c40f39ff74', 'bdac0d32-64c3-458a-bede-02131ebcf1fe']",29,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:29.669,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdac0d32-64c3-458a-bede-02131ebcf1fe,1827,,,"[110.3, 6.4]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,['0131288e-f272-4bdf-9c67-64795cc31913'],30,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:30.391,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6abbd519-45b7-497c-870d-10c40f39ff74,1828,4.0,Won,"[10.6, 69.8]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,101,328,Bolton Wanderers,['0131288e-f272-4bdf-9c67-64795cc31913'],30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:30.391,10,Interception,
,,,,,"[26.8, 57.8]",,,,,,,,,,,,,,,0.392133,,,,,,,,,,,,,,,,,,,,,e80a33c3-0866-47a1-937e-d05b694ea5c0,1829,,,"[10.6, 69.8]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,101,328,Bolton Wanderers,"['6abbd519-45b7-497c-870d-10c40f39ff74', '71f7db98-cdcf-4e1e-ac31-b24af15a44a4', 'eccca7e5-2c31-413f-916b-6df663bf2140']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:30.391,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.237062,,,,,,,,,,,,,,,,,,,,,eccca7e5-2c31-413f-916b-6df663bf2140,1830,,,"[109.7, 12.0]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,"['71f7db98-cdcf-4e1e-ac31-b24af15a44a4', 'e80a33c3-0866-47a1-937e-d05b694ea5c0']",30,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:30.546,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,71f7db98-cdcf-4e1e-ac31-b24af15a44a4,1831,,,"[26.8, 57.8]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,101,328,Bolton Wanderers,"['04ce2ffc-8939-4beb-9513-113ef69fd8a1', 'eccca7e5-2c31-413f-916b-6df663bf2140']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:30.783,3,Dispossessed,True
,,,,,,,,,,,,True,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,04ce2ffc-8939-4beb-9513-113ef69fd8a1,1832,,,"[93.3, 22.3]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40388.0,Kevin Cyril Davies,23.0,Center Forward,101,328,Bolton Wanderers,['71f7db98-cdcf-4e1e-ac31-b24af15a44a4'],30,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:30.783,4,Duel,True
,,,,,,,,,,,,,,,,,,,,1.346892,,,,,,,,,,,,,,,,,,,,,60406b91-0840-41cf-83d7-439ece6aecf9,1833,,,"[27.9, 55.8]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,101,328,Bolton Wanderers,"['01690496-f860-4bb5-a742-5216495aa3d4', '89efd6dd-5769-4824-9997-1e3fb29a2340', 'e14b64db-1a87-4b91-a470-1a16ad3deddb']",31,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:31.516,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,e14b64db-1a87-4b91-a470-1a16ad3deddb,1834,,,"[92.2, 26.4]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40387.0,Henrik Pedersen,21.0,Left Wing,101,328,Bolton Wanderers,['60406b91-0840-41cf-83d7-439ece6aecf9'],31,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:31.789,2,Ball Recovery,True
,,,,,"[97.5, 23.6]",,,,,,,,,,,,,,,0.906898,,,,,,,,,,,,,,,,,,,,,89efd6dd-5769-4824-9997-1e3fb29a2340,1835,,,"[92.2, 26.4]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40387.0,Henrik Pedersen,21.0,Left Wing,101,328,Bolton Wanderers,"['01690496-f860-4bb5-a742-5216495aa3d4', '60406b91-0840-41cf-83d7-439ece6aecf9', 'e14b64db-1a87-4b91-a470-1a16ad3deddb']",31,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:31.789,43,Carry,True
,,,,,,,,,,,,,,,,,,,,1.266491,,,,,,,,,,,,,,,,,,,,,01690496-f860-4bb5-a742-5216495aa3d4,1836,,,"[97.5, 23.6]",44,,,,,1.0310875,5e34864a-4bda-450d-b84f-b550f6674bc6,38.0,Left Foot,,,,"[109.9, 44.3]",,3.0,High Pass,,24.129856,,,,,19772.0,Stylianos Giannakopoulos,True,,,,,,,1,1,Regular Play,40387.0,Henrik Pedersen,21.0,Left Wing,101,328,Bolton Wanderers,"['45c23080-ac6f-4871-b6a0-8a0c63345d9e', '60406b91-0840-41cf-83d7-439ece6aecf9']",32,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:32.696,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45c23080-ac6f-4871-b6a0-8a0c63345d9e,1837,,,"[109.9, 44.3]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,101,328,Bolton Wanderers,['01690496-f860-4bb5-a742-5216495aa3d4'],33,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:44:33.962,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,2d5e516a-bbf8-4c40-a0ce-514317187197,1838,,,"[8.2, 37.0]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,101,328,Bolton Wanderers,['5e34864a-4bda-450d-b84f-b550f6674bc6'],33,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:33.967,4,Duel,True
,,,,,,,,,,,,,,,,,,,,0.713237,,,,,,,,,,,,,,,,,,,,,5e34864a-4bda-450d-b84f-b550f6674bc6,1839,,,"[111.9, 43.1]",44,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,101,328,Bolton Wanderers,"['2d5e516a-bbf8-4c40-a0ce-514317187197', '7985dfc6-2321-4d05-bac9-c4e1af44921c']",33,True,37.0,Head,,"[120.0, 44.1, 2.9]",,"[{'location': [93.4, 23.4], 'player': {'id': 26014, 'name': 'Eduardo César Daude Gaspar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 22.7], 'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 37.4], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 42.8], 'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 41.5], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 21.7], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 17.1], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.5, 21.1], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 16.9], 'player': {'id': 40387, 'name': 'Henrik Pedersen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.3, 15.1], 'player': {'id': 40386, 'name': 'Iván Campo Ramos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.4, 20.0], 'player': {'id': 40388, 'name': 'Kevin Cyril Davies'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",01690496-f860-4bb5-a742-5216495aa3d4,True,99.0,Post,0.10828935,93.0,Normal,87.0,Open Play,,,,,,,328,Bolton Wanderers,00:44:33.967,16,Shot,True
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,"[0.8, 38.6]",,,44.0,Set,,,,32.0,Shot Faced,7985dfc6-2321-4d05-bac9-c4e1af44921c,1840,,,"[0.8, 38.6]",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,101,328,Bolton Wanderers,['5e34864a-4bda-450d-b84f-b550f6674bc6'],34,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:34.680,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,4.068327,,,,,,,,,,,,,,,,,,,,,9c8d1857-0f53-454c-9fe4-73cd5b5a5433,1841,,,"[6.0, 36.0]",44,,True,,,-0.21032587,,40.0,Right Foot,,,,"[41.6, 28.4]",,3.0,High Pass,,36.4022,,9.0,Incomplete,,,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,102,1,Arsenal,['f872f318-0b48-4fc2-8068-9be0b418a673'],56,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:44:56.300,30,Pass,
,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,f872f318-0b48-4fc2-8068-9be0b418a673,1842,,,"[78.5, 51.7]",45,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40393.0,"Bruno N""Gotty",3.0,Right Center Back,102,1,Arsenal,['9c8d1857-0f53-454c-9fe4-73cd5b5a5433'],0,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:45:00.368,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,e858cc90-6f9c-4ea4-a684-b8419ca4c4b1,1843,,,"[83.5, 70.7]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,102,1,Arsenal,,2,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:45:02.425,2,Ball Recovery,
,,,,,,,,,,,,True,,,,,,,,0.850215,,,,,,,,,,,,,,,,,,,,,8ba0d9cb-cf8d-414a-8e27-76a57c9793a2,1844,,,"[36.6, 7.0]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19312.0,Robert Pirès ,16.0,Left Midfield,102,1,Arsenal,,3,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:45:03.248,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,b52adfc0-de9a-4ada-9abb-877bc8e13000,1845,,,"[86.8, 72.2]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,102,1,Arsenal,['9a946672-02e6-4de7-9ba4-b278c623dd8c'],4,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:45:04.341,3,Dispossessed,True
,,,,,,,,,,,,True,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,9a946672-02e6-4de7-9ba4-b278c623dd8c,1846,,,"[33.3, 7.9]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19312.0,Robert Pirès ,16.0,Left Midfield,102,1,Arsenal,['b52adfc0-de9a-4ada-9abb-877bc8e13000'],4,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:45:04.341,4,Duel,True
,,,,,,,,,,,,,,,,,,,,1.302784,,,,,,,,,,,,,,,,,,,,,ac1433e9-bd4c-49ae-8597-d775e55ede23,1847,,,"[21.1, 12.0]",45,,,,,-0.60107374,,38.0,Left Foot,,,True,"[28.1, 7.2]",,2.0,Low Pass,,8.487638,,,,,19312.0,Robert Pirès ,,,,,,66.0,Recovery,1,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,102,1,Arsenal,['b4f8facd-dae9-4e97-8f2a-944a4a2803c3'],6,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:45:06.616,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4f8facd-dae9-4e97-8f2a-944a4a2803c3,1848,,,"[28.1, 7.2]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19312.0,Robert Pirès ,16.0,Left Midfield,102,1,Arsenal,['ac1433e9-bd4c-49ae-8597-d775e55ede23'],7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:45:07.919,42,Ball Receipt*,
,,,,,"[28.1, 7.2]",,,,,,,,,,,,,,,0.119999,,,,,,,,,,,,,,,,,,,,,28f206dc-0760-424d-8d99-9ad2cf509aaa,1849,,,"[28.1, 7.2]",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,19312.0,Robert Pirès ,16.0,Left Midfield,102,1,Arsenal,"['09a8bfe1-5672-4ac0-ade3-d7981c962d86', 'b4f8facd-dae9-4e97-8f2a-944a4a2803c3']",7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:45:07.919,43,Carry,
