ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,3.994892,,,,,,,,,,,,,,,,,,,,,65216139-a855-4a91-bc3d-b9c3e5538f8a,480,,,"[5.8, 35.0]",9,,,,,0.08210924,,40.0,Right Foot,,,,"[86.0, 41.6]",,3.0,High Pass,,80.471115,,9.0,Incomplete,,40388.0,Kevin Cyril Davies,,,,,,,,1,3,From Free Kick,40385.0,Jussi Jääskeläinen,1.0,Goalkeeper,29,1,Arsenal,"['1eed9c98-2220-43de-b7a3-5ccee18a54cd', 'd7b7ea02-d834-4632-8abb-8912a1b4311a']",21,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:21.997,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eed9c98-2220-43de-b7a3-5ccee18a54cd,481,,,"[84.2, 41.9]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40388.0,Kevin Cyril Davies,23.0,Center Forward,29,1,Arsenal,['65216139-a855-4a91-bc3d-b9c3e5538f8a'],25,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:25.992,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,,,66011104-9a50-43bb-84f7-b83d75ee4d2b,482,,,"[86.0, 41.6]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40388.0,Kevin Cyril Davies,23.0,Center Forward,29,1,Arsenal,['d7b7ea02-d834-4632-8abb-8912a1b4311a'],25,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:25.992,4,Duel,True
,,,,,,,,,,,,,,,,,,,,2.160031,,,,,,,,,,,,,,,,,,,,,d7b7ea02-d834-4632-8abb-8912a1b4311a,483,,,"[34.1, 38.5]",9,,,,True,-1.2710203,,,,,,,"[42.6, 11.0]",,2.0,Low Pass,,28.783676,,,,,19312.0,Robert Pirès ,,,,,,66.0,Recovery,1,3,From Free Kick,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,29,1,Arsenal,"['2f54448b-5772-42fb-9a8b-669e2c95f3d6', '65216139-a855-4a91-bc3d-b9c3e5538f8a', '66011104-9a50-43bb-84f7-b83d75ee4d2b']",25,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:25.992,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f54448b-5772-42fb-9a8b-669e2c95f3d6,484,,,"[42.6, 11.0]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,29,1,Arsenal,['d7b7ea02-d834-4632-8abb-8912a1b4311a'],28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:28.152,42,Ball Receipt*,
,,,,,"[32.9, 8.5]",,,,,,,,,,,,,,,2.028163,,,,,,,,,,,,,,,,,,,,,150db2b8-b9e5-47ce-83cd-2eea9e3215ac,485,,,"[42.6, 11.0]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,29,1,Arsenal,"['2f54448b-5772-42fb-9a8b-669e2c95f3d6', '5ab07dd6-dd77-4530-876b-001cd6fdebfb', 'dc373e37-0d24-4901-a79c-afd964d3a377']",28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:28.152,43,Carry,True
,,,,,,,,,,,,,,,,,,,,1.486359,,,,,,,,,,,,,,,,,,,,,5ab07dd6-dd77-4530-876b-001cd6fdebfb,486,,,"[79.6, 69.6]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,9353.0,Nicky Hunt,2.0,Right Back,29,1,Arsenal,"['150db2b8-b9e5-47ce-83cd-2eea9e3215ac', 'dc373e37-0d24-4901-a79c-afd964d3a377']",28,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:28.854,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.507482,,,,,,,,,,,,,,,,,,,,,dc373e37-0d24-4901-a79c-afd964d3a377,487,,,"[32.9, 8.5]",9,,,,,0.7676486,,40.0,Right Foot,,,,"[41.5, 16.8]",,1.0,Ground Pass,,11.951987,,,,,15515.0,Patrick Vieira,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,29,1,Arsenal,"['5ab07dd6-dd77-4530-876b-001cd6fdebfb', 'd45c097e-c60e-4d3f-82b7-cfebb9b1d859']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:30.180,30,Pass,True
,,,,,,,,,,,,,,,,,,,,0.596052,,,,,,,,,,,,,,,,,,,,,911a2f05-82ee-4ed4-ad93-96e280ef3f71,488,,,"[78.4, 60.1]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40384.0,"Augustine Azuka ""Jay-Jay"" Okocha",15.0,Left Center Midfield,29,1,Arsenal,"['01891fc2-3729-4ba3-b107-1da0ca55381d', 'd45c097e-c60e-4d3f-82b7-cfebb9b1d859']",30,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:30.264,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d45c097e-c60e-4d3f-82b7-cfebb9b1d859,489,,,"[41.5, 16.8]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,29,1,Arsenal,"['911a2f05-82ee-4ed4-ad93-96e280ef3f71', 'dc373e37-0d24-4901-a79c-afd964d3a377']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:30.688,42,Ball Receipt*,True
,,,,,"[41.5, 15.6]",,,,,,,,,,,,,,,0.198343,,,,,,,,,,,,,,,,,,,,,01891fc2-3729-4ba3-b107-1da0ca55381d,490,,,"[41.5, 16.8]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,29,1,Arsenal,"['8fefe87c-fd7f-4073-a7f2-3557f7b70054', '911a2f05-82ee-4ed4-ad93-96e280ef3f71', 'd45c097e-c60e-4d3f-82b7-cfebb9b1d859']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:30.688,43,Carry,True
,,,,,,,,,,,,,,,,,,,,1.444486,,,,,,,,,,,,,,,,,,,,,8fefe87c-fd7f-4073-a7f2-3557f7b70054,491,,,"[41.5, 15.6]",9,,,,,-2.4353936,,40.0,Right Foot,,,,"[31.3, 6.9]",,3.0,High Pass,,13.406342,,9.0,Incomplete,,12529.0,Ashley Cole,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,29,1,Arsenal,"['243f4aa1-cb2c-42e7-abe3-e592c3cd244c', 'dc401ff5-a1ef-4ac1-a579-73321244b3bb']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:30.886,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243f4aa1-cb2c-42e7-abe3-e592c3cd244c,492,,,"[35.7, 5.5]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,12529.0,Ashley Cole,6.0,Left Back,29,1,Arsenal,['8fefe87c-fd7f-4073-a7f2-3557f7b70054'],32,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:32.330,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,dc401ff5-a1ef-4ac1-a579-73321244b3bb,493,,,"[88.8, 73.2]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,30,328,Bolton Wanderers,['8fefe87c-fd7f-4073-a7f2-3557f7b70054'],32,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:32.330,2,Ball Recovery,
,,,,,"[117.2, 62.9]",,,,,,,,,,,,,,,4.806094,,,,,,,,,,,,,,,,,,,,,dce7c792-ed53-4c87-9cf8-06d28875734e,494,,,"[88.8, 73.2]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,30,328,Bolton Wanderers,"['396a2911-4177-4976-83dc-b083bbdd8863', 'cec82edc-8781-4d43-8c82-14f9d65407e2', 'dc401ff5-a1ef-4ac1-a579-73321244b3bb']",32,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:32.330,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.771583,,,,,,,,,,,,,,,,,,,,,396a2911-4177-4976-83dc-b083bbdd8863,495,,,"[26.0, 9.7]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,12529.0,Ashley Cole,6.0,Left Back,30,328,Bolton Wanderers,['dce7c792-ed53-4c87-9cf8-06d28875734e'],33,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:33.531,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,1.715131,,,,,,,,,,,,,,,,,,,,,9b1f75a2-7e10-473c-b9eb-5efeae5512cc,496,,,"[8.0, 21.2]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,30,328,Bolton Wanderers,['cec82edc-8781-4d43-8c82-14f9d65407e2'],35,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:35.479,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,cec82edc-8781-4d43-8c82-14f9d65407e2,497,,,"[117.2, 62.9]",9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,30,328,Bolton Wanderers,['9b1f75a2-7e10-473c-b9eb-5efeae5512cc'],37,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:09:37.136,38,Miscontrol,True
,,,,,,,,,,,,,,,,,,,,6.858237,,,,,,,,,,,,,,,,,,,,,71c72f9b-86f2-4a3b-9e9a-1167980d5b13,498,,,"[6.0, 36.0]",9,,True,,,0.11164948,,40.0,Right Foot,,,,"[61.3, 42.2]",,3.0,High Pass,,55.646473,,9.0,Incomplete,,,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,31,1,Arsenal,['bd8ffc1b-d14c-409c-ba12-fa33eb1e2a57'],58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:09:58.495,30,Pass,
,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,bd8ffc1b-d14c-409c-ba12-fa33eb1e2a57,499,,,"[58.8, 37.9]",10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,31,1,Arsenal,['71c72f9b-86f2-4a3b-9e9a-1167980d5b13'],5,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:05.354,9,Clearance,True
,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8a246d0a-4ae6-4ff3-9688-94710ddcee13,500,,,"[26.9, 43.1]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,38412.0,Kolo Habib Touré,3.0,Right Center Back,31,1,Arsenal,,7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:07.468,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,3.951633,,,,,,,,,,,,,,,,,,,,,e30e8eb9-b438-42bb-8b03-71ce3eec96ba,501,,,"[40.3, 32.4]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,31,1,Arsenal,"['4d7d85d6-a400-409d-9b5b-9a7327f98a44', '8d496144-a4ed-4d48-9680-d5ba294d7f06']",9,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:09.676,17,Pressure,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4d7d85d6-a400-409d-9b5b-9a7327f98a44,502,,,"[77.3, 50.7]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,21540.0,Kevin Nolan,13.0,Right Center Midfield,32,328,Bolton Wanderers,['e30e8eb9-b438-42bb-8b03-71ce3eec96ba'],11,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:11.787,2,Ball Recovery,True
,,,,,"[71.5, 53.0]",,,,,,,,,,,,,,,2.632315,,,,,,,,,,,,,,,,,,,,,8d496144-a4ed-4d48-9680-d5ba294d7f06,503,,,"[77.3, 50.7]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,21540.0,Kevin Nolan,13.0,Right Center Midfield,32,328,Bolton Wanderers,"['49cb09e7-5377-4315-a4bb-9b8d7ed8a5b3', '4d7d85d6-a400-409d-9b5b-9a7327f98a44', 'e30e8eb9-b438-42bb-8b03-71ce3eec96ba', 'fe4e1d14-d0d8-4d48-96b7-bd73f19c20b4']",11,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:11.787,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,fe4e1d14-d0d8-4d48-96b7-bd73f19c20b4,504,,,"[48.6, 27.1]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,9.0,Right Defensive Midfield,32,328,Bolton Wanderers,"['49cb09e7-5377-4315-a4bb-9b8d7ed8a5b3', '8d496144-a4ed-4d48-9680-d5ba294d7f06']",14,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:14.420,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,49cb09e7-5377-4315-a4bb-9b8d7ed8a5b3,505,,,"[71.5, 53.0]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,21540.0,Kevin Nolan,13.0,Right Center Midfield,32,328,Bolton Wanderers,['fe4e1d14-d0d8-4d48-96b7-bd73f19c20b4'],14,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:14.420,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,1.195871,,,,,,,,,,,,,,,,,,,,,c7a3b698-d262-4dac-986c-5c0ffd851a7d,506,,,"[70.4, 53.0]",10,,,,,0.28829023,,40.0,Right Foot,,,,"[84.9, 57.3]",,1.0,Ground Pass,,15.124153,,,,,19772.0,Stylianos Giannakopoulos,,,,,,62.0,Free Kick,1,3,From Free Kick,40386.0,Iván Campo Ramos,10.0,Center Defensive Midfield,33,328,Bolton Wanderers,['ce261521-cdad-45c0-9b92-c979e1351c80'],17,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:17.707,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce261521-cdad-45c0-9b92-c979e1351c80,507,,,"[84.9, 57.3]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,['c7a3b698-d262-4dac-986c-5c0ffd851a7d'],18,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:18.903,42,Ball Receipt*,
,,,,,"[84.9, 57.3]",,,,,,,,,,,,,,,0.421709,,,,,,,,,,,,,,,,,,,,,333c4b18-73d2-452a-8224-6975a7de3335,508,,,"[84.9, 57.3]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,"['339ab0d7-eaef-40c8-a4e7-f0a413f234a4', 'ce261521-cdad-45c0-9b92-c979e1351c80']",18,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:18.903,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.729509,,,,,,,,,,,,,,,,,,,,,339ab0d7-eaef-40c8-a4e7-f0a413f234a4,509,,,"[84.9, 57.3]",10,,,,,1.1813761,,40.0,Right Foot,,,,"[93.6, 78.5]",,1.0,Ground Pass,,22.915714,,,,,9353.0,Nicky Hunt,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,['0d9d54ff-d319-4c0c-af3a-3689c882dbdf'],19,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:19.325,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d9d54ff-d319-4c0c-af3a-3689c882dbdf,510,,,"[93.6, 78.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,9353.0,Nicky Hunt,2.0,Right Back,33,328,Bolton Wanderers,['339ab0d7-eaef-40c8-a4e7-f0a413f234a4'],21,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:21.054,42,Ball Receipt*,
,,,,,"[93.6, 78.5]",,,,,,,,,,,,,,,0.812619,,,,,,,,,,,,,,,,,,,,,b7e2114b-8d86-4d2f-a496-db3c7db909cf,511,,,"[93.6, 78.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,9353.0,Nicky Hunt,2.0,Right Back,33,328,Bolton Wanderers,"['0d9d54ff-d319-4c0c-af3a-3689c882dbdf', '3994b602-d69c-41b1-abff-ab7ddf91452b']",21,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:21.054,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.878822,,,,,,,,,,,,,,,,,,,,,3994b602-d69c-41b1-abff-ab7ddf91452b,512,,,"[93.6, 78.5]",10,,,,,-2.412037,,40.0,Right Foot,,,,"[85.1, 70.9]",,1.0,Ground Pass,,11.402193,,,,,19772.0,Stylianos Giannakopoulos,,,,,,,,1,3,From Free Kick,9353.0,Nicky Hunt,2.0,Right Back,33,328,Bolton Wanderers,['26b6774a-ad75-4d23-bd39-2c61e7d6c773'],21,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:21.867,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26b6774a-ad75-4d23-bd39-2c61e7d6c773,513,,,"[85.1, 70.9]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,['3994b602-d69c-41b1-abff-ab7ddf91452b'],22,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:22.746,42,Ball Receipt*,
,,,,,"[85.1, 70.9]",,,,,,,,,,,,,,,2.191522,,,,,,,,,,,,,,,,,,,,,0f524034-5609-4ccc-98c7-f857cd447782,514,,,"[85.1, 70.9]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,"['26b6774a-ad75-4d23-bd39-2c61e7d6c773', '5821f81b-30e5-43cf-ad12-e6aa8fd416ae']",22,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:22.746,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.177807,,,,,,,,,,,,,,,,,,,,,5821f81b-30e5-43cf-ad12-e6aa8fd416ae,515,,,"[85.1, 70.9]",10,,,,,-1.550799,,40.0,Right Foot,,,,"[85.4, 55.9]",,1.0,Ground Pass,,15.002999,,9.0,Incomplete,,21540.0,Kevin Nolan,,,,,,,,1,3,From Free Kick,19772.0,Stylianos Giannakopoulos,17.0,Right Wing,33,328,Bolton Wanderers,"['50e34baa-40ad-4e29-ac6c-6175cd786f0c', 'e43f2d08-9148-4cb4-a7bb-26ca21cd0d69']",24,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:24.937,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50e34baa-40ad-4e29-ac6c-6175cd786f0c,516,,,"[85.1, 53.8]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,21540.0,Kevin Nolan,13.0,Right Center Midfield,33,328,Bolton Wanderers,['5821f81b-30e5-43cf-ad12-e6aa8fd416ae'],26,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:26.115,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,1.109118,,,,,,,,,,,,,,,,,,,,,e43f2d08-9148-4cb4-a7bb-26ca21cd0d69,517,,,"[34.7, 24.2]",10,,,,,-0.7077105,,38.0,Left Foot,,,,"[43.7, 16.5]",,2.0,Low Pass,,11.844408,,,,,15042.0,Dennis Bergkamp,,,,,,64.0,Interception,1,3,From Free Kick,26014.0,Eduardo César Daude Gaspar,11.0,Left Defensive Midfield,33,328,Bolton Wanderers,"['5821f81b-30e5-43cf-ad12-e6aa8fd416ae', 'caf02742-105e-49ec-b369-bf5df79ec6d5']",26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:26.115,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caf02742-105e-49ec-b369-bf5df79ec6d5,518,,,"[43.7, 16.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15042.0,Dennis Bergkamp,22.0,Right Center Forward,33,328,Bolton Wanderers,['e43f2d08-9148-4cb4-a7bb-26ca21cd0d69'],27,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:27.224,42,Ball Receipt*,
,,,,,"[71.0, 16.8]",,,,,,,,,,,,,,,4.960782,,,,,,,,,,,,,,,,,,,,,3979b524-ce30-48e6-998e-78c75c636511,519,,,"[43.7, 16.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15042.0,Dennis Bergkamp,22.0,Right Center Forward,33,328,Bolton Wanderers,"['5c621bfc-7953-4e1d-ac67-9c48c6df8070', 'caf02742-105e-49ec-b369-bf5df79ec6d5', 'fd951064-b9ea-4b9e-91a3-65ee6b84d930']",27,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:27.224,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,0.875663,,,,,,,,,,,,,,,,,,,,,5c621bfc-7953-4e1d-ac67-9c48c6df8070,520,,,"[52.6, 59.2]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40390.0,Simon Charlton,6.0,Left Back,33,328,Bolton Wanderers,"['3979b524-ce30-48e6-998e-78c75c636511', 'fd951064-b9ea-4b9e-91a3-65ee6b84d930']",31,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:31.309,17,Pressure,
,,,,,,,,,,,,,,9.0,Incomplete,,,,,0.0,,,,,,,,,,,,,,,,,,,,,fd951064-b9ea-4b9e-91a3-65ee6b84d930,521,,,"[71.0, 16.8]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15042.0,Dennis Bergkamp,22.0,Right Center Forward,33,328,Bolton Wanderers,"['5c621bfc-7953-4e1d-ac67-9c48c6df8070', 'bf311f1b-4584-4081-a55b-29b714d2560e']",32,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:32.185,14,Dribble,True
,,,,,,,,,,,,True,,,,4.0,Won,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,bf311f1b-4584-4081-a55b-29b714d2560e,522,,,"[49.1, 63.3]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40390.0,Simon Charlton,6.0,Left Back,33,328,Bolton Wanderers,['fd951064-b9ea-4b9e-91a3-65ee6b84d930'],32,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:32.185,4,Duel,True
,,,,,"[40.4, 63.6]",,,,,,,,,,,,,,,1.204382,,,,,,,,,,,,,,,,,,,,,9cc35110-17f3-469b-8da3-6e0e646664b5,523,,,"[49.1, 63.3]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40390.0,Simon Charlton,6.0,Left Back,33,328,Bolton Wanderers,"['bf311f1b-4584-4081-a55b-29b714d2560e', 'e0a56b95-54c7-489b-b880-ae861ed8a532']",32,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:32.185,43,Carry,
,,,,,,,,,,,,,,,,,,,,2.43682,,,,,,,,,,,,,,,,,,,,,e0a56b95-54c7-489b-b880-ae861ed8a532,524,,,"[40.4, 63.6]",10,,,,,-2.8116827,,38.0,Left Foot,,,,"[7.4, 52.3]",,1.0,Ground Pass,,34.881084,,,,,40385.0,Jussi Jääskeläinen,,,,,,,,1,3,From Free Kick,40390.0,Simon Charlton,6.0,Left Back,33,328,Bolton Wanderers,['ccef9629-9ae3-4e7a-8e7a-dee1d368c7f6'],33,,,,,,,,,,,,,,,,,,,,,,,328,Bolton Wanderers,00:10:33.389,30,Pass,
