50_50_outcome_id,50_50_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,"[49.0, 27.6]",,,,,,,,,,,,,,,,0.822632,,,,,,,,,,,,,,,,,,,,,,fbec6473-a646-4f95-966f-9ef36ea315cf,803,,,"[49.7, 28.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20286.0,Scott Parker,13.0,Right Center Midfield,49,75,Charlton Athletic,"['0dfc4ef9-931b-4343-b093-9d2e148043a6', '6b0b543c-a804-4182-a1f4-b168200df5d5', 'bd8fda3b-cdb5-4293-bf53-5f6f26f55a3b']",28,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:28.001,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.573181,,,,,,,,,,,,,,,,,,,,,,0dfc4ef9-931b-4343-b093-9d2e148043a6,804,,,"[65.1, 53.0]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,49,75,Charlton Athletic,"['6b0b543c-a804-4182-a1f4-b168200df5d5', 'fbec6473-a646-4f95-966f-9ef36ea315cf']",28,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:28.504,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.42925,,,,,,,,,,,,,,,,,,,,,,6b0b543c-a804-4182-a1f4-b168200df5d5,805,,,"[49.0, 27.6]",20,,,,,0.23624526,,40.0,Right Foot,,,"[65.2, 31.5]",1.0,Ground Pass,,16.662832,,,,,20153.0,Claus Jensen,,,,,,,,,1,3,From Free Kick,20286.0,Scott Parker,13.0,Right Center Midfield,49,75,Charlton Athletic,"['0dfc4ef9-931b-4343-b093-9d2e148043a6', '387d85ab-0b4c-4766-b15b-6d3f6a69ea93']",28,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:28.823,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387d85ab-0b4c-4766-b15b-6d3f6a69ea93,806,,,"[65.2, 31.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20153.0,Claus Jensen,15.0,Left Center Midfield,49,75,Charlton Athletic,['6b0b543c-a804-4182-a1f4-b168200df5d5'],30,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:30.252,42,Ball Receipt*,
,,,,,"[67.7, 33.4]",,,,,,,,,,,,,,,,1.759484,,,,,,,,,,,,,,,,,,,,,,3a6f22cf-1ed6-485e-ab1d-34385cbe5837,807,,,"[65.2, 31.5]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20153.0,Claus Jensen,15.0,Left Center Midfield,49,75,Charlton Athletic,"['387d85ab-0b4c-4766-b15b-6d3f6a69ea93', 'e9bc7e68-eee2-4153-a962-535a060abf35']",30,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:30.252,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.083708,,,,,,,,,,,,,,,,,,,,,,e9bc7e68-eee2-4153-a962-535a060abf35,808,,,"[67.7, 33.4]",20,,,,,1.4539398,,40.0,Right Foot,,,"[70.4, 56.4]",1.0,Ground Pass,,23.157936,,,,,13808.0,Radostin Kishishev,,,,,,,,,1,3,From Free Kick,20153.0,Claus Jensen,15.0,Left Center Midfield,49,75,Charlton Athletic,['7efe9681-70f0-48ff-83e8-bd368c10904f'],32,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:32.012,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7efe9681-70f0-48ff-83e8-bd368c10904f,809,,,"[70.4, 56.4]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,13808.0,Radostin Kishishev,2.0,Right Back,49,75,Charlton Athletic,['e9bc7e68-eee2-4153-a962-535a060abf35'],33,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:33.096,42,Ball Receipt*,
,,,,,"[81.1, 57.8]",,,,,,,,,,,,,,,,1.698491,,,,,,,,,,,,,,,,,,,,,,8a67e943-1c6c-4b4a-98cb-8655fcde406f,810,,,"[70.4, 56.4]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,13808.0,Radostin Kishishev,2.0,Right Back,49,75,Charlton Athletic,"['7efe9681-70f0-48ff-83e8-bd368c10904f', '998ae1aa-6587-4e43-af56-7e574ad071d3']",33,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:33.096,43,Carry,
,,,,,,,,,,,,,,,,,,,,,3.103929,,,,,,,,,,,,,,,,,,,,,,998ae1aa-6587-4e43-af56-7e574ad071d3,811,,,"[81.1, 57.8]",20,,,,,0.5191461,,40.0,Right Foot,,,"[110.5, 74.6]",1.0,Ground Pass,,33.86148,,,,,40379.0,Matt Holland,,,,,,,,,1,3,From Free Kick,13808.0,Radostin Kishishev,2.0,Right Back,49,75,Charlton Athletic,['802b95bb-f6dd-49e8-911a-2dbb060d6792'],34,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:34.794,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802b95bb-f6dd-49e8-911a-2dbb060d6792,812,,,"[110.5, 74.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40379.0,Matt Holland,12.0,Right Midfield,49,75,Charlton Athletic,['998ae1aa-6587-4e43-af56-7e574ad071d3'],37,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:37.898,42,Ball Receipt*,
,,,,,"[107.1, 72.3]",,,,,,,,,,,,,,,,2.383236,,,,,,,,,,,,,,,,,,,,,,cf54ff3c-1d05-481a-91b7-3adc80467b27,813,,,"[110.5, 74.6]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40379.0,Matt Holland,12.0,Right Midfield,49,75,Charlton Athletic,"['46cec457-4f5b-42c1-8543-1c5e2cffdb42', '802b95bb-f6dd-49e8-911a-2dbb060d6792']",37,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:37.898,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.124905,,,,,,,,,,,,,,,,,,,,,,46cec457-4f5b-42c1-8543-1c5e2cffdb42,814,,,"[107.1, 72.3]",20,,,,,-1.4025896,,38.0,Left Foot,,,"[108.0, 67.0]",3.0,High Pass,,5.375872,,9.0,Incomplete,,,,,,,,,,,,1,3,From Free Kick,40379.0,Matt Holland,12.0,Right Midfield,49,75,Charlton Athletic,['e9ed20b5-acfa-4fb3-a6f2-21e2603cad36'],40,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:40.281,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,e9ed20b5-acfa-4fb3-a6f2-21e2603cad36,815,,,"[12.1, 13.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,12529.0,Ashley Cole,6.0,Left Back,49,75,Charlton Athletic,['46cec457-4f5b-42c1-8543-1c5e2cffdb42'],40,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:40.406,6,Block,
,,,,,,,,,,,,,,,,,,,,,1.082989,,,,,,,,,,,,,,,,,,,,,,384db7d6-9fa7-4dd8-95eb-f5a002a8bc7c,816,,,"[3.5, 35.2]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,49,75,Charlton Athletic,['1719896c-543b-47f2-bf11-571459dda2c9'],42,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:42.148,17,Pressure,
,,,,True,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1719896c-543b-47f2-bf11-571459dda2c9,817,,,"[117.9, 44.9]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40382.0,Jonatan Lillebror Johansson,24.0,Left Center Forward,49,75,Charlton Athletic,['384db7d6-9fa7-4dd8-95eb-f5a002a8bc7c'],42,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:42.645,2,Ball Recovery,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,20c5fd1d-a0d5-4f31-b283-ecdbb05dbdd9,818,,,"[6.6, 26.0]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,50,1,Arsenal,,44,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:44.821,2,Ball Recovery,
,,,,,"[9.8, 25.1]",,,,,,,,,,,,,,,,1.342819,,,,,,,,,,,,,,,,,,,,,,0e693049-53c0-4ea5-89a4-104cbb3a49ff,819,,,"[6.6, 26.0]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,50,1,Arsenal,"['20c5fd1d-a0d5-4f31-b283-ecdbb05dbdd9', '567253a5-487b-400e-9ecb-390c6ba862b3']",44,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:44.821,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.60331,,,,,,,,,,,,,,,,,,,,,,567253a5-487b-400e-9ecb-390c6ba862b3,820,,,"[9.8, 25.1]",20,,,,,-0.5620344,,69.0,Keeper Arm,,,"[33.3, 10.3]",2.0,Low Pass,,27.772108,,,,,19312.0,Robert Pirès ,,,,,,,,,1,1,Regular Play,20015.0,Jens Lehmann,1.0,Goalkeeper,50,1,Arsenal,['f347fa75-a3d8-40e3-93b4-a23adbbcbfee'],46,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:46.164,30,Pass,
,,,,,,,,,,,,True,,,,,,,,,2.664497,,,,,,,,,,,,,,,,,,,,,,172186ed-a0e2-4927-ba73-9135814c22e3,821,,,"[90.7, 69.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40379.0,Matt Holland,12.0,Right Midfield,50,1,Arsenal,"['0a5385d9-033d-4a85-b3e8-44211a633f8f', 'f347fa75-a3d8-40e3-93b4-a23adbbcbfee']",47,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:47.386,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f347fa75-a3d8-40e3-93b4-a23adbbcbfee,822,,,"[33.3, 10.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,50,1,Arsenal,"['172186ed-a0e2-4927-ba73-9135814c22e3', '567253a5-487b-400e-9ecb-390c6ba862b3']",47,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:47.767,42,Ball Receipt*,True
,,,,,"[28.4, 50.7]",,,,,,,,,,,,,,,,4.948024,,,,,,,,,,,,,,,,,,,,,,0a5385d9-033d-4a85-b3e8-44211a633f8f,823,,,"[33.3, 10.3]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,50,1,Arsenal,"['172186ed-a0e2-4927-ba73-9135814c22e3', 'c8a8fbc0-c28b-4f28-8dec-28e009d5d1b9', 'f347fa75-a3d8-40e3-93b4-a23adbbcbfee']",47,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:47.767,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.775245,,,,,,,,,,,,,,,,,,,,,,c8a8fbc0-c28b-4f28-8dec-28e009d5d1b9,824,,,"[28.4, 50.7]",20,,,,,1.110894,,40.0,Right Foot,,,"[39.0, 72.1]",1.0,Ground Pass,,23.881374,,,,,40222.0,Laureano Bisan-Etame Mayer,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,50,1,Arsenal,['f3836710-59fc-4810-93d0-16ed7fe2263f'],52,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:52.715,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3836710-59fc-4810-93d0-16ed7fe2263f,825,,,"[39.0, 72.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,50,1,Arsenal,['c8a8fbc0-c28b-4f28-8dec-28e009d5d1b9'],54,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:54.490,42,Ball Receipt*,
,,,,,"[39.0, 62.9]",,,,,,,,,,,,,,,,5.104058,,,,,,,,,,,,,,,,,,,,,,a09c98a6-dd69-43fe-8574-90e827c1d45d,826,,,"[39.0, 72.1]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,50,1,Arsenal,"['55d437ef-04fb-4e92-b63a-547a3497fe66', 'edad9361-9d90-4aec-be11-5c6b79b01fcf', 'f3836710-59fc-4810-93d0-16ed7fe2263f']",54,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:54.490,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.680638,,,,,,,,,,,,,,,,,,,,,,edad9361-9d90-4aec-be11-5c6b79b01fcf,827,,,"[74.8, 6.9]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40375.0,Paolo Di Canio,22.0,Right Center Forward,50,1,Arsenal,['a09c98a6-dd69-43fe-8574-90e827c1d45d'],55,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:55.087,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.987878,,,,,,,,,,,,,,,,,,,,,,52d9fd25-09c6-44b9-88cb-55e444441b20,828,,,"[77.6, 15.0]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40375.0,Paolo Di Canio,22.0,Right Center Forward,50,1,Arsenal,['55d437ef-04fb-4e92-b63a-547a3497fe66'],58,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:20:58.832,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.127853,,,,,,,,,,,,,,,,,,,,,,55d437ef-04fb-4e92-b63a-547a3497fe66,829,,,"[39.0, 62.9]",20,,,,,-2.1646554,,40.0,Right Foot,,,"[28.4, 47.2]",1.0,Ground Pass,,18.943336,,,,,38412.0,Kolo Habib Touré,,,,,,,,,1,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,50,1,Arsenal,"['4c50a12c-8474-4e20-9963-45aebbd2b966', '52d9fd25-09c6-44b9-88cb-55e444441b20']",59,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:20:59.594,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c50a12c-8474-4e20-9963-45aebbd2b966,830,,,"[28.4, 47.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,['55d437ef-04fb-4e92-b63a-547a3497fe66'],0,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:00.722,42,Ball Receipt*,
,,,,,"[34.0, 46.9]",,,,,,,,,,,,,,,,4.783576,,,,,,,,,,,,,,,,,,,,,,ff13d901-b489-4172-8a1e-89a306f2d272,831,,,"[28.4, 47.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,"['4c50a12c-8474-4e20-9963-45aebbd2b966', 'e17cfc18-7b17-4221-8df4-311702dad11c']",0,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:00.722,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.378367,,,,,,,,,,,,,,,,,,,,,,e17cfc18-7b17-4221-8df4-311702dad11c,832,,,"[34.0, 46.9]",21,,,,,-1.609451,,40.0,Right Foot,,,"[33.3, 28.8]",1.0,Ground Pass,,18.113531,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,['69b6c12a-0018-4d89-ad99-d8e6d068a041'],5,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:05.506,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69b6c12a-0018-4d89-ad99-d8e6d068a041,833,,,"[33.3, 28.8]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,50,1,Arsenal,['e17cfc18-7b17-4221-8df4-311702dad11c'],6,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:06.884,42,Ball Receipt*,
,,,,,"[35.6, 28.3]",,,,,,,,,,,,,,,,2.379592,,,,,,,,,,,,,,,,,,,,,,047d7123-c6af-4f10-83aa-883cab558efb,834,,,"[33.3, 28.8]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,50,1,Arsenal,"['69b6c12a-0018-4d89-ad99-d8e6d068a041', 'f65535f8-cd83-4b86-af8f-eee8057f5504']",6,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:06.884,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.389437,,,,,,,,,,,,,,,,,,,,,,f65535f8-cd83-4b86-af8f-eee8057f5504,835,,,"[35.6, 28.3]",21,,,,,1.596001,,38.0,Left Foot,,,"[35.3, 40.2]",1.0,Ground Pass,,11.903781,,,,,38412.0,Kolo Habib Touré,,,,,,,,,1,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",3.0,Right Center Back,50,1,Arsenal,['b4928ffd-4173-43be-a5a5-5ce73bfe1c39'],9,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:09.264,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4928ffd-4173-43be-a5a5-5ce73bfe1c39,836,,,"[35.3, 40.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,['f65535f8-cd83-4b86-af8f-eee8057f5504'],10,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:10.653,42,Ball Receipt*,
,,,,,"[56.6, 44.6]",,,,,,,,,,,,,,,,6.829241,,,,,,,,,,,,,,,,,,,,,,fa1b8a87-0f33-414d-97b9-9e44f28a3fb8,837,,,"[35.3, 40.2]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,"['5e537727-a5c0-4fb8-81dd-b6990803cd31', 'b4928ffd-4173-43be-a5a5-5ce73bfe1c39']",10,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:10.653,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.981174,,,,,,,,,,,,,,,,,,,,,,5e537727-a5c0-4fb8-81dd-b6990803cd31,838,,,"[56.6, 44.6]",21,,,,,0.11449703,,40.0,Right Foot,,,"[76.6, 46.9]",1.0,Ground Pass,,20.131815,,,,,15042.0,Dennis Bergkamp,,,,,,,,,1,1,Regular Play,38412.0,Kolo Habib Touré,5.0,Left Center Back,50,1,Arsenal,['82d70775-bcca-47fa-bc3b-f7abcb3bcd06'],17,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:17.482,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.899661,,,,,,,,,,,,,,,,,,,,,,56eb28e6-e786-4c61-89f1-b94a704449cc,839,,,"[41.6, 33.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40381.0,Chris Perry,3.0,Right Center Back,50,1,Arsenal,"['682c2c84-053a-440e-abc8-522557b46df8', '82d70775-bcca-47fa-bc3b-f7abcb3bcd06']",18,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:21:18.434,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82d70775-bcca-47fa-bc3b-f7abcb3bcd06,840,,,"[76.6, 46.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,50,1,Arsenal,"['56eb28e6-e786-4c61-89f1-b94a704449cc', '5e537727-a5c0-4fb8-81dd-b6990803cd31']",18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:18.464,42,Ball Receipt*,True
,,,,,"[71.5, 47.7]",,,,,,,,,,,,,,,,0.897551,,,,,,,,,,,,,,,,,,,,,,682c2c84-053a-440e-abc8-522557b46df8,841,,,"[76.6, 46.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,50,1,Arsenal,"['56eb28e6-e786-4c61-89f1-b94a704449cc', '8033c874-d577-4deb-bd42-89781ec64100', '82d70775-bcca-47fa-bc3b-f7abcb3bcd06']",18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:18.464,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.7188,,,,,,,,,,,,,,,,,,,,,,8033c874-d577-4deb-bd42-89781ec64100,842,,,"[71.5, 47.7]",21,,,,,2.3488953,,40.0,Right Foot,,,"[64.7, 54.6]",1.0,Ground Pass,,9.687621,,,,,19312.0,Robert Pirès ,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,50,1,Arsenal,['a0e72c7f-1e65-4582-923e-96cfa13a0e34'],19,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:19.361,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0e72c7f-1e65-4582-923e-96cfa13a0e34,843,,,"[64.7, 54.6]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,50,1,Arsenal,['8033c874-d577-4deb-bd42-89781ec64100'],20,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:20.080,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,3.152605,,,,,,,,,,,,,,,,,,,,,,6fd445c9-dc0c-4c53-9441-9a597e301ab6,844,,,"[64.7, 54.6]",21,,,,,-0.60145473,,40.0,Right Foot,,,"[100.4, 30.1]",3.0,High Pass,,43.298267,,9.0,Incomplete,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,50,1,Arsenal,['3fa1b3a8-cfa7-42a2-a1f6-41b743a1dbdf'],20,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:20.080,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3fa1b3a8-cfa7-42a2-a1f6-41b743a1dbdf,845,,,"[19.7, 50.0]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,13808.0,Radostin Kishishev,2.0,Right Back,50,1,Arsenal,['6fd445c9-dc0c-4c53-9441-9a597e301ab6'],23,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:21:23.233,2,Ball Recovery,
,,,,,"[22.7, 43.7]",,,,,,,,,,,,,,,,2.358486,,,,,,,,,,,,,,,,,,,,,,edd0db80-49f8-44c4-b6ed-ba9d9f6f1bb9,846,,,"[19.7, 50.0]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,13808.0,Radostin Kishishev,2.0,Right Back,50,1,Arsenal,"['26835431-f2c5-44b1-8b3a-75711817eedf', '3fa1b3a8-cfa7-42a2-a1f6-41b743a1dbdf', '4ffaf561-e0e6-46c8-afff-00890b340034']",23,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:21:23.233,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.584301,,,,,,,,,,,,,,,,,,,,,,26835431-f2c5-44b1-8b3a-75711817eedf,847,,,"[92.8, 35.9]",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,50,1,Arsenal,"['4ffaf561-e0e6-46c8-afff-00890b340034', 'edd0db80-49f8-44c4-b6ed-ba9d9f6f1bb9']",25,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:21:25.227,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,2.672779,,,,,,,,,,,,,,,,,,,,,,4ffaf561-e0e6-46c8-afff-00890b340034,848,,,"[22.7, 43.7]",21,,,,,-0.90280443,,40.0,Right Foot,,,"[57.1, 0.1]",3.0,High Pass,,55.536655,,75.0,Out,,,,,,True,,,,,,1,1,Regular Play,13808.0,Radostin Kishishev,2.0,Right Back,50,1,Arsenal,['26835431-f2c5-44b1-8b3a-75711817eedf'],25,,,,,,,,,,,,,,,,,,,,,,75,Charlton Athletic,00:21:25.591,30,Pass,True
