50_50_outcome_id,50_50_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_outcome_id,pass_outcome_name,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome_id,shot_outcome_name,shot_saved_off_target,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,1.116845,,,,,,,,,,,,,,,,,,,,,db5196c8-1e53-4521-9147-bc23794e5f2b,167,,,"[97.4, 0.1]",2,,,,,2.401147,,,,,,,"[82.3, 13.9]",,2.0,Low Pass,,20.45605,,,20330.0,Frank Lampard,,,,,,,67.0,Throw-in,1,4,From Throw In,40258.0,Wayne Bridge,6.0,Left Back,10,33,Chelsea,['c0bc9edc-c710-493e-9371-e3237b8402c8'],55,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:02:55.925,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0bc9edc-c710-493e-9371-e3237b8402c8,168,,,"[82.3, 13.9]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,['db5196c8-1e53-4521-9147-bc23794e5f2b'],57,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:02:57.042,42,Ball Receipt*,
,,,,,,,"[77.6, 15.7]",,,,,,,,,,,,,,,,1.621993,,,,,,,,,,,,,,,,,,,,,ca40a7d4-486d-47e9-b860-e0b254c083dc,169,,,"[82.3, 13.9]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,"['7dca3de1-3b2f-4691-b2f8-91896ead7a40', 'c0bc9edc-c710-493e-9371-e3237b8402c8']",57,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:02:57.042,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,1.575448,,,,,,,,,,,,,,,,,,,,,7dca3de1-3b2f-4691-b2f8-91896ead7a40,170,,,"[77.6, 15.7]",2,,,,,2.896614,,40.0,Right Foot,,,,"[56.4, 21.0]",,1.0,Ground Pass,,21.852459,,,40123.0,Robert Huth,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,['e82758ec-2055-45eb-bb96-ba9028088228'],58,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:02:58.664,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e82758ec-2055-45eb-bb96-ba9028088228,171,,,"[56.4, 21.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40123.0,Robert Huth,5.0,Left Center Back,10,33,Chelsea,['7dca3de1-3b2f-4691-b2f8-91896ead7a40'],0,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:00.239,42,Ball Receipt*,
,,,,,,,"[50.2, 23.8]",,,,,,,,,,,,,,,,1.626216,,,,,,,,,,,,,,,,,,,,,66a607ab-91ea-42c4-8b4b-64ac30823c20,172,,,"[56.4, 21.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40123.0,Robert Huth,5.0,Left Center Back,10,33,Chelsea,"['34b8294c-3bc4-4035-895a-3cd40928d881', 'e82758ec-2055-45eb-bb96-ba9028088228']",0,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:00.239,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,1.13084,,,,,,,,,,,,,,,,,,,,,34b8294c-3bc4-4035-895a-3cd40928d881,173,,,"[50.2, 23.8]",3,,,,,2.1436276,,40.0,Right Foot,,,,"[39.3, 40.7]",,1.0,Ground Pass,,20.110197,,,20281.0,Mario Melchiot,,,,,,,,,1,4,From Throw In,40123.0,Robert Huth,5.0,Left Center Back,10,33,Chelsea,['8b027aae-3c49-4f44-8ac5-d02879e249e9'],1,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:01.866,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b027aae-3c49-4f44-8ac5-d02879e249e9,174,,,"[39.3, 40.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20281.0,Mario Melchiot,3.0,Right Center Back,10,33,Chelsea,['34b8294c-3bc4-4035-895a-3cd40928d881'],2,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:02.997,42,Ball Receipt*,
,,,,,,,"[35.5, 44.0]",,,,,,,,,,,,,,,,2.762793,,,,,,,,,,,,,,,,,,,,,28d09f5e-5442-4201-a354-347c20357ca6,175,,,"[39.3, 40.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20281.0,Mario Melchiot,3.0,Right Center Back,10,33,Chelsea,"['5a0a6bd5-9010-4a97-8d24-cd29837417f3', '876a3311-8ecf-4b3d-8af8-333365da4d64', '8b027aae-3c49-4f44-8ac5-d02879e249e9']",2,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:02.997,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,0.707873,,,,,,,,,,,,,,,,,,,,,876a3311-8ecf-4b3d-8af8-333365da4d64,176,,,"[78.4, 34.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,10,33,Chelsea,['28d09f5e-5442-4201-a354-347c20357ca6'],3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:03.780,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,1.879373,,,,,,,,,,,,,,,,,,,,,5a0a6bd5-9010-4a97-8d24-cd29837417f3,177,,,"[35.5, 44.0]",3,,,,,0.22049376,,40.0,Right Foot,,,,"[64.5, 50.5]",,1.0,Ground Pass,,29.719522,,,40261.0,"Gérémi Sorele N""Djitap Fotso",,,,,,,,,1,4,From Throw In,20281.0,Mario Melchiot,3.0,Right Center Back,10,33,Chelsea,['97c6d9c9-9c56-4e5e-af36-2fd6bd8f4910'],5,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:05.759,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97c6d9c9-9c56-4e5e-af36-2fd6bd8f4910,178,,,"[64.5, 50.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,['5a0a6bd5-9010-4a97-8d24-cd29837417f3'],7,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:07.639,42,Ball Receipt*,
,,,,,,,"[64.5, 50.9]",,,,,,,,,,,,,,,,1.360628,,,,,,,,,,,,,,,,,,,,,bafc0636-b4b2-4a24-b884-f72c88050d44,179,,,"[64.5, 50.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,"['711a85f5-4dd9-4ff8-8aae-7e783c0abf19', '97c6d9c9-9c56-4e5e-af36-2fd6bd8f4910']",7,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:07.639,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,2.043069,,,,,,,,,,,,,,,,,,,,,711a85f5-4dd9-4ff8-8aae-7e783c0abf19,180,,,"[64.5, 50.9]",3,,,,,0.6338203,,40.0,Right Foot,,,,"[92.8, 71.7]",,3.0,High Pass,,35.121647,9.0,Incomplete,18105.0,Adrian Mutu,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,"['10aab62a-5100-488c-a638-5c24303aad5f', '35216d39-7751-422d-8eef-091c5dfeba44']",8,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:08.999,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10aab62a-5100-488c-a638-5c24303aad5f,181,,,"[96.1, 66.9]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,18105.0,Adrian Mutu,24.0,Left Center Forward,10,33,Chelsea,['711a85f5-4dd9-4ff8-8aae-7e783c0abf19'],11,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:11.042,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,1.605402,,,,,,,,,,,,,,,,,,,,,35216d39-7751-422d-8eef-091c5dfeba44,182,,,"[27.3, 8.4]",3,,,,,0.85399264,,37.0,Head,,,,"[33.4, 15.4]",,3.0,High Pass,,9.284934,9.0,Incomplete,,,,,,,,,66.0,Recovery,1,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,10,33,Chelsea,"['3e30be14-a812-44d9-81d7-737207ba8da1', '711a85f5-4dd9-4ff8-8aae-7e783c0abf19']",11,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:11.042,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3e30be14-a812-44d9-81d7-737207ba8da1,183,,,"[86.7, 64.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20444.0,Damien Duff,16.0,Left Midfield,10,33,Chelsea,['35216d39-7751-422d-8eef-091c5dfeba44'],12,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:12.648,2,Ball Recovery,
,,,,,,,"[88.8, 76.7]",,,,,,,,,,,,,,,,4.078357,,,,,,,,,,,,,,,,,,,,,471b918a-0bcf-4d83-86bd-af8d5dacb328,184,,,"[86.7, 64.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20444.0,Damien Duff,16.0,Left Midfield,10,33,Chelsea,"['3e30be14-a812-44d9-81d7-737207ba8da1', '4d1e4464-4906-492e-9d2c-015d676fd8b0']",12,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:12.648,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,1.00504,,,,,,,,,,,,,,,,,,,,,4d1e4464-4906-492e-9d2c-015d676fd8b0,185,,,"[88.8, 76.7]",3,,,,,-2.789284,,38.0,Left Foot,,,,"[75.2, 71.7]",,1.0,Ground Pass,,14.489997,,,40261.0,"Gérémi Sorele N""Djitap Fotso",,,,,,,,,1,4,From Throw In,20444.0,Damien Duff,16.0,Left Midfield,10,33,Chelsea,['e7d2697f-0e9f-49ac-95a9-03bb549f4e93'],16,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:16.726,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7d2697f-0e9f-49ac-95a9-03bb549f4e93,186,,,"[75.2, 71.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,['4d1e4464-4906-492e-9d2c-015d676fd8b0'],17,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:17.731,42,Ball Receipt*,
,,,,,,,"[75.2, 71.7]",,,,,,,,,,,,,,,,0.697329,,,,,,,,,,,,,,,,,,,,,774e23da-b6d1-4981-a177-997ffb46b932,187,,,"[75.2, 71.7]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,"['0bda493f-90d0-4c5e-bea4-daf63a75bcf3', 'e7d2697f-0e9f-49ac-95a9-03bb549f4e93']",17,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:17.731,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,1.359855,,,,,,,,,,,,,,,,,,,,,0bda493f-90d0-4c5e-bea4-daf63a75bcf3,188,,,"[75.2, 71.7]",3,,,,,-1.4171776,,40.0,Right Foot,,,,"[77.6, 56.2]",,1.0,Ground Pass,,15.684706,,,20330.0,Frank Lampard,,,,,,,,,1,4,From Throw In,40261.0,"Gérémi Sorele N""Djitap Fotso",12.0,Right Midfield,10,33,Chelsea,['0ed0c66e-dbc1-4613-9c8a-8795057198e8'],18,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:18.429,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ed0c66e-dbc1-4613-9c8a-8795057198e8,189,,,"[77.6, 56.2]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,['0bda493f-90d0-4c5e-bea4-daf63a75bcf3'],19,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:19.788,42,Ball Receipt*,
,,,,,,,"[77.6, 56.2]",,,,,,,,,,,,,,,,0.087369,,,,,,,,,,,,,,,,,,,,,e99d8784-967c-4130-88e6-26947ce9b91d,190,,,"[77.6, 56.2]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,"['0ed0c66e-dbc1-4613-9c8a-8795057198e8', 'a30ad0ac-a24d-4ecb-8210-eb9ea2aed240']",19,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:19.788,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,0.947943,,,,,,,,,,,,,,,,,,,,,a30ad0ac-a24d-4ecb-8210-eb9ea2aed240,191,,,"[77.6, 56.2]",3,,,,,-2.8163579,,40.0,Right Foot,,,,"[69.0, 53.3]",,2.0,Low Pass,,9.075792,,,20254.0,Claude Makélélé,,,,,,,,,1,4,From Throw In,20330.0,Frank Lampard,11.0,Left Defensive Midfield,10,33,Chelsea,['e7caa92a-ac1f-49f8-93b5-87da5fa2dfcb'],19,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:19.876,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7caa92a-ac1f-49f8-93b5-87da5fa2dfcb,192,,,"[69.0, 53.3]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20254.0,Claude Makélélé,9.0,Right Defensive Midfield,10,33,Chelsea,['a30ad0ac-a24d-4ecb-8210-eb9ea2aed240'],20,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:20.824,42,Ball Receipt*,
,,,,,,,"[72.4, 53.6]",,,,,,,,,,,,,,,,0.979296,,,,,,,,,,,,,,,,,,,,,f5de2aa7-dddd-4c9f-abc5-e1b51a5212eb,193,,,"[69.0, 53.3]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20254.0,Claude Makélélé,9.0,Right Defensive Midfield,10,33,Chelsea,"['9f80341a-366a-4386-a490-df7254855898', 'cc5f8e21-eba3-43ab-97d1-858d250eae86', 'e7caa92a-ac1f-49f8-93b5-87da5fa2dfcb']",20,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:20.824,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,0.437671,,,,,,,,,,,,,,,,,,,,,cc5f8e21-eba3-43ab-97d1-858d250eae86,194,,,"[47.7, 26.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40221.0,Gilberto Aparecido da Silva,13.0,Right Center Midfield,10,33,Chelsea,['f5de2aa7-dddd-4c9f-abc5-e1b51a5212eb'],21,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:21.138,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9f80341a-366a-4386-a490-df7254855898,195,,,"[72.4, 53.6]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20254.0,Claude Makélélé,9.0,Right Defensive Midfield,10,33,Chelsea,['413fe34f-4963-46d4-a4d7-f6478cff2546'],21,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:21.803,3,Dispossessed,True
,,,,,,,,,,,,,,True,,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,413fe34f-4963-46d4-a4d7-f6478cff2546,196,,,"[47.7, 26.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,13.0,Right Center Midfield,11,1,Arsenal,['9f80341a-366a-4386-a490-df7254855898'],21,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:21.803,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,,,1.278447,,,,,,,,,,,,,,,,,,,,,90206d1a-804d-4974-98b3-d3cc82cf0407,197,,,"[42.0, 58.4]",3,,,,,-0.6583749,,40.0,Right Foot,,,,"[65.4, 40.3]",,1.0,Ground Pass,,29.583273,,,15512.0,Sylvain Wiltord,,,,,,,66.0,Recovery,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,11,1,Arsenal,['6b10efe1-9e3a-4f0f-abe5-6a63175a0578'],24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:24.211,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b10efe1-9e3a-4f0f-abe5-6a63175a0578,198,,,"[65.4, 40.3]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,11,1,Arsenal,['90206d1a-804d-4974-98b3-d3cc82cf0407'],25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:25.489,42,Ball Receipt*,
,,,,,,,"[85.8, 47.2]",,,,,,,,,,,,,,,,4.41152,,,,,,,,,,,,,,,,,,,,,0134f356-fb16-4984-88d1-7c3392e32e91,199,,,"[65.4, 40.3]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,11,1,Arsenal,"['6b10efe1-9e3a-4f0f-abe5-6a63175a0578', 'bab05eec-5735-43da-b4a6-8e3d8aec413a', 'f0f95744-4868-42e8-b6da-e577cac372b1']",25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:25.489,43,Carry,True
,,,,,,,,,,,,,,True,,,,,,,,,1.938488,,,,,,,,,,,,,,,,,,,,,f0f95744-4868-42e8-b6da-e577cac372b1,200,,,"[48.1, 37.4]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20254.0,Claude Makélélé,9.0,Right Defensive Midfield,11,1,Arsenal,['0134f356-fb16-4984-88d1-7c3392e32e91'],26,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:26.280,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,0.887428,,,,,,,,,,,,,,,,,,,,,bab05eec-5735-43da-b4a6-8e3d8aec413a,201,,,"[85.8, 47.2]",3,,,,,-1.4824849,,38.0,Left Foot,,,,"[87.5, 28.0]",,2.0,Low Pass,,19.275114,,,19312.0,Robert Pirès ,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,11,1,Arsenal,['5a73aa5a-0b14-48e3-bd34-51aab77e1f46'],29,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:29.901,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a73aa5a-0b14-48e3-bd34-51aab77e1f46,202,,,"[87.5, 28.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,['bab05eec-5735-43da-b4a6-8e3d8aec413a'],30,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:30.788,42,Ball Receipt*,
,,,,,,,"[87.5, 28.0]",,,,,,,,,,,,,,,,1.148138,,,,,,,,,,,,,,,,,,,,,a2a31044-9687-45c4-958c-36d061a409b8,203,,,"[87.5, 28.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,"['5a73aa5a-0b14-48e3-bd34-51aab77e1f46', 'f1591b4c-4a91-4994-aade-361daad17deb']",30,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:30.788,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,0.244159,,,,,,,,,,,,,,,,,,,,,f1591b4c-4a91-4994-aade-361daad17deb,204,,,"[87.5, 28.0]",3,,,,,1.1712809,,40.0,Right Foot,,,,"[93.2, 41.5]",,1.0,Ground Pass,,14.65401,9.0,Incomplete,15512.0,Sylvain Wiltord,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,"['01a33856-b230-456c-a3ad-635d766367f0', 'a94c0209-f298-4b04-8c96-1c58acc6dc9e']",31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:31.937,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a94c0209-f298-4b04-8c96-1c58acc6dc9e,205,,,"[100.5, 50.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15512.0,Sylvain Wiltord,22.0,Right Center Forward,11,1,Arsenal,['f1591b4c-4a91-4994-aade-361daad17deb'],32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:32.181,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,01a33856-b230-456c-a3ad-635d766367f0,206,13.0,Lost In Play,"[26.9, 38.6]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20254.0,Claude Makélélé,9.0,Right Defensive Midfield,11,1,Arsenal,['f1591b4c-4a91-4994-aade-361daad17deb'],32,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:32.181,10,Interception,
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,36a432e3-fea4-4121-b8ed-2850b8b7cbcd,207,,,"[89.9, 37.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:33.297,2,Ball Recovery,
,,,,,,,"[91.5, 37.0]",,,,,,,,,,,,,,,,0.556413,,,,,,,,,,,,,,,,,,,,,3ba14b77-05b7-46a2-b981-6b5cec6d5bc1,208,,,"[89.9, 37.5]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,"['36a432e3-fea4-4121-b8ed-2850b8b7cbcd', '70b6ba4e-7d32-411c-baf2-8935e5a4cc8a']",33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:33.297,43,Carry,
,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,70b6ba4e-7d32-411c-baf2-8935e5a4cc8a,209,,,"[91.5, 37.0]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,11,1,Arsenal,['972ad843-23f9-406a-9dc7-c02b0ceed21b'],33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:03:33.854,14,Dribble,True
,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,972ad843-23f9-406a-9dc7-c02b0ceed21b,210,,,"[28.6, 43.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,20330.0,Frank Lampard,11.0,Left Defensive Midfield,11,1,Arsenal,['70b6ba4e-7d32-411c-baf2-8935e5a4cc8a'],33,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:33.854,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,24.0,Handball,,,,,,,,,,,,,,,2d8121f1-8996-4e5f-b398-d64f8e589b6b,211,,,"[30.7, 43.1]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,4724.0,Glen Johnson,2.0,Right Back,11,1,Arsenal,,33,,,,,,,,,,,,,,,,,,,,,,,,,,33,Chelsea,00:03:33.863,22,Foul Committed,
