ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9440cd9-13ca-41b2-b70b-81aefb80e4c9,21,,,"[25.5, 29.8]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,40330.0,Chris Riggott,3.0,Right Center Back,2,47,Middlesbrough,['12a62ead-f089-49e9-8098-898d6eac01c4'],11,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:11.581,42,Ball Receipt*,
,,,,"[25.5, 29.7]",,,,,,,,,,,,,,,,0.319952,,,,,,,,,,,,,,,,,,,,,d44b52ec-b4d6-407a-aeb8-486ccc10bcef,22,,,"[25.5, 29.8]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,40330.0,Chris Riggott,3.0,Right Center Back,2,47,Middlesbrough,"['a8e59f24-0d65-4766-a1df-225be95da441', 'b9440cd9-13ca-41b2-b70b-81aefb80e4c9']",11,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:11.581,43,Carry,
,,,,,,,,,,,,,,,,,,,,2.383749,,,,,,,,,,,,,,,,,,,,,a8e59f24-0d65-4766-a1df-225be95da441,23,,,"[25.5, 29.7]",0,,,,,1.5012707,,40.0,Right Foot,,,"[28.0, 65.6]",,2.0,Low Pass,,35.986942,,,,,,15403.0,Gareth Southgate,,,,,,,,,1,9,From Kick Off,40330.0,Chris Riggott,3.0,Right Center Back,2,47,Middlesbrough,['0905a59e-d1cc-4d9c-8408-eaaafbcfd788'],11,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:11.901,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0905a59e-d1cc-4d9c-8408-eaaafbcfd788,24,,,"[28.0, 65.6]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,15403.0,Gareth Southgate,5.0,Left Center Back,2,47,Middlesbrough,['a8e59f24-0d65-4766-a1df-225be95da441'],14,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:14.284,42,Ball Receipt*,
,,,,"[28.0, 66.5]",,,,,,,,,,,,,,,,0.140257,,,,,,,,,,,,,,,,,,,,,42ded893-d2b6-43a3-8b89-d2d6f1a26be1,25,,,"[28.0, 65.6]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,15403.0,Gareth Southgate,5.0,Left Center Back,2,47,Middlesbrough,"['0905a59e-d1cc-4d9c-8408-eaaafbcfd788', '489c30d8-224c-4750-9328-9dfb233a8279']",14,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:14.284,43,Carry,
,,,,,,,,,,,,,,,,,,,,0.990598,,,,,,,,,,,,,,,,,,,,,489c30d8-224c-4750-9328-9dfb233a8279,26,,,"[28.0, 66.5]",0,,,,,1.1164943,,38.0,Left Foot,,,"[32.2, 75.1]",,1.0,Ground Pass,,9.570789,,,,,,40402.0,Stuart Parnaby,,,,,,,,,1,9,From Kick Off,15403.0,Gareth Southgate,5.0,Left Center Back,2,47,Middlesbrough,['69b44431-b751-4150-88b3-ad84fe662bd5'],14,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:14.425,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69b44431-b751-4150-88b3-ad84fe662bd5,27,,,"[32.2, 75.1]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,40402.0,Stuart Parnaby,2.0,Right Back,2,47,Middlesbrough,['489c30d8-224c-4750-9328-9dfb233a8279'],15,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:15.415,42,Ball Receipt*,
,,,,"[32.6, 74.4]",,,,,,,,,,,,,,,,1.254372,,,,,,,,,,,,,,,,,,,,,28c0c2d9-bb69-4e2a-a445-a28b2706b40d,28,,,"[32.2, 75.1]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,40402.0,Stuart Parnaby,2.0,Right Back,2,47,Middlesbrough,"['69b44431-b751-4150-88b3-ad84fe662bd5', '7834590e-926e-4cf4-9959-fb976484ad94']",15,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:15.415,43,Carry,
,,,,,,,,,,,,,,,,,,,,1.405173,,,,,,,,,,,,,,,,,,,,,7834590e-926e-4cf4-9959-fb976484ad94,29,,,"[32.6, 74.4]",0,,,,,-0.06720632,,40.0,Right Foot,,,"[53.4, 73.0]",,3.0,High Pass,,20.847063,,,9.0,Incomplete,,40331.0,Oswaldo Giroldo Júnior,,,,,,,,,1,9,From Kick Off,40402.0,Stuart Parnaby,2.0,Right Back,2,47,Middlesbrough,"['29068b5a-7c97-4dea-b613-21d2cea74a0f', '5d7dedc7-1054-4527-ad5b-40162b91e43e']",16,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:16.670,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29068b5a-7c97-4dea-b613-21d2cea74a0f,30,,,"[56.2, 70.2]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,40331.0,Oswaldo Giroldo Júnior,12.0,Right Midfield,2,47,Middlesbrough,['7834590e-926e-4cf4-9959-fb976484ad94'],18,,,,,,,,,,,,,,,,,,,,,,,47,Middlesbrough,00:00:18.075,42,Ball Receipt*,
