ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_saved_off_target,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,1.305425,,,,,,,,,,,,,,,,,,,,e09e235e-5ea9-44e9-8ee7-2a8f6c917b5d,401,,,"[91.9, 11.8]",10,,,,,-0.8012698,,38.0,Left Foot,,,,"[95.0, 8.6]",2.0,Low Pass,,4.4553337,,9.0,Incomplete,19312.0,Robert Pirès ,,,,,,,,1,4,From Throw In,15042.0,Dennis Bergkamp,22.0,Right Center Forward,29,1,Arsenal,"['2eb4f0b0-257f-4a4b-8997-678d3577d231', '9d3cf800-f84a-43d3-96b1-044c10867cc4', 'f9d8a6d9-1f79-4b50-9e56-84881376bb1c']",48,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:48.433,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.30774,,,,,,,,,,,,,,,,,,,,6fd55183-e899-4384-a2ab-5ffacf9aafea,402,,,"[98.2, 9.8]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,29,1,Arsenal,['9d3cf800-f84a-43d3-96b1-044c10867cc4'],49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:49.563,17,Pressure,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9d8a6d9-1f79-4b50-9e56-84881376bb1c,403,,,"[95.8, 9.4]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,29,1,Arsenal,['e09e235e-5ea9-44e9-8ee7-2a8f6c917b5d'],49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:10:49.739,42,Ball Receipt*,
,,,,,,,,,,,,True,,,,,,,,,0.431564,,,,,,,,,,,,,,,,,,,,9d3cf800-f84a-43d3-96b1-044c10867cc4,404,,,"[25.1, 71.5]",10,,,,,0.0,,40.0,Right Foot,,,,"[30.9, 71.5]",1.0,Ground Pass,,5.8,,,,40411.0,Sylvain Legwinski,,,,,,64.0,Interception,1,1,Regular Play,40408.0,Moritz Volz,2.0,Right Back,30,55,Fulham,"['6dbb70e2-c05f-4e50-b6f3-9cd17950f877', '6fd55183-e899-4384-a2ab-5ffacf9aafea', 'e09e235e-5ea9-44e9-8ee7-2a8f6c917b5d']",49,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:49.739,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dbb70e2-c05f-4e50-b6f3-9cd17950f877,405,,,"[30.9, 71.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40411.0,Sylvain Legwinski,19.0,Center Attacking Midfield,30,55,Fulham,['9d3cf800-f84a-43d3-96b1-044c10867cc4'],50,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:50.170,42,Ball Receipt*,
,,,,,"[30.9, 71.5]",,,,,,,,,,,,,,,,0.119999,,,,,,,,,,,,,,,,,,,,15739a04-c962-4d50-a31f-b3e4d5239dd0,406,,,"[30.9, 71.5]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40411.0,Sylvain Legwinski,19.0,Center Attacking Midfield,30,55,Fulham,"['6dbb70e2-c05f-4e50-b6f3-9cd17950f877', '79551419-5918-4cd3-8c9e-f340a515e19a']",50,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:50.170,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.898465,,,,,,,,,,,,,,,,,,,,79551419-5918-4cd3-8c9e-f340a515e19a,407,,,"[30.9, 71.5]",10,,,,,-0.611497,,40.0,Right Foot,,,,"[39.6, 65.4]",1.0,Ground Pass,,10.625442,,,,38566.0,Lee Clark,,,,,,,,1,1,Regular Play,40411.0,Sylvain Legwinski,19.0,Center Attacking Midfield,30,55,Fulham,['92e972b6-8cec-4834-9890-8f95e2248430'],50,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:50.290,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92e972b6-8cec-4834-9890-8f95e2248430,408,,,"[39.6, 65.4]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38566.0,Lee Clark,13.0,Right Center Midfield,30,55,Fulham,['79551419-5918-4cd3-8c9e-f340a515e19a'],51,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:51.189,42,Ball Receipt*,
,,,,,"[36.9, 52.9]",,,,,,,,,,,,,,,,2.990028,,,,,,,,,,,,,,,,,,,,6cc915bf-f737-4fab-9ec1-d55bbc2bd241,409,,,"[39.6, 65.4]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38566.0,Lee Clark,13.0,Right Center Midfield,30,55,Fulham,"['64c27daa-659f-43d0-a3f2-1366200e3921', '92e972b6-8cec-4834-9890-8f95e2248430']",51,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:51.189,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.422288,,,,,,,,,,,,,,,,,,,,64c27daa-659f-43d0-a3f2-1366200e3921,410,,,"[36.9, 52.9]",10,,,,,-1.6412944,,38.0,Left Foot,,,,"[33.8, 9.0]",1.0,Ground Pass,,44.009315,,,,40414.0,Jérôme Bonnissel,,True,,,,,,1,1,Regular Play,38566.0,Lee Clark,13.0,Right Center Midfield,30,55,Fulham,['b567db26-4b4e-4a50-bb2c-9c8780d2de81'],54,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:54.179,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b567db26-4b4e-4a50-bb2c-9c8780d2de81,411,,,"[33.8, 9.0]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,['64c27daa-659f-43d0-a3f2-1366200e3921'],56,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:56.601,42,Ball Receipt*,
,,,,,"[54.3, 13.1]",,,,,,,,,,,,,,,,2.863474,,,,,,,,,,,,,,,,,,,,71cc941c-c2db-41de-875f-a155ff8500cb,412,,,"[33.8, 9.0]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,"['97c5006a-1e0f-4b08-9880-5695ba624584', 'b567db26-4b4e-4a50-bb2c-9c8780d2de81']",56,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:56.601,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.35134,,,,,,,,,,,,,,,,,,,,97c5006a-1e0f-4b08-9880-5695ba624584,413,,,"[54.3, 13.1]",10,,,,,-0.3618981,,38.0,Left Foot,,,,"[68.3, 7.8]",1.0,Ground Pass,,14.969636,,,,40407.0,Steed Malbranque,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,['d2af0929-af60-4990-82be-037c1f130b89'],59,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:10:59.464,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2af0929-af60-4990-82be-037c1f130b89,414,,,"[68.3, 7.8]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,30,55,Fulham,['97c5006a-1e0f-4b08-9880-5695ba624584'],0,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:00.816,42,Ball Receipt*,
,,,,,"[70.7, 16.7]",,,,,,,,,,,,,,,,1.996263,,,,,,,,,,,,,,,,,,,,3c1c1223-6f1c-4c7a-ad00-29a32ad529c9,415,,,"[68.3, 7.8]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,30,55,Fulham,"['92978c1d-5ff4-4de4-a997-8be29f6a82b7', '9fd83fc2-ecfd-4b05-8c6c-ae0668c67578', 'd2af0929-af60-4990-82be-037c1f130b89']",0,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:00.816,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.558504,,,,,,,,,,,,,,,,,,,,9fd83fc2-ecfd-4b05-8c6c-ae0668c67578,416,,,"[49.4, 63.4]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,30,55,Fulham,['3c1c1223-6f1c-4c7a-ad00-29a32ad529c9'],2,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:02.245,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,c1f2ed2b-33ee-4ff0-b2f3-219cf97a5d8b,417,,,"[49.4, 63.4]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,30,55,Fulham,"['92978c1d-5ff4-4de4-a997-8be29f6a82b7', 'fea79f20-8030-4c41-8406-cf8c7a3aa896']",2,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:02.812,39,Dribbled Past,
,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,92978c1d-5ff4-4de4-a997-8be29f6a82b7,418,,,"[70.7, 16.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,30,55,Fulham,['c1f2ed2b-33ee-4ff0-b2f3-219cf97a5d8b'],2,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:02.812,14,Dribble,True
,,,,,"[67.8, 16.9]",,,,,,,,,,,,,,,,0.553104,,,,,,,,,,,,,,,,,,,,fea79f20-8030-4c41-8406-cf8c7a3aa896,419,,,"[70.7, 16.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,30,55,Fulham,"['5bca356d-b239-490e-9cb8-d5321aa10657', '92978c1d-5ff4-4de4-a997-8be29f6a82b7', 'c1f2ed2b-33ee-4ff0-b2f3-219cf97a5d8b']",2,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:02.812,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.086521,,,,,,,,,,,,,,,,,,,,5bca356d-b239-490e-9cb8-d5321aa10657,420,,,"[67.8, 16.9]",11,,,,,2.9331274,,40.0,Right Foot,,,,"[57.4, 19.1]",1.0,Ground Pass,,10.630146,,,,40412.0,Sean Davis,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,30,55,Fulham,['41fbb7cf-e27c-4cea-a8cb-0a9f446122ec'],3,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:03.365,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41fbb7cf-e27c-4cea-a8cb-0a9f446122ec,421,,,"[57.4, 19.1]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,['5bca356d-b239-490e-9cb8-d5321aa10657'],4,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:04.452,42,Ball Receipt*,
,,,,,"[57.4, 19.1]",,,,,,,,,,,,,,,,0.041791,,,,,,,,,,,,,,,,,,,,1099f204-ba2d-4fa6-a833-148018125c99,422,,,"[57.4, 19.1]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,"['056d4c13-c59e-463c-b877-d5a5f50fe07a', '41fbb7cf-e27c-4cea-a8cb-0a9f446122ec']",4,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:04.452,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.973264,,,,,,,,,,,,,,,,,,,,056d4c13-c59e-463c-b877-d5a5f50fe07a,423,,,"[57.4, 19.1]",11,,,,,-1.6666554,,40.0,Right Foot,,,,"[56.4, 8.7]",1.0,Ground Pass,,10.447967,,,,40414.0,Jérôme Bonnissel,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,['6d2a129c-7cb3-4fc6-a5d6-1ba7805df039'],4,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:04.494,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d2a129c-7cb3-4fc6-a5d6-1ba7805df039,424,,,"[56.4, 8.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,['056d4c13-c59e-463c-b877-d5a5f50fe07a'],5,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:05.467,42,Ball Receipt*,
,,,,,"[56.4, 8.7]",,,,,,,,,,,,,,,,1.090539,,,,,,,,,,,,,,,,,,,,336544f2-6208-4936-92af-72acec4d5376,425,,,"[56.4, 8.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,"['6d2a129c-7cb3-4fc6-a5d6-1ba7805df039', 'c7c3ecea-f58d-4a66-beb6-74753b744f3f']",5,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:05.467,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.710848,,,,,,,,,,,,,,,,,,,,c7c3ecea-f58d-4a66-beb6-74753b744f3f,426,,,"[56.4, 8.7]",11,,,,,1.3918792,,38.0,Left Foot,,,,"[58.1, 18.1]",1.0,Ground Pass,,9.552486,,,,40412.0,Sean Davis,,,,,,,,1,1,Regular Play,40414.0,Jérôme Bonnissel,6.0,Left Back,30,55,Fulham,['c656e1f9-d20d-4609-959b-e956167ee2e3'],6,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:06.557,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c656e1f9-d20d-4609-959b-e956167ee2e3,427,,,"[58.1, 18.1]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,['c7c3ecea-f58d-4a66-beb6-74753b744f3f'],7,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:07.268,42,Ball Receipt*,
,,,,,"[62.5, 16.9]",,,,,,,,,,,,,,,,1.438424,,,,,,,,,,,,,,,,,,,,33b3d183-db50-444a-bd14-30c034942688,428,,,"[58.1, 18.1]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,"['b39047b2-02ed-4981-a3d6-1fe5795b8c04', 'c656e1f9-d20d-4609-959b-e956167ee2e3', 'e6d473ba-4b7b-4b8c-b6f5-d5f04fe22436']",7,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:07.268,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.572507,,,,,,,,,,,,,,,,,,,,b39047b2-02ed-4981-a3d6-1fe5795b8c04,429,,,"[52.3, 67.0]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,30,55,Fulham,"['33b3d183-db50-444a-bd14-30c034942688', 'e6d473ba-4b7b-4b8c-b6f5-d5f04fe22436']",8,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:08.307,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.305398,,,,,,,,,,,,,,,,,,,,e6d473ba-4b7b-4b8c-b6f5-d5f04fe22436,430,,,"[62.5, 16.9]",11,,,,,0.5302158,,40.0,Right Foot,,,,"[65.4, 18.6]",2.0,Low Pass,,3.3615472,,9.0,Incomplete,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,30,55,Fulham,"['9d4b47b1-ef91-48b2-a77b-214a0ffad7ec', 'b39047b2-02ed-4981-a3d6-1fe5795b8c04']",8,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:08.707,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,9d4b47b1-ef91-48b2-a77b-214a0ffad7ec,431,,,"[54.7, 61.5]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,30,55,Fulham,['e6d473ba-4b7b-4b8c-b6f5-d5f04fe22436'],9,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:09.012,6,Block,
,,,,,,,,,,,,,,,,,,,,,0.84077,,,,,,,,,,,,,,,,,,,,a659bd42-0e8f-4762-907e-ff78723d945b,432,,,"[54.5, 36.1]",11,,,,,1.3449847,,40.0,Right Foot,,,,"[57.9, 50.9]",1.0,Ground Pass,,15.185519,,,,40221.0,Gilberto Aparecido da Silva,,,,,,66.0,Recovery,1,1,Regular Play,26014.0,Eduardo César Daude Gaspar,11.0,Left Defensive Midfield,31,1,Arsenal,['510ac3ab-a9e5-4ea2-a8ce-39f4d2bc2589'],11,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:11.094,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510ac3ab-a9e5-4ea2-a8ce-39f4d2bc2589,433,,,"[57.9, 50.9]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,31,1,Arsenal,['a659bd42-0e8f-4762-907e-ff78723d945b'],11,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:11.935,42,Ball Receipt*,
,,,,,"[57.9, 51.3]",,,,,,,,,,,,,,,,0.537972,,,,,,,,,,,,,,,,,,,,00b7a8dd-4e3f-47d4-9498-e6a57f8ad7b0,434,,,"[57.9, 50.9]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,31,1,Arsenal,"['486a7796-69dc-428d-9cda-f70e1ea9517b', '510ac3ab-a9e5-4ea2-a8ce-39f4d2bc2589', 'e2145bf4-cf23-49f1-9ac5-d0e27c4a506c']",11,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:11.935,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.44565,,,,,,,,,,,,,,,,,,,,e2145bf4-cf23-49f1-9ac5-d0e27c4a506c,435,,,"[56.7, 25.9]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40412.0,Sean Davis,15.0,Left Center Midfield,31,1,Arsenal,"['00b7a8dd-4e3f-47d4-9498-e6a57f8ad7b0', '486a7796-69dc-428d-9cda-f70e1ea9517b']",12,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:12.181,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.802495,,,,,,,,,,,,,,,,,,,,486a7796-69dc-428d-9cda-f70e1ea9517b,436,,,"[57.9, 51.3]",11,,,,,-0.23637302,,40.0,Right Foot,,,,"[71.6, 48.0]",1.0,Ground Pass,,14.091842,,,,15042.0,Dennis Bergkamp,,,,,,,,1,1,Regular Play,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,31,1,Arsenal,"['5e715d7c-82a8-45ff-ad33-4057ff511281', 'e2145bf4-cf23-49f1-9ac5-d0e27c4a506c']",12,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:12.473,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e715d7c-82a8-45ff-ad33-4057ff511281,437,,,"[71.6, 48.0]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,31,1,Arsenal,['486a7796-69dc-428d-9cda-f70e1ea9517b'],13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:13.275,42,Ball Receipt*,
,,,,,"[69.7, 46.8]",,,,,,,,,,,,,,,,1.149612,,,,,,,,,,,,,,,,,,,,764d0dde-8345-4942-92b5-d1ae9a843f99,438,,,"[71.6, 48.0]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,31,1,Arsenal,"['5e715d7c-82a8-45ff-ad33-4057ff511281', '7430c3f0-bb99-4df5-ab3f-2df0ec01f940']",13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:13.275,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.501777,,,,,,,,,,,,,,,,,,,,7430c3f0-bb99-4df5-ab3f-2df0ec01f940,439,,,"[69.7, 46.8]",11,,,,,0.1640301,,40.0,Right Foot,,,,"[84.2, 49.2]",1.0,Ground Pass,,14.697279,,9.0,Incomplete,15516.0,Thierry Henry,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,31,1,Arsenal,"['bfdbea31-b171-4930-bd74-c32be8f73b80', 'c426e28a-f63a-46de-9886-46c1f1e038de']",14,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:14.425,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfdbea31-b171-4930-bd74-c32be8f73b80,440,,,"[89.0, 46.3]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,31,1,Arsenal,['7430c3f0-bb99-4df5-ab3f-2df0ec01f940'],14,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:11:14.927,42,Ball Receipt*,
,,,,,,,,,,,,True,,,,,,,,,2.274783,,,,,,,,,,,,,,,,,,,,c426e28a-f63a-46de-9886-46c1f1e038de,441,,,"[35.9, 30.9]",11,,,,,-0.9183,,40.0,Right Foot,,,,"[52.1, 9.7]",1.0,Ground Pass,,26.68108,,,,40407.0,Steed Malbranque,,,,,,64.0,Interception,1,1,Regular Play,40415.0,Andy Melville,5.0,Left Center Back,32,55,Fulham,"['6f286296-9525-452b-840a-d5230a3d693f', '7430c3f0-bb99-4df5-ab3f-2df0ec01f940']",14,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:14.927,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f286296-9525-452b-840a-d5230a3d693f,442,,,"[52.1, 9.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,32,55,Fulham,['c426e28a-f63a-46de-9886-46c1f1e038de'],17,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:17.201,42,Ball Receipt*,
,,,,,"[62.7, 12.1]",,,,,,,,,,,,,,,,2.458349,,,,,,,,,,,,,,,,,,,,e4923ef3-87ce-438a-8543-777e5c858d16,443,,,"[52.1, 9.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,32,55,Fulham,"['3c7d3fc4-a844-49c5-8820-e1f7d357fccc', '6f286296-9525-452b-840a-d5230a3d693f']",17,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:17.201,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.625197,,,,,,,,,,,,,,,,,,,,3c7d3fc4-a844-49c5-8820-e1f7d357fccc,444,,,"[62.7, 12.1]",11,,,,,0.50665385,,40.0,Right Foot,,,,"[81.8, 22.7]",1.0,Ground Pass,,21.844221,,,,38566.0,Lee Clark,,,,,,,,1,1,Regular Play,40407.0,Steed Malbranque,21.0,Left Wing,32,55,Fulham,['02ff19f3-a4b5-45e9-864c-1baf840fdd83'],19,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:19.660,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02ff19f3-a4b5-45e9-864c-1baf840fdd83,445,,,"[81.8, 22.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38566.0,Lee Clark,13.0,Right Center Midfield,32,55,Fulham,['3c7d3fc4-a844-49c5-8820-e1f7d357fccc'],21,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:21.285,42,Ball Receipt*,
,,,,,"[91.9, 14.8]",,,,,,,,,,,,,,,,2.062381,,,,,,,,,,,,,,,,,,,,2ecb3591-df41-44a4-bd18-2861f06f0ab1,446,,,"[81.8, 22.7]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,38566.0,Lee Clark,13.0,Right Center Midfield,32,55,Fulham,"['02ff19f3-a4b5-45e9-864c-1baf840fdd83', 'cf31e004-7c9a-4877-8259-0cd6d57db246']",21,,,,,,,,,,,,,,,,,,,,,,,55,Fulham,00:11:21.285,43,Carry,
