ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome_id,shot_outcome_name,shot_saved_off_target,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,35.0,Both Hands,,59.0,Touched Out,44.0,Set,,,45.0,Diving,33.0,Shot Saved,f35a5189-bde9-4851-8c98-683a2245d76d,947,,,"[2.4, 39.3]",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,34390.0,Jerzy Dudek,1.0,Goalkeeper,52,1,Arsenal,['5bb34e9c-7989-43cd-8b24-17fc8ab45fd5'],19,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:23:19.170,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0e97b9d1-b4d0-480c-9cfb-292570e15670,948,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24972.0,Ray Parlour,12.0,Right Midfield,52,1,Arsenal,,7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:24:07.866,40,Injury Stoppage,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5cc29cf4-57e3-437c-b1a5-37130571d59e,949,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40256.0,Salif Alassane Diao,9.0,Right Defensive Midfield,52,1,Arsenal,,12,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:24:12.448,40,Injury Stoppage,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,339717ff-411e-4f81-8400-b0906712daea,950,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40256.0,Salif Alassane Diao,9.0,Right Defensive Midfield,52,1,Arsenal,['21f912af-d3e8-43a8-af1c-3e76285825dd'],37,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:24:37.562,27,Player Off,
,,,,,,,,,,,,,,,,,,,,,1.48107,,,,,,,,,,,,,,,,,,,fb8dd89e-3bdb-4495-bc7e-6b4546c9263f,951,,,"[120.0, 80.0]",24,,,,-1.9404496,b3d7c013-e867-4836-84a8-5a669d431afa,38.0,Left Foot,,,,"[106.4, 44.9]",,3.0,High Pass,,37.642662,,,True,38412.0,Kolo Habib Touré,True,,,105.0,Outswinging,,61.0,Corner,1,2,From Corner,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,53,1,Arsenal,['0a07af98-6a9e-44b0-8501-da6cb28651f4'],39,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:24:39.634,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a07af98-6a9e-44b0-8501-da6cb28651f4,952,,,"[106.4, 44.9]",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,['fb8dd89e-3bdb-4495-bc7e-6b4546c9263f'],41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:24:41.115,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.750623,,,,,,,,,,,,,,,,,,,b3d7c013-e867-4836-84a8-5a669d431afa,953,,,"[107.8, 45.0]",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,['20b6a4d7-4225-4cf9-986f-4a75f35681f5'],41,,40.0,Right Foot,"[120.0, 39.4, 7.1]",True,"[{'location': [120.0, 42.8], 'player': {'id': 15280, 'name': 'Vladimir Smicer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.9, 38.6], 'player': {'id': 34391, 'name': 'Harry Kewell'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.4, 46.8], 'player': {'id': 15665, 'name': 'Michael Owen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.3, 37.3], 'player': {'id': 40254, 'name': 'Igor Bišćan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 40.6], 'player': {'id': 34386, 'name': 'John Arne Semundseth Riise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 49.2], 'player': {'id': 34392, 'name': 'Steve Finnan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.7, 36.3], 'player': {'id': 40257, 'name': 'El-Hadji Ousseynou Diouf'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 50.0], 'player': {'id': 19109, 'name': 'Steven Gerrard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 44.8], 'player': {'id': 34389, 'name': 'Sami Hyypiä'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 40.6], 'player': {'id': 34390, 'name': 'Jerzy Dudek'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 37.2], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 50.8], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.6, 51.6], 'player': {'id': 40255, 'name': 'Jérémie Aliadière'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.4, 35.8], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",fb8dd89e-3bdb-4495-bc7e-6b4546c9263f,,98.0,Off T,,0.046389617,91.0,Half Volley,87.0,Open Play,,,,,,,1,Arsenal,00:24:41.130,16,Shot,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.7, 39.5]",,,44.0,Set,,,,,32.0,Shot Faced,20b6a4d7-4225-4cf9-986f-4a75f35681f5,954,,,"[1.7, 39.5]",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,From Corner,34390.0,Jerzy Dudek,1.0,Goalkeeper,53,1,Arsenal,['b3d7c013-e867-4836-84a8-5a669d431afa'],41,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:24:41.881,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,3.384401,,,,,,,,,,,,,,,,,,,51aec2e1-4e51-45ab-9a50-8bccb3d3d746,955,,,"[7.0, 36.1]",25,,,,-0.07601685,,38.0,Left Foot,,,,"[77.9, 30.7]",,3.0,High Pass,,71.10535,,,,34391.0,Harry Kewell,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,34390.0,Jerzy Dudek,1.0,Goalkeeper,54,24,Liverpool,['3eea4611-55f6-404a-b5ac-125764929752'],6,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:06.709,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3eea4611-55f6-404a-b5ac-125764929752,956,,,"[77.9, 30.7]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,34391.0,Harry Kewell,22.0,Right Center Forward,54,24,Liverpool,['51aec2e1-4e51-45ab-9a50-8bccb3d3d746'],10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:10.094,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,a3c7709b-6bbe-419e-848d-aed932e1e040,957,,,"[42.2, 49.4]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,54,24,Liverpool,['c89d4bcf-214d-48dd-94f2-5d81600c3122'],10,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:10.094,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.115374,,,,,,,,,,,,,,,,,,,c89d4bcf-214d-48dd-94f2-5d81600c3122,958,,,"[77.9, 30.7]",25,,,True,0.49135906,6fc454e4-761e-4288-b2bc-1664d3578414,,,,,,"[96.4, 40.6]",,3.0,High Pass,,20.982374,,,,15665.0,Michael Owen,True,,,,,,,,1,7,From Goal Kick,34391.0,Harry Kewell,22.0,Right Center Forward,54,24,Liverpool,"['a3c7709b-6bbe-419e-848d-aed932e1e040', 'a72a1cab-cba4-489d-9f2f-7516c1278e2a']",10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:10.094,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a72a1cab-cba4-489d-9f2f-7516c1278e2a,959,,,"[96.4, 40.6]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,54,24,Liverpool,['c89d4bcf-214d-48dd-94f2-5d81600c3122'],11,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:11.209,42,Ball Receipt*,
,,,,,"[98.2, 40.3]",,,,,,,,,,,,,,,,0.903709,,,,,,,,,,,,,,,,,,,c40907b9-bcf5-495e-a2c2-cc946ba7785a,960,,,"[96.4, 40.6]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,54,24,Liverpool,"['6fc454e4-761e-4288-b2bc-1664d3578414', 'a72a1cab-cba4-489d-9f2f-7516c1278e2a']",11,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:11.209,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.214997,,,,,,,,,,,,,,,,,,,6fc454e4-761e-4288-b2bc-1664d3578414,961,,,"[98.2, 40.3]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,54,24,Liverpool,['656e8e45-d74b-4133-9c01-422c0a4d3108'],12,,40.0,Right Foot,"[120.0, 43.8, 5.4]",,"[{'location': [93.1, 44.2], 'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.5, 37.1], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 38.6], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 39.2], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 40.3], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.8, 39.8], 'player': {'id': 34391, 'name': 'Harry Kewell'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",c89d4bcf-214d-48dd-94f2-5d81600c3122,,98.0,Off T,,0.21486801,91.0,Half Volley,87.0,Open Play,,,,,,,24,Liverpool,00:25:12.113,16,Shot,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[7.9, 39.8]",,,44.0,Set,,,,,32.0,Shot Faced,656e8e45-d74b-4133-9c01-422c0a4d3108,962,,,"[7.9, 39.8]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,54,24,Liverpool,['6fc454e4-761e-4288-b2bc-1664d3578414'],13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:13.328,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,4.522858,,,,,,,,,,,,,,,,,,,6fa9645c-b615-4629-8a61-f7e919155529,963,,,"[6.0, 44.0]",25,True,,,0.061539654,,40.0,Right Foot,,,,"[83.9, 48.8]",,3.0,High Pass,,78.047745,9.0,Incomplete,,,,,,,,,,63.0,Goal Kick,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,55,1,Arsenal,['53a29bf4-2537-43b0-bc7b-6f15b549e0b5'],30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:30.131,30,Pass,
,,,,,,,40.0,Right Foot,,,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,53a29bf4-2537-43b0-bc7b-6f15b549e0b5,964,,,"[36.2, 31.3]",25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,34389.0,Sami Hyypiä,5.0,Left Center Back,55,1,Arsenal,['6fa9645c-b615-4629-8a61-f7e919155529'],34,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:34.654,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,cc1c43bd-34b7-4d04-ba33-62b7b346f56e,965,,,"[66.5, 43.2]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,34391.0,Harry Kewell,22.0,Right Center Forward,55,1,Arsenal,['a71dbc21-d614-41f3-b438-a2ba6be21d15'],40,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:40.134,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,True,,,,,,,,,,,,,,a71dbc21-d614-41f3-b438-a2ba6be21d15,966,,,"[53.6, 36.9]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,55,1,Arsenal,['cc1c43bd-34b7-4d04-ba33-62b7b346f56e'],40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:40.134,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,1.34349,,,,,,,,,,,,,,,,,,,7bb5753a-d49c-4fc8-8bf7-910983f589e9,967,,,"[53.2, 41.4]",25,,,,1.549857,,38.0,Left Foot,,,,"[53.6, 60.5]",,1.0,Ground Pass,,19.104189,,,,40222.0,Laureano Bisan-Etame Mayer,,,,,,,62.0,Free Kick,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,56,1,Arsenal,['f65a3b0c-3822-4834-a3f0-b7ea0412d850'],45,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:45.629,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f65a3b0c-3822-4834-a3f0-b7ea0412d850,968,,,"[53.6, 60.5]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,56,1,Arsenal,['7bb5753a-d49c-4fc8-8bf7-910983f589e9'],46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:46.972,42,Ball Receipt*,
,,,,,"[55.6, 62.5]",,,,,,,,,,,,,,,,1.396493,,,,,,,,,,,,,,,,,,,5f55c871-3056-468f-8ba2-3d7914cd012e,969,,,"[53.6, 60.5]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,56,1,Arsenal,"['1a661893-da9e-4355-a3aa-d1ff2ee214c9', 'f65a3b0c-3822-4834-a3f0-b7ea0412d850']",46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:46.972,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.582433,,,,,,,,,,,,,,,,,,,1a661893-da9e-4355-a3aa-d1ff2ee214c9,970,,,"[55.6, 62.5]",25,,,,0.6567017,,40.0,Right Foot,,,,"[70.0, 73.6]",,1.0,Ground Pass,,18.181583,,,,24972.0,Ray Parlour,,,,,,,,,1,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,56,1,Arsenal,['9ab00346-42d2-4e2c-98dd-93d0bc678935'],48,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:48.368,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ab00346-42d2-4e2c-98dd-93d0bc678935,971,,,"[70.0, 73.6]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24972.0,Ray Parlour,12.0,Right Midfield,56,1,Arsenal,['1a661893-da9e-4355-a3aa-d1ff2ee214c9'],49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:49.951,42,Ball Receipt*,
,,,,,"[70.1, 71.0]",,,,,,,,,,,,,,,,2.22095,,,,,,,,,,,,,,,,,,,0977c0b4-efa1-4733-bf66-46099c548ba0,972,,,"[70.0, 73.6]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24972.0,Ray Parlour,12.0,Right Midfield,56,1,Arsenal,"['9ab00346-42d2-4e2c-98dd-93d0bc678935', 'b813eb20-d223-4b9e-85d9-09bc45877416']",49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:49.951,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.154522,,,,,,,,,,,,,,,,,,,b813eb20-d223-4b9e-85d9-09bc45877416,973,,,"[70.1, 71.0]",25,,,,-2.2462943,,40.0,Right Foot,,,,"[57.2, 54.9]",,1.0,Ground Pass,,20.63056,,,,40221.0,Gilberto Aparecido da Silva,,,,,,,,,1,3,From Free Kick,24972.0,Ray Parlour,12.0,Right Midfield,56,1,Arsenal,['c72d00b6-b0ce-48e5-a601-12b2a3fd6e7d'],52,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:52.172,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c72d00b6-b0ce-48e5-a601-12b2a3fd6e7d,974,,,"[57.2, 54.9]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,56,1,Arsenal,['b813eb20-d223-4b9e-85d9-09bc45877416'],53,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:53.326,42,Ball Receipt*,
,,,,,"[56.8, 53.1]",,,,,,,,,,,,,,,,1.170517,,,,,,,,,,,,,,,,,,,00628d47-8db1-4294-80f0-fda52606d114,975,,,"[57.2, 54.9]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,56,1,Arsenal,"['315bbed3-b0a9-44c4-9b32-7a53f08622f3', 'c72d00b6-b0ce-48e5-a601-12b2a3fd6e7d']",53,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:53.326,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.375487,,,,,,,,,,,,,,,,,,,315bbed3-b0a9-44c4-9b32-7a53f08622f3,976,,,"[56.8, 53.1]",25,,,,-1.1839206,,40.0,Right Foot,,,,"[63.4, 36.9]",,1.0,Ground Pass,,17.492855,,,,26014.0,Eduardo César Daude Gaspar,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,56,1,Arsenal,['39f966ff-17e7-4f5a-aa5f-3094d280f8de'],54,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:54.497,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.846004,,,,,,,,,,,,,,,,,,,a018252a-220d-40a6-8a4a-9299eed65f67,977,,,"[57.0, 41.3]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15665.0,Michael Owen,24.0,Left Center Forward,56,1,Arsenal,"['2f89f084-f03a-4447-91a3-3c4e00d281f6', '39f966ff-17e7-4f5a-aa5f-3094d280f8de']",55,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:25:55.672,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f966ff-17e7-4f5a-aa5f-3094d280f8de,978,,,"[63.4, 36.9]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,56,1,Arsenal,"['315bbed3-b0a9-44c4-9b32-7a53f08622f3', 'a018252a-220d-40a6-8a4a-9299eed65f67']",55,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:55.872,42,Ball Receipt*,True
,,,,,"[66.4, 41.0]",,,,,,,,,,,,,,,,0.88781,,,,,,,,,,,,,,,,,,,2f89f084-f03a-4447-91a3-3c4e00d281f6,979,,,"[63.4, 36.9]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,56,1,Arsenal,"['198f56b8-1c43-45df-bf10-cb6590d8233a', '39f966ff-17e7-4f5a-aa5f-3094d280f8de', 'a018252a-220d-40a6-8a4a-9299eed65f67']",55,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:55.872,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.688935,,,,,,,,,,,,,,,,,,,198f56b8-1c43-45df-bf10-cb6590d8233a,980,,,"[66.4, 41.0]",25,,,,-0.9675665,,40.0,Right Foot,,,,"[72.6, 32.0]",,1.0,Ground Pass,,10.928861,,,,15516.0,Thierry Henry,,,,,,,,,1,3,From Free Kick,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,56,1,Arsenal,['386c91c8-5718-4323-9c5d-23c0066e4dc8'],56,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:56.760,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386c91c8-5718-4323-9c5d-23c0066e4dc8,981,,,"[72.6, 32.0]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,['198f56b8-1c43-45df-bf10-cb6590d8233a'],57,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:57.449,42,Ball Receipt*,
,,,,,"[74.2, 34.4]",,,,,,,,,,,,,,,,5.028077,,,,,,,,,,,,,,,,,,,f054354f-7ba7-4678-ab4c-493225be78a8,982,,,"[72.6, 32.0]",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,"['386c91c8-5718-4323-9c5d-23c0066e4dc8', 'c6950266-dfef-496a-8f15-61981491369d']",57,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:25:57.449,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,21f912af-d3e8-43a8-af1c-3e76285825dd,983,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40256.0,Salif Alassane Diao,9.0,Right Defensive Midfield,56,1,Arsenal,['339717ff-411e-4f81-8400-b0906712daea'],1,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:26:01.736,26,Player On,
,,,,,,,,,,,,,,,,,,,,,2.154601,,,,,,,,,,,,,,,,,,,c6950266-dfef-496a-8f15-61981491369d,984,,,"[74.2, 34.4]",26,,,,1.1637609,,40.0,Right Foot,,,,"[93.6, 79.4]",,3.0,High Pass,,49.003674,75.0,Out,,40222.0,Laureano Bisan-Etame Mayer,,,True,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,56,1,Arsenal,['bb20b8d9-e8bd-4e89-8e56-93c541c0bf07'],2,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:26:02.477,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb20b8d9-e8bd-4e89-8e56-93c541c0bf07,985,,,"[85.7, 67.5]",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,56,1,Arsenal,['c6950266-dfef-496a-8f15-61981491369d'],4,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:26:04.632,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,2.395866,,,,,,,,,,,,,,,,,,,b1caabb1-5e6b-404f-801e-fdaacf939b38,986,,,"[33.3, 0.1]",26,,,,0.56386936,,,,,,,"[46.9, 8.7]",,3.0,High Pass,,16.090992,,,,34391.0,Harry Kewell,,,,,,,67.0,Throw-in,1,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,57,24,Liverpool,['10a40492-1d22-43ab-b0e9-9b3761db1e55'],23,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:26:23.904,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10a40492-1d22-43ab-b0e9-9b3761db1e55,987,,,"[46.9, 8.7]",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,34391.0,Harry Kewell,22.0,Right Center Forward,57,24,Liverpool,['b1caabb1-5e6b-404f-801e-fdaacf939b38'],26,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:26:26.299,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,e6752bc9-553a-4efa-bf7a-1dadc0487d6b,988,,,"[73.2, 71.1]",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40221.0,Gilberto Aparecido da Silva,11.0,Left Defensive Midfield,57,24,Liverpool,['01f92a5e-ce74-436b-87fb-eebaf1b4c609'],26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:26:26.299,4,Duel,True
