ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome_id,shot_outcome_name,shot_saved_off_target,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.1, 40.2]",,,44.0,Set,,,,,32.0,Shot Faced,b9276c5f-2949-4997-9660-ff036247a196,2068,,,"[1.1, 40.2]",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,From Corner,34390.0,Jerzy Dudek,1.0,Goalkeeper,141,1,Arsenal,['7a38faf4-702b-45e4-b6b5-e8d193891bbc'],51,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:11:51.711,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,2.959865,,,,,,,,,,,,,,,,,,,89c9c149-7c96-4019-8406-aafd40174798,2069,,,"[6.0, 36.0]",57,,,,0.3392179,,38.0,Left Foot,,,,"[76.0, 60.7]",,3.0,High Pass,,74.22998,,,,40257.0,El-Hadji Ousseynou Diouf,,,,,,,63.0,Goal Kick,2,7,From Goal Kick,34390.0,Jerzy Dudek,1.0,Goalkeeper,142,24,Liverpool,['7e34ecab-633e-4fde-9791-fc9ddf61d965'],9,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:09.689,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e34ecab-633e-4fde-9791-fc9ddf61d965,2070,,,"[76.0, 60.7]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,142,24,Liverpool,['89c9c149-7c96-4019-8406-aafd40174798'],12,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:12.649,42,Ball Receipt*,
,,,,,"[72.7, 68.0]",,,,,,,,,,,,,,,,2.851434,,,,,,,,,,,,,,,,,,,ce8cee9f-18b5-4b70-a9a2-cc47e599609b,2071,,,"[76.0, 60.7]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,142,24,Liverpool,"['7e34ecab-633e-4fde-9791-fc9ddf61d965', 'c0df63f5-75f8-4ed1-8420-bde24521bf32']",12,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:12.649,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,c0df63f5-75f8-4ed1-8420-bde24521bf32,2072,,,"[72.7, 68.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,142,24,Liverpool,['c3408160-95ef-49aa-958c-ca0e6855dbbf'],15,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:15.500,3,Dispossessed,True
,,,,,,,,,,,,True,,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,c3408160-95ef-49aa-958c-ca0e6855dbbf,2073,,,"[47.4, 12.1]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,['c0df63f5-75f8-4ed1-8420-bde24521bf32'],15,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:15.500,4,Duel,True
,,,,,,,,,,,,True,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,27b905b7-d210-43ec-a17a-2074f6a62ccf,2074,,,"[78.4, 64.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,143,1,Arsenal,['d381b9e8-665f-4283-b305-41a95618ff87'],16,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:16.818,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,1.372195,,,,,,,,,,,,,,,,,,,d381b9e8-665f-4283-b305-41a95618ff87,2075,,,"[41.7, 15.2]",57,,,True,-1.1718357,,,,,,,"[46.0, 5.0]",,3.0,High Pass,,11.069327,,,,19312.0,Robert Pirès ,,,,,,,66.0,Recovery,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,"['185f2570-9025-43ed-9c8f-ef9036c0c48e', '27b905b7-d210-43ec-a17a-2074f6a62ccf']",16,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:16.818,30,Pass,True
,,,,,,,,,,,,True,,,,,,,,,0.839804,,,,,,,,,,,,,,,,,,,3b1ae5c0-0868-46ed-8d33-7e1c545c252c,2076,,,"[76.1, 75.1]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,143,1,Arsenal,"['0c8d9c39-d81c-4d68-a999-315f2020bf8d', '185f2570-9025-43ed-9c8f-ef9036c0c48e', '44759dd5-c3b7-4294-bdaf-4510a5d5f9d9', '71365d64-4bce-4fcc-a8ae-cb5fe9f91d91']",17,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:17.584,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185f2570-9025-43ed-9c8f-ef9036c0c48e,2077,,,"[46.0, 5.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['3b1ae5c0-0868-46ed-8d33-7e1c545c252c', 'd381b9e8-665f-4283-b305-41a95618ff87']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.190,42,Ball Receipt*,True
,,,,,"[46.5, 4.6]",,,,,,,,,,,,,,,,0.148876,,,,,,,,,,,,,,,,,,,44759dd5-c3b7-4294-bdaf-4510a5d5f9d9,2078,,,"[46.0, 5.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['0c8d9c39-d81c-4d68-a999-315f2020bf8d', '185f2570-9025-43ed-9c8f-ef9036c0c48e', '3b1ae5c0-0868-46ed-8d33-7e1c545c252c', '5ed9b368-d87b-4427-87b0-1c9072f28ddb']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.190,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5ed9b368-d87b-4427-87b0-1c9072f28ddb,2079,,,"[73.6, 75.5]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,143,1,Arsenal,"['0c8d9c39-d81c-4d68-a999-315f2020bf8d', '44759dd5-c3b7-4294-bdaf-4510a5d5f9d9', '71365d64-4bce-4fcc-a8ae-cb5fe9f91d91']",18,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:18.339,39,Dribbled Past,
,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,0c8d9c39-d81c-4d68-a999-315f2020bf8d,2080,,,"[46.5, 4.6]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['3b1ae5c0-0868-46ed-8d33-7e1c545c252c', '5ed9b368-d87b-4427-87b0-1c9072f28ddb']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.339,14,Dribble,True
,,,,,"[49.5, 5.6]",,,,,,,,,,,,,,,,1.299623,,,,,,,,,,,,,,,,,,,71365d64-4bce-4fcc-a8ae-cb5fe9f91d91,2081,,,"[46.5, 4.6]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['0c8d9c39-d81c-4d68-a999-315f2020bf8d', '1687925b-fcc1-49bc-8512-abb83d3a32da', '3b1ae5c0-0868-46ed-8d33-7e1c545c252c', '5ed9b368-d87b-4427-87b0-1c9072f28ddb', 'a01393b9-7d0d-4c25-b9a0-c83e1213116d']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.339,43,Carry,True
,,,,,,,,,,,,True,,,,,,,,,0.60231,,,,,,,,,,,,,,,,,,,a01393b9-7d0d-4c25-b9a0-c83e1213116d,2082,,,"[69.6, 74.1]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,34392.0,Steve Finnan,2.0,Right Back,143,1,Arsenal,['71365d64-4bce-4fcc-a8ae-cb5fe9f91d91'],18,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:18.744,17,Pressure,
,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2c7a60dd-94ce-4a2f-86d4-f450499d4665,2083,,,"[70.6, 74.5]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,34392.0,Steve Finnan,2.0,Right Back,143,1,Arsenal,"['1687925b-fcc1-49bc-8512-abb83d3a32da', '946158a9-e0ff-43b0-976f-8d9cb4b97751']",19,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:19.638,39,Dribbled Past,
,,,,,,,,,,,,,True,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,1687925b-fcc1-49bc-8512-abb83d3a32da,2084,,,"[49.5, 5.6]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,['2c7a60dd-94ce-4a2f-86d4-f450499d4665'],19,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:19.638,14,Dribble,True
,,,,,"[82.0, 4.3]",,,,,,,,,,,,,,,,5.927908,,,,,,,,,,,,,,,,,,,946158a9-e0ff-43b0-976f-8d9cb4b97751,2085,,,"[49.5, 5.6]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['1687925b-fcc1-49bc-8512-abb83d3a32da', '2c7a60dd-94ce-4a2f-86d4-f450499d4665', '602167d1-490a-4d6b-a97b-a77cb7e983bd', '6d41ad1c-6843-433f-b476-d94315493976']",19,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:19.638,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.731604,,,,,,,,,,,,,,,,,,,602167d1-490a-4d6b-a97b-a77cb7e983bd,2086,,,"[56.6, 73.2]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,34392.0,Steve Finnan,2.0,Right Back,143,1,Arsenal,['946158a9-e0ff-43b0-976f-8d9cb4b97751'],23,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:23.475,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.281713,,,,,,,,,,,,,,,,,,,6d41ad1c-6843-433f-b476-d94315493976,2087,,,"[82.0, 4.3]",57,,,,0.21439546,,40.0,Right Foot,,,,"[94.4, 7.0]",,1.0,Ground Pass,,12.690548,,,,40255.0,Jérémie Aliadière,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,['e08d051c-a317-4a22-a4b0-9c461fa4072c'],25,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:25.566,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e08d051c-a317-4a22-a4b0-9c461fa4072c,2088,,,"[94.4, 7.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40255.0,Jérémie Aliadière,22.0,Right Center Forward,143,1,Arsenal,['6d41ad1c-6843-433f-b476-d94315493976'],26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:26.848,42,Ball Receipt*,
,,,,,"[95.2, 12.8]",,,,,,,,,,,,,,,,2.558539,,,,,,,,,,,,,,,,,,,67756a73-db1f-45e8-96a8-373e9101f0ed,2089,,,"[94.4, 7.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40255.0,Jérémie Aliadière,22.0,Right Center Forward,143,1,Arsenal,"['cd0baf0a-a291-476a-8ae0-45329b52100d', 'e08d051c-a317-4a22-a4b0-9c461fa4072c']",26,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:26.848,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.217599,,,,,,,,,,,,,,,,,,,cd0baf0a-a291-476a-8ae0-45329b52100d,2090,,,"[95.2, 12.8]",57,,,,-2.6255586,,40.0,Right Foot,,,,"[84.8, 6.9]",,1.0,Ground Pass,,11.957006,,,,12529.0,Ashley Cole,,,,,,,,,2,1,Regular Play,40255.0,Jérémie Aliadière,22.0,Right Center Forward,143,1,Arsenal,['c19f823f-2d4f-40db-ad12-f5d294721ef6'],29,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:29.406,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c19f823f-2d4f-40db-ad12-f5d294721ef6,2091,,,"[84.8, 6.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,['cd0baf0a-a291-476a-8ae0-45329b52100d'],30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:30.624,42,Ball Receipt*,
,,,,,"[84.8, 6.9]",,,,,,,,,,,,,,,,0.490015,,,,,,,,,,,,,,,,,,,f5c4a5a7-e934-4b9b-8beb-c053ac2dedd4,2092,,,"[84.8, 6.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,"['71e75b12-a321-4744-ac4d-57630deee988', 'c19f823f-2d4f-40db-ad12-f5d294721ef6']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:30.624,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.716699,,,,,,,,,,,,,,,,,,,71e75b12-a321-4744-ac4d-57630deee988,2093,,,"[84.8, 6.9]",57,,,,-0.32932615,,38.0,Left Foot,,,,"[92.7, 4.2]",,1.0,Ground Pass,,8.348653,,,,19312.0,Robert Pirès ,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,['ea7fa0f6-56d5-461d-a177-927ed9fe5338'],31,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:31.114,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea7fa0f6-56d5-461d-a177-927ed9fe5338,2094,,,"[92.7, 4.2]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,['71e75b12-a321-4744-ac4d-57630deee988'],31,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:31.831,42,Ball Receipt*,
,,,,,"[82.1, 7.4]",,,,,,,,,,,,,,,,1.837981,,,,,,,,,,,,,,,,,,,656d6640-bed9-4c7f-9bdf-cc5106fea47c,2095,,,"[92.7, 4.2]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,"['a2faa5c4-c612-4b6b-a44e-2dde160fe947', 'ea7fa0f6-56d5-461d-a177-927ed9fe5338']",31,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:31.831,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.473028,,,,,,,,,,,,,,,,,,,a2faa5c4-c612-4b6b-a44e-2dde160fe947,2096,,,"[82.1, 7.4]",57,,,,1.7121888,,40.0,Right Foot,,,,"[74.2, 62.9]",,3.0,High Pass,,56.059433,,,,40222.0,Laureano Bisan-Etame Mayer,,,True,,,,,,2,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,143,1,Arsenal,['b3f39385-5749-47e7-84c1-35775907ce8d'],33,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:33.669,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f39385-5749-47e7-84c1-35775907ce8d,2097,,,"[74.2, 62.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,143,1,Arsenal,['a2faa5c4-c612-4b6b-a44e-2dde160fe947'],36,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:36.142,42,Ball Receipt*,
,,,,,"[79.6, 69.8]",,,,,,,,,,,,,,,,1.598817,,,,,,,,,,,,,,,,,,,bab26a13-1281-4001-8462-556d0331b461,2098,,,"[74.2, 62.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,143,1,Arsenal,"['8a285825-484e-4e3c-9f37-55cf3c57b566', 'b3f39385-5749-47e7-84c1-35775907ce8d']",36,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:36.142,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.83883,,,,,,,,,,,,,,,,,,,8a285825-484e-4e3c-9f37-55cf3c57b566,2099,,,"[79.6, 69.8]",57,,,,0.46058953,,40.0,Right Foot,,,,"[92.7, 76.3]",,1.0,Ground Pass,,14.623953,,,,24972.0,Ray Parlour,,,,,,,,,2,1,Regular Play,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,143,1,Arsenal,['4b25f102-c8bf-46d4-9ccf-5ebee0810f0b'],37,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:37.741,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b25f102-c8bf-46d4-9ccf-5ebee0810f0b,2100,,,"[92.7, 76.3]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,143,1,Arsenal,['8a285825-484e-4e3c-9f37-55cf3c57b566'],38,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:38.579,42,Ball Receipt*,
,,,,,"[92.7, 76.3]",,,,,,,,,,,,,,,,2.112581,,,,,,,,,,,,,,,,,,,3b3012ba-47ca-473b-b37c-3b742226022c,2101,,,"[92.7, 76.3]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,143,1,Arsenal,"['3d3902d1-2b9d-40f9-b71b-e0becf444f64', '4b25f102-c8bf-46d4-9ccf-5ebee0810f0b']",38,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:38.579,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.033631,,,,,,,,,,,,,,,,,,,3d3902d1-2b9d-40f9-b71b-e0becf444f64,2102,,,"[92.7, 76.3]",57,,,,-2.7142928,,40.0,Right Foot,,,,"[81.5, 71.2]",,1.0,Ground Pass,,12.306502,,,,26014.0,Eduardo César Daude Gaspar,,,,,,,,,2,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,143,1,Arsenal,['399e72b7-437b-421c-a9ef-406b7e78e27b'],40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:40.692,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399e72b7-437b-421c-a9ef-406b7e78e27b,2103,,,"[81.5, 71.2]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,143,1,Arsenal,['3d3902d1-2b9d-40f9-b71b-e0becf444f64'],41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:41.726,42,Ball Receipt*,
,,,,,"[76.5, 68.4]",,,,,,,,,,,,,,,,1.581792,,,,,,,,,,,,,,,,,,,6ca4c040-25a7-4893-98ef-02daa7278bb5,2104,,,"[81.5, 71.2]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,143,1,Arsenal,"['399e72b7-437b-421c-a9ef-406b7e78e27b', 'c00433ad-9c63-4e13-b0d7-9fef0c179b7a']",41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:41.726,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.7856,,,,,,,,,,,,,,,,,,,c00433ad-9c63-4e13-b0d7-9fef0c179b7a,2105,,,"[76.5, 68.4]",57,,,,-1.6455555,,38.0,Left Foot,,,,"[72.8, 19.0]",,3.0,High Pass,,49.53837,,,,12529.0,Ashley Cole,,,True,,,,,,2,1,Regular Play,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,143,1,Arsenal,['34e0164e-f7ae-44ca-a959-016a23fcff51'],43,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:43.307,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34e0164e-f7ae-44ca-a959-016a23fcff51,2106,,,"[72.8, 19.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,['c00433ad-9c63-4e13-b0d7-9fef0c179b7a'],45,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:45.093,42,Ball Receipt*,
,,,,,"[73.2, 19.0]",,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,00f0b673-4556-45ef-9da3-d2d36538c2d0,2107,,,"[72.8, 19.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,"['299209b9-6a29-4146-84e0-e5b275f36f49', '34e0164e-f7ae-44ca-a959-016a23fcff51']",45,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:45.093,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.167818,,,,,,,,,,,,,,,,,,,299209b9-6a29-4146-84e0-e5b275f36f49,2108,,,"[73.2, 19.0]",57,,,,2.1775043,,38.0,Left Foot,,,,"[63.9, 32.4]",,2.0,Low Pass,,16.311039,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,['d67364ac-6b8c-482d-aa67-1afa72937bf0'],45,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:45.173,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d67364ac-6b8c-482d-aa67-1afa72937bf0,2109,,,"[63.9, 32.4]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,143,1,Arsenal,['299209b9-6a29-4146-84e0-e5b275f36f49'],46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:46.341,42,Ball Receipt*,
,,,,,"[66.6, 31.0]",,,,,,,,,,,,,,,,1.036188,,,,,,,,,,,,,,,,,,,d3e600a3-e1a5-46b4-a82d-b4707219e636,2110,,,"[63.9, 32.4]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,143,1,Arsenal,"['4672cec8-e550-40a0-8950-e1452300d8d0', '4a88bfa2-fbb2-490b-a101-c75cd0318468', 'd67364ac-6b8c-482d-aa67-1afa72937bf0']",46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:46.341,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.716335,,,,,,,,,,,,,,,,,,,4672cec8-e550-40a0-8950-e1452300d8d0,2111,,,"[50.1, 51.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,143,1,Arsenal,['d3e600a3-e1a5-46b4-a82d-b4707219e636'],46,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:46.596,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.547188,,,,,,,,,,,,,,,,,,,4a88bfa2-fbb2-490b-a101-c75cd0318468,2112,,,"[66.6, 31.0]",57,,,,-1.19029,,40.0,Right Foot,,,,"[73.2, 14.5]",,1.0,Ground Pass,,17.771044,,,,12529.0,Ashley Cole,,,,,,,,,2,1,Regular Play,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,143,1,Arsenal,['72e2ae41-8093-4d5f-9563-cc3ec67f1e88'],47,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:47.377,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72e2ae41-8093-4d5f-9563-cc3ec67f1e88,2113,,,"[73.2, 14.5]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,12529.0,Ashley Cole,6.0,Left Back,143,1,Arsenal,['4a88bfa2-fbb2-490b-a101-c75cd0318468'],48,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:48.924,42,Ball Receipt*,
