ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_body_part_id,shot_body_part_name,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,"[37.6, 19.2]",,,,,,,,,,,,,,,,1.011517,,,,,,,,,,,,,,,,,,,,,3114e361-c1e7-437e-bc65-0f880f49b85b,256,,,"[37.4, 19.2]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40238.0,Lilian Nalis,11.0,Left Defensive Midfield,14,22,Leicester City,"['96d90431-60e1-4007-bc02-8df63dc0491a', 'f7be59a0-03e2-4f62-898a-ba1d7bcb7918']",37,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:37.732,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.484243,,,,,,,,,,,,,,,,,,,,,f7be59a0-03e2-4f62-898a-ba1d7bcb7918,257,,,"[37.6, 19.2]",5,,,,,0.27929616,,40.0,Right Foot,,,"[64.1, 26.8]",,3.0,High Pass,,27.56828,,,,,,40240.0,Paul Dickov,,,,,,,,,1,1,Regular Play,40238.0,Lilian Nalis,11.0,Left Defensive Midfield,14,22,Leicester City,['e2c0c455-22da-4ca8-8281-fa389c5e209c'],38,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:38.743,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2c0c455-22da-4ca8-8281-fa389c5e209c,258,,,"[64.1, 26.8]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40240.0,Paul Dickov,24.0,Left Center Forward,14,22,Leicester City,['f7be59a0-03e2-4f62-898a-ba1d7bcb7918'],40,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:40.228,42,Ball Receipt*,
,,,,,"[59.6, 27.5]",,,,,,,,,,,,,,,,0.828395,,,,,,,,,,,,,,,,,,,,,a283713d-6d48-4114-9c8d-a2a31365bf83,259,,,"[64.1, 26.8]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40240.0,Paul Dickov,24.0,Left Center Forward,14,22,Leicester City,"['80c1a882-32e0-4bc5-8a01-4e8608128369', 'e2c0c455-22da-4ca8-8281-fa389c5e209c']",40,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:40.228,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.414406,,,,,,,,,,,,,,,,,,,,,80c1a882-32e0-4bc5-8a01-4e8608128369,260,,,"[59.6, 27.5]",5,,,,,1.8200485,,40.0,Right Foot,,,"[58.2, 33.0]",,2.0,Low Pass,,5.6753855,,,9.0,Incomplete,,,,,,,,,,,,1,1,Regular Play,40240.0,Paul Dickov,24.0,Left Center Forward,14,22,Leicester City,['9cf8ed1d-2c8b-49d6-a0f7-ba3df7218967'],41,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:41.056,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.706723,,,,,,,,,,,,,,,,,,,,,dd9f371e-a663-416c-b15a-cc75f0069c39,261,,,"[60.0, 26.6]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40243.0,Frank Mohammed Sinclair,2.0,Right Back,14,22,Leicester City,"['29c367ae-96f4-4dad-b513-1df8b8e880da', '9cf8ed1d-2c8b-49d6-a0f7-ba3df7218967', 'a6650a6c-75f6-46f9-b098-f4d5bec590ca']",41,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:41.412,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9cf8ed1d-2c8b-49d6-a0f7-ba3df7218967,262,,,"[61.9, 47.1]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,13.0,Right Center Midfield,14,22,Leicester City,"['80c1a882-32e0-4bc5-8a01-4e8608128369', 'dd9f371e-a663-416c-b15a-cc75f0069c39']",41,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:05:41.471,2,Ball Recovery,True
,,,,,"[58.1, 52.3]",,,,,,,,,,,,,,,,0.647846,,,,,,,,,,,,,,,,,,,,,29c367ae-96f4-4dad-b513-1df8b8e880da,263,,,"[61.9, 47.1]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,13.0,Right Center Midfield,14,22,Leicester City,"['9cf8ed1d-2c8b-49d6-a0f7-ba3df7218967', 'a6650a6c-75f6-46f9-b098-f4d5bec590ca', 'dd9f371e-a663-416c-b15a-cc75f0069c39']",41,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:05:41.471,43,Carry,True
,,,,,,,,,,,,,,9.0,Incomplete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,a6650a6c-75f6-46f9-b098-f4d5bec590ca,264,,,"[58.1, 52.3]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,13.0,Right Center Midfield,14,22,Leicester City,"['dd9f371e-a663-416c-b15a-cc75f0069c39', 'f55266ec-6ca2-4245-92c2-0419b3b42e2f']",42,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:05:42.118,14,Dribble,True
,,,,,,,,,,,,True,,,,,4.0,Won,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,f55266ec-6ca2-4245-92c2-0419b3b42e2f,265,,,"[62.0, 27.8]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40243.0,Frank Mohammed Sinclair,2.0,Right Back,14,22,Leicester City,['a6650a6c-75f6-46f9-b098-f4d5bec590ca'],42,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:42.118,4,Duel,True
,,,,,"[63.2, 29.6]",,,,,,,,,,,,,,,,0.408818,,,,,,,,,,,,,,,,,,,,,d487aba4-d0fb-493e-8af3-674812192ff8,266,,,"[62.0, 27.8]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40243.0,Frank Mohammed Sinclair,2.0,Right Back,14,22,Leicester City,"['804e0dfb-1aab-44ac-ae25-ed38951cf19e', '86ed95f8-f301-4e99-ab32-ab91c16328d6', 'f55266ec-6ca2-4245-92c2-0419b3b42e2f']",42,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:42.118,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,86ed95f8-f301-4e99-ab32-ab91c16328d6,267,,,"[56.9, 50.5]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15515.0,Patrick Vieira,13.0,Right Center Midfield,14,22,Leicester City,"['804e0dfb-1aab-44ac-ae25-ed38951cf19e', 'd487aba4-d0fb-493e-8af3-674812192ff8']",42,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:05:42.527,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,804e0dfb-1aab-44ac-ae25-ed38951cf19e,268,,,"[63.2, 29.6]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40243.0,Frank Mohammed Sinclair,2.0,Right Back,14,22,Leicester City,['86ed95f8-f301-4e99-ab32-ab91c16328d6'],42,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:42.527,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,2.524736,,,,,,,,,,,,,,,,,,,,,e95da8d2-6bcc-4877-bcc6-b80e7877c8dd,269,,,"[63.7, 29.6]",5,,True,,,1.7448951,,40.0,Right Foot,,,"[56.7, 69.4]",,1.0,Ground Pass,,40.41089,,,,,,40243.0,Frank Mohammed Sinclair,,,,,,,62.0,Free Kick,1,3,From Free Kick,15049.0,Billy McKinlay,9.0,Right Defensive Midfield,15,22,Leicester City,['c47d1bfa-d196-443b-b7c9-bb93e39a55cb'],54,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:54.165,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c47d1bfa-d196-443b-b7c9-bb93e39a55cb,270,,,"[56.7, 69.4]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40243.0,Frank Mohammed Sinclair,2.0,Right Back,15,22,Leicester City,['e95da8d2-6bcc-4877-bcc6-b80e7877c8dd'],56,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:56.690,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.360714,,,,,,,,,,,,,,,,,,,,,84806a8e-f7d7-4bfc-affd-cf9a5b472d45,271,,,"[56.7, 69.4]",5,,,,,0.49356386,,40.0,Right Foot,,,"[72.5, 77.9]",,1.0,Ground Pass,,17.941294,,,,,,40242.0,Marcus Bent,,,,,,,,,1,3,From Free Kick,40243.0,Frank Mohammed Sinclair,2.0,Right Back,15,22,Leicester City,['b1dd6770-4029-4c03-9a50-bfb23f65928e'],57,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:57.958,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1dd6770-4029-4c03-9a50-bfb23f65928e,272,,,"[72.5, 77.9]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['84806a8e-f7d7-4bfc-affd-cf9a5b472d45'],59,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:59.319,42,Ball Receipt*,
,,,,,"[69.3, 76.8]",,,,,,,,,,,,,,,,1.136117,,,,,,,,,,,,,,,,,,,,,06482947-3566-4350-b664-a2a562226faf,273,,,"[72.5, 77.9]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,"['b1dd6770-4029-4c03-9a50-bfb23f65928e', 'f1638f99-470c-4dbf-ae3b-7daf7de33961']",59,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:05:59.319,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.73493,,,,,,,,,,,,,,,,,,,,,f1638f99-470c-4dbf-ae3b-7daf7de33961,274,,,"[69.3, 76.8]",6,,,,,3.115283,,40.0,Right Foot,,,"[50.3, 77.3]",,1.0,Ground Pass,,19.006578,,,,,,40243.0,Frank Mohammed Sinclair,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['1dd8075f-14f1-42af-9220-5348fb91db55'],0,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:00.455,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dd8075f-14f1-42af-9220-5348fb91db55,275,,,"[50.3, 77.3]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40243.0,Frank Mohammed Sinclair,2.0,Right Back,15,22,Leicester City,['f1638f99-470c-4dbf-ae3b-7daf7de33961'],2,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:02.190,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.248025,,,,,,,,,,,,,,,,,,,,,a60b0384-9183-4429-8a07-ed16559f5e29,276,,,"[50.3, 77.3]",6,,,,,-1.9799004,,40.0,Right Foot,,,"[44.1, 63.0]",,2.0,Low Pass,,15.586212,,,,,,24798.0,Nikos Dabizas,,,,,,,,,1,3,From Free Kick,40243.0,Frank Mohammed Sinclair,2.0,Right Back,15,22,Leicester City,['9500336e-fadc-407b-b655-a6a49c7595b1'],2,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:02.191,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500336e-fadc-407b-b655-a6a49c7595b1,277,,,"[44.1, 63.0]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24798.0,Nikos Dabizas,5.0,Left Center Back,15,22,Leicester City,['a60b0384-9183-4429-8a07-ed16559f5e29'],3,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:03.439,42,Ball Receipt*,
,,,,,"[54.7, 62.1]",,,,,,,,,,,,,,,,2.771274,,,,,,,,,,,,,,,,,,,,,d46ab078-37a2-4f20-9c86-51dae454315a,278,,,"[44.1, 63.0]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,24798.0,Nikos Dabizas,5.0,Left Center Back,15,22,Leicester City,"['4de99b67-0325-427a-8a8c-a35d8fc72859', '9500336e-fadc-407b-b655-a6a49c7595b1']",3,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:03.439,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.848989,,,,,,,,,,,,,,,,,,,,,4de99b67-0325-427a-8a8c-a35d8fc72859,279,,,"[54.7, 62.1]",6,,,,,-0.32947242,,40.0,Right Foot,,,"[70.2, 56.8]",,1.0,Ground Pass,,16.381086,,,,,,40240.0,Paul Dickov,,,,,,,,,1,3,From Free Kick,24798.0,Nikos Dabizas,5.0,Left Center Back,15,22,Leicester City,['a92e9be5-1569-4ce3-ae5d-3e5877631ac7'],6,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:06.210,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a92e9be5-1569-4ce3-ae5d-3e5877631ac7,280,,,"[70.2, 56.8]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40240.0,Paul Dickov,24.0,Left Center Forward,15,22,Leicester City,['4de99b67-0325-427a-8a8c-a35d8fc72859'],7,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:07.059,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.250814,,,,,,,,,,,,,,,,,,,,,ca1b4bbd-c351-4252-88ae-0c43c13aaa39,281,,,"[70.2, 56.8]",6,,,,,1.5940479,,40.0,Right Foot,,,"[69.9, 69.7]",,3.0,High Pass,,12.903488,,,,,,15173.0,Steffen Freund,,,,,,,,,1,3,From Free Kick,40240.0,Paul Dickov,24.0,Left Center Forward,15,22,Leicester City,['a5bf586a-f849-43eb-83bf-2c5df0b94e05'],7,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:07.059,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5bf586a-f849-43eb-83bf-2c5df0b94e05,282,,,"[69.9, 69.7]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15173.0,Steffen Freund,12.0,Right Midfield,15,22,Leicester City,['ca1b4bbd-c351-4252-88ae-0c43c13aaa39'],8,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:08.310,42,Ball Receipt*,
,,,,,"[77.8, 71.8]",,,,,,,,,,,,,,,,1.337763,,,,,,,,,,,,,,,,,,,,,9ac87780-51fb-456b-8d11-718c08386154,283,,,"[69.9, 69.7]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15173.0,Steffen Freund,12.0,Right Midfield,15,22,Leicester City,"['a3698172-4b06-4226-83de-85d50574e2a3', 'a5bf586a-f849-43eb-83bf-2c5df0b94e05']",8,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:08.310,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.83017,,,,,,,,,,,,,,,,,,,,,a3698172-4b06-4226-83de-85d50574e2a3,284,,,"[77.8, 71.8]",6,,,,,1.9409672,,40.0,Right Foot,,,"[75.2, 78.5]",,1.0,Ground Pass,,7.1867933,,,,,,40242.0,Marcus Bent,,,,,,,,,1,3,From Free Kick,15173.0,Steffen Freund,12.0,Right Midfield,15,22,Leicester City,['76426598-1db1-422a-afab-7f49d90cc4e3'],9,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:09.648,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76426598-1db1-422a-afab-7f49d90cc4e3,285,,,"[75.2, 78.5]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['a3698172-4b06-4226-83de-85d50574e2a3'],10,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:10.478,42,Ball Receipt*,
,,,,,"[77.8, 70.3]",,,,,,,,,,,,,,,,3.119577,,,,,,,,,,,,,,,,,,,,,02843d85-9a8e-4a6a-919e-4099754a4c29,286,,,"[75.2, 78.5]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,"['2a04ad2f-70d8-415e-b124-599e3b11d831', '76426598-1db1-422a-afab-7f49d90cc4e3', 'a5e9b67a-df81-448d-8609-1df22b56fe8f']",10,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:10.478,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.371467,,,,,,,,,,,,,,,,,,,,,2a04ad2f-70d8-415e-b124-599e3b11d831,287,,,"[47.6, 12.5]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,13.0,Right Center Midfield,15,22,Leicester City,['02843d85-9a8e-4a6a-919e-4099754a4c29'],12,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:12.092,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,ef2853ee-fc08-4eab-8b61-26bd066a1b08,288,,,"[42.3, 9.8]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,13.0,Right Center Midfield,15,22,Leicester City,"['33e3f4fd-59be-41ff-bbf9-fbaf11b38d3c', 'a5e9b67a-df81-448d-8609-1df22b56fe8f']",13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:13.597,39,Dribbled Past,
,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,a5e9b67a-df81-448d-8609-1df22b56fe8f,289,,,"[77.8, 70.3]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['ef2853ee-fc08-4eab-8b61-26bd066a1b08'],13,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:13.597,14,Dribble,True
,,,,,"[77.8, 69.7]",,,,,,,,,,,,,,,,0.237951,,,,,,,,,,,,,,,,,,,,,33e3f4fd-59be-41ff-bbf9-fbaf11b38d3c,290,,,"[77.8, 70.3]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,"['0dfc6863-eb76-4790-8946-e435d3b8225d', 'a5e9b67a-df81-448d-8609-1df22b56fe8f', 'b962b76b-d0ba-473d-a6aa-002d5a22c7f5', 'ef2853ee-fc08-4eab-8b61-26bd066a1b08']",13,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:13.597,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,b962b76b-d0ba-473d-a6aa-002d5a22c7f5,291,,,"[42.3, 10.4]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15515.0,Patrick Vieira,13.0,Right Center Midfield,15,22,Leicester City,"['0dfc6863-eb76-4790-8946-e435d3b8225d', '33e3f4fd-59be-41ff-bbf9-fbaf11b38d3c', 'a4cc7fc9-d369-45f0-8086-b1221634f8f9']",13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:13.835,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,0dfc6863-eb76-4790-8946-e435d3b8225d,292,,,"[77.8, 69.7]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['b962b76b-d0ba-473d-a6aa-002d5a22c7f5'],13,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:13.835,21,Foul Won,True
,,,,,"[97.1, 72.4]",,,,,,,,,,,,,,,,8.632127,,,,,,,,,,,,,,,,,,,,,a4cc7fc9-d369-45f0-8086-b1221634f8f9,293,,,"[77.8, 69.7]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,"['0dfc6863-eb76-4790-8946-e435d3b8225d', '1d744b2f-e49f-4908-bf1f-d3b9b946e034', '6e0a9695-fb06-4126-adf3-7a4873776e78', 'b962b76b-d0ba-473d-a6aa-002d5a22c7f5']",13,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:13.835,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.836188,,,,,,,,,,,,,,,,,,,,,1d744b2f-e49f-4908-bf1f-d3b9b946e034,294,,,"[31.5, 16.6]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,15.0,Left Center Midfield,15,22,Leicester City,['a4cc7fc9-d369-45f0-8086-b1221634f8f9'],15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:15.193,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.6207,,,,,,,,,,,,,,,,,,,,,1e55c5d0-fc13-44a3-b8bd-1b2a771f904a,295,,,"[35.5, 25.9]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,15,22,Leicester City,,16,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:16.247,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,4.653103,,,,,,,,,,,,,,,,,,,,,7d721aef-ae4d-4165-ac6d-29ecd4bf29da,296,,,"[32.9, 27.4]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,15.0,Left Center Midfield,15,22,Leicester City,,17,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:17.813,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3092bc17-ff7e-419c-b599-1a8c5029a27d,297,,,"[23.0, 7.7]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,15.0,Left Center Midfield,15,22,Leicester City,['6e0a9695-fb06-4126-adf3-7a4873776e78'],22,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:22.468,39,Dribbled Past,
,,,,,,,,,,,,,,9.0,Incomplete,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6e0a9695-fb06-4126-adf3-7a4873776e78,298,,,"[97.1, 72.4]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40242.0,Marcus Bent,22.0,Right Center Forward,15,22,Leicester City,['3092bc17-ff7e-419c-b599-1a8c5029a27d'],22,,,,,,,,,,,,,,,,,,,,,,22,Leicester City,00:06:22.468,14,Dribble,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,d63d1b5e-e45e-4409-9d52-654f960d2efe,299,,,"[27.1, 18.3]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,15,22,Leicester City,,23,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:23.236,2,Ball Recovery,
,,,,,"[36.1, 25.4]",,,,,,,,,,,,,,,,1.824812,,,,,,,,,,,,,,,,,,,,,4fa55bd5-4493-4595-a4f3-4e4e2df27b1a,300,,,"[27.1, 18.3]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,15,22,Leicester City,"['6ee3b4b5-22b6-4eed-94ab-267a0bc18751', 'd63d1b5e-e45e-4409-9d52-654f960d2efe']",23,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:23.236,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.539036,,,,,,,,,,,,,,,,,,,,,6ee3b4b5-22b6-4eed-94ab-267a0bc18751,301,,,"[36.1, 25.4]",6,,,,,0.6217654,,40.0,Right Foot,,,"[54.8, 38.8]",,1.0,Ground Pass,,23.005434,,,,,,15516.0,Thierry Henry,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,15,22,Leicester City,['8a476402-388f-4afd-8576-2782be51b119'],25,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:25.061,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a476402-388f-4afd-8576-2782be51b119,302,,,"[54.8, 38.8]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,15,22,Leicester City,['6ee3b4b5-22b6-4eed-94ab-267a0bc18751'],26,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:06:26.600,42,Ball Receipt*,
