50_50_outcome_id,50_50_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_no_touch,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5693569a-0ed6-46e1-90a8-9414a810f4ec,643,,,"[6.3, 57.1]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40364.0,Roy Carroll,1.0,Goalkeeper,48,39,Manchester United,['1c4304d1-9bd7-4aaf-98a9-aedc8709bf53'],15,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:15.524,2,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,3.201754,,,,,,,,,,,,,,,,,,,a6ce451d-0e99-48e2-aad0-a283d95d520b,644,,,"[15.7, 52.0]",18,,True,,,0.23963746,,40.0,Right Foot,,,,"[95.1, 71.4]",,3.0,High Pass,,81.73567,,9.0,Incomplete,,,,,,,,,,,,1,4,From Throw In,40364.0,Roy Carroll,1.0,Goalkeeper,48,39,Manchester United,['9f569f14-2d25-4d85-8117-95e23620ff71'],23,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:23.936,30,Pass,
,,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9f569f14-2d25-4d85-8117-95e23620ff71,645,,,"[25.0, 8.7]",18,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,48,39,Manchester United,['a6ce451d-0e99-48e2-aad0-a283d95d520b'],27,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:18:27.137,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,1.140844,,,,,,,,,,,,,,,,,,,fa16eead-ab02-4b3a-9c34-53fe14a1ecd4,646,,,"[89.1, 80.0]",18,,,,,-2.4736636,,,,,,,"[80.1, 72.9]",,3.0,High Pass,,11.46342,,,,,40365.0,Eric Daniel Djemba-Djemba,,,,,,,67.0,Throw-in,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,49,39,Manchester United,['dd3f7b3f-e89b-42bc-a76e-d46822b13c2d'],33,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:33.828,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd3f7b3f-e89b-42bc-a76e-d46822b13c2d,647,,,"[80.1, 72.9]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40365.0,Eric Daniel Djemba-Djemba,13.0,Right Center Midfield,49,39,Manchester United,['fa16eead-ab02-4b3a-9c34-53fe14a1ecd4'],34,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:34.968,42,Ball Receipt*,
,,,,,,"[86.5, 73.1]",,,,,,,,,,,,,,,5.34591,,,,,,,,,,,,,,,,,,,c9d44127-0022-41a3-8100-d558125ca077,648,,,"[80.1, 72.9]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40365.0,Eric Daniel Djemba-Djemba,13.0,Right Center Midfield,49,39,Manchester United,"['0c52dd34-8c92-4f87-989c-75fed676abc7', 'dd3f7b3f-e89b-42bc-a76e-d46822b13c2d']",34,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:34.968,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.636117,,,,,,,,,,,,,,,,,,,0c52dd34-8c92-4f87-989c-75fed676abc7,649,,,"[86.5, 73.1]",18,,,,,0.3416155,,40.0,Right Foot,,,,"[91.0, 74.7]",,1.0,Ground Pass,,4.7759814,,,,,15666.0,Paul Scholes,,,,,,,,,1,4,From Throw In,40365.0,Eric Daniel Djemba-Djemba,13.0,Right Center Midfield,49,39,Manchester United,['b2afc2ff-fd81-475f-9d09-2419cc4fb80d'],40,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:40.314,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2afc2ff-fd81-475f-9d09-2419cc4fb80d,650,,,"[91.0, 74.7]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15666.0,Paul Scholes,19.0,Center Attacking Midfield,49,39,Manchester United,['0c52dd34-8c92-4f87-989c-75fed676abc7'],40,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:40.951,42,Ball Receipt*,
,,,,,,"[91.1, 72.2]",,,,,,,,,,,,,,,0.24824,,,,,,,,,,,,,,,,,,,117cf565-699f-49d9-8b2f-513bd6f28db0,651,,,"[91.0, 74.7]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15666.0,Paul Scholes,19.0,Center Attacking Midfield,49,39,Manchester United,"['b2afc2ff-fd81-475f-9d09-2419cc4fb80d', 'c1de9323-456f-4401-9fb8-cb8f136eab35']",40,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:40.951,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.826816,,,,,,,,,,,,,,,,,,,c1de9323-456f-4401-9fb8-cb8f136eab35,652,,,"[91.1, 72.2]",18,,,,,2.5568473,,40.0,Right Foot,,,,"[84.0, 76.9]",,1.0,Ground Pass,,8.514693,,,,,15402.0,Gary Neville,,,,,,,,,1,4,From Throw In,15666.0,Paul Scholes,19.0,Center Attacking Midfield,49,39,Manchester United,['d2b15499-ba2e-4dc5-8f9f-f2598d6b1803'],41,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:41.199,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2b15499-ba2e-4dc5-8f9f-f2598d6b1803,653,,,"[84.0, 76.9]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,49,39,Manchester United,['c1de9323-456f-4401-9fb8-cb8f136eab35'],42,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:42.026,42,Ball Receipt*,
,,,,,,"[85.0, 76.9]",,,,,,,,,,,,,,,0.453096,,,,,,,,,,,,,,,,,,,c6f78498-3095-4ac3-bcd5-9872605c3173,654,,,"[84.0, 76.9]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,49,39,Manchester United,"['70c82eed-6ec1-4b1c-bb23-6fa667c12b48', 'd2b15499-ba2e-4dc5-8f9f-f2598d6b1803']",42,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:42.026,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.00346,,,,,,,,,,,,,,,,,,,70c82eed-6ec1-4b1c-bb23-6fa667c12b48,655,,,"[85.0, 76.9]",18,,,,,0.097253196,,40.0,Right Foot,,,,"[93.2, 77.7]",,1.0,Ground Pass,,8.238932,,,,,4022.0,Darren Fletcher,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,49,39,Manchester United,['8e390b9c-a6a0-4aa2-ab1d-faad73e1e970'],42,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:42.479,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e390b9c-a6a0-4aa2-ab1d-faad73e1e970,656,,,"[93.2, 77.7]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,49,39,Manchester United,['70c82eed-6ec1-4b1c-bb23-6fa667c12b48'],43,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:43.482,42,Ball Receipt*,
,,,,,,"[95.0, 78.1]",,,,,,,,,,,,,,,1.048685,,,,,,,,,,,,,,,,,,,6035cd7d-c40f-4db3-af07-e2d7960efa40,657,,,"[93.2, 77.7]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,49,39,Manchester United,"['8e390b9c-a6a0-4aa2-ab1d-faad73e1e970', 'b75ab29f-eff4-4745-9dff-666ff6fa45a3']",43,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:43.482,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.066967,,,,,,,,,,,,,,,,,,,b75ab29f-eff4-4745-9dff-666ff6fa45a3,658,,,"[95.0, 78.1]",18,,,,,-0.13706617,,40.0,Right Foot,,,,"[97.9, 77.7]",,1.0,Ground Pass,,2.9274561,,9.0,Incomplete,,15666.0,Paul Scholes,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,49,39,Manchester United,"['0925b99d-876d-451c-b400-94609e912293', 'f47bc518-cd0e-4c97-b424-1519b2c8fbe5']",44,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:44.531,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f47bc518-cd0e-4c97-b424-1519b2c8fbe5,659,,,"[106.8, 71.1]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15666.0,Paul Scholes,19.0,Center Attacking Midfield,49,39,Manchester United,['b75ab29f-eff4-4745-9dff-666ff6fa45a3'],44,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:44.598,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0925b99d-876d-451c-b400-94609e912293,660,,,"[22.2, 2.4]",18,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20302.0,Gaël Clichy,6.0,Left Back,49,39,Manchester United,['b75ab29f-eff4-4745-9dff-666ff6fa45a3'],44,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:18:44.598,6,Block,
,,,,,,,,,,,,,,,,,,,,,1.49213,,,,,,,,,,,,,,,,,,,25ced2c9-ab92-4337-a4cd-ec255fda64a4,661,,,"[100.2, 80.0]",18,,,,,-2.796037,,,,,,,"[92.7, 77.3]",,3.0,High Pass,,7.971198,,,,,15402.0,Gary Neville,,,,,,,67.0,Throw-in,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,50,39,Manchester United,['46cc4a7c-8532-48c2-a1ca-b04e847a658f'],49,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:49.273,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46cc4a7c-8532-48c2-a1ca-b04e847a658f,662,,,"[92.7, 77.3]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,50,39,Manchester United,['25ced2c9-ab92-4337-a4cd-ec255fda64a4'],50,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:50.765,42,Ball Receipt*,
,,,,,,"[91.8, 75.7]",,,,,,,,,,,,,,,1.357991,,,,,,,,,,,,,,,,,,,b2fac3ef-781f-4845-bb8b-f340a963cf64,663,,,"[92.7, 77.3]",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,50,39,Manchester United,"['00e522f6-2580-4afc-b6c2-d53cf3a4c675', '46cc4a7c-8532-48c2-a1ca-b04e847a658f']",50,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:50.765,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.148366,,,,,,,,,,,,,,,,,,,00e522f6-2580-4afc-b6c2-d53cf3a4c675,664,,,"[91.8, 75.7]",18,,,,,-1.1258247,,40.0,Right Foot,True,,,"[105.2, 47.6]",,3.0,High Pass,,31.131495,,9.0,Incomplete,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,50,39,Manchester United,['a04e3b48-d617-42d8-8e1b-4af689a25625'],52,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:18:52.123,30,Pass,
,,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,a04e3b48-d617-42d8-8e1b-4af689a25625,665,,,"[14.9, 32.5]",18,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,50,39,Manchester United,['00e522f6-2580-4afc-b6c2-d53cf3a4c675'],53,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:18:53.272,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,1.331042,,,,,,,,,,,,,,,,,,,27a5a61c-dd3c-4948-beaf-f68652bfca06,666,,,"[100.1, 80.0]",19,,,,,-0.2793819,,,,,,,"[112.3, 76.5]",,3.0,High Pass,,12.692123,,,,,4022.0,Darren Fletcher,,,,,,,67.0,Throw-in,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,51,39,Manchester United,['115cd1d8-20ff-4d9f-a48b-e2fb165cc1bb'],2,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:02.218,30,Pass,
,,,,,,,,,,,,,,,,,,,,,1.285126,,,,,,,,,,,,,,,,,,,865bd650-ea40-470d-a906-576620522d9f,667,,,"[8.8, 5.1]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,51,39,Manchester United,"['115cd1d8-20ff-4d9f-a48b-e2fb165cc1bb', 'dee3fd97-d8a3-4a53-8f7b-5f6e3b4a6eec']",3,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:03.321,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115cd1d8-20ff-4d9f-a48b-e2fb165cc1bb,668,,,"[112.3, 76.5]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,51,39,Manchester United,"['27a5a61c-dd3c-4948-beaf-f68652bfca06', '865bd650-ea40-470d-a906-576620522d9f']",3,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:03.549,42,Ball Receipt*,True
,,,,,,"[115.1, 75.8]",,,,,,,,,,,,,,,1.093363,,,,,,,,,,,,,,,,,,,dee3fd97-d8a3-4a53-8f7b-5f6e3b4a6eec,669,,,"[112.3, 76.5]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,51,39,Manchester United,"['115cd1d8-20ff-4d9f-a48b-e2fb165cc1bb', '865bd650-ea40-470d-a906-576620522d9f', 'd97e9ca1-d430-47c0-9278-27babecf2dd2']",3,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:03.549,43,Carry,True
,,,,,,,,,,,,,,9.0,Incomplete,,,,,,0.0,,,,,,,,,,,,,,,,,,,d97e9ca1-d430-47c0-9278-27babecf2dd2,670,,,"[115.1, 75.8]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,51,39,Manchester United,['01ded09b-aa4d-43e0-add2-c7da57a5516e'],4,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:04.642,14,Dribble,True
,,,,,,,,,,,,,,,,,14.0,Lost Out,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,01ded09b-aa4d-43e0-add2-c7da57a5516e,671,,,"[5.0, 4.3]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,51,39,Manchester United,['d97e9ca1-d430-47c0-9278-27babecf2dd2'],4,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:04.642,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,0.927921,,,,,,,,,,,,,,,,,,,90a8a890-5ecc-46da-a2b2-f922f38e70f9,672,,,"[115.7, 80.0]",19,,,,,-2.7498927,,,,,,,"[111.1, 78.1]",,2.0,Low Pass,,4.976947,,,,,15402.0,Gary Neville,,,,,,,67.0,Throw-in,1,4,From Throw In,4022.0,Darren Fletcher,12.0,Right Midfield,52,39,Manchester United,['9c75adf1-2e38-4448-8aec-1c72d10e9ed7'],7,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:07.967,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c75adf1-2e38-4448-8aec-1c72d10e9ed7,673,,,"[111.1, 78.1]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,52,39,Manchester United,['90a8a890-5ecc-46da-a2b2-f922f38e70f9'],8,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:08.895,42,Ball Receipt*,
,,,,,,"[111.5, 78.1]",,,,,,,,,,,,,,,0.881443,,,,,,,,,,,,,,,,,,,487bf43b-bd72-48f6-b269-a7193d16ea92,674,,,"[111.1, 78.1]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,52,39,Manchester United,"['2090f6b3-753a-4dd9-ba2a-d42ca9045d67', '9c75adf1-2e38-4448-8aec-1c72d10e9ed7']",8,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:08.895,43,Carry,
,,,,,,,,,,,,,,,,,,,,,3.72659,,,,,,,,,,,,,,,,,,,2090f6b3-753a-4dd9-ba2a-d42ca9045d67,675,,,"[111.5, 78.1]",19,,,,,-1.4671086,,40.0,Right Foot,True,,,"[115.6, 38.7]",,3.0,High Pass,,39.61275,,9.0,Incomplete,,,,,,,,,,,,1,4,From Throw In,15402.0,Gary Neville,2.0,Right Back,52,39,Manchester United,['e827844b-2ab9-42a6-8c8d-7fe91d7205a9'],9,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:09.776,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,15.0,Success,,,,,,,25.0,Collected,e827844b-2ab9-42a6-8c8d-7fe91d7205a9,676,,,"[4.5, 41.4]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,53,1,Arsenal,['2090f6b3-753a-4dd9-ba2a-d42ca9045d67'],13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:13.503,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,3.031605,,,,,,,,,,,,,,,,,,,3dd71cc5-1ea2-4b27-994d-a633d87960f6,677,,,"[14.8, 42.0]",19,,True,,,-0.14309753,,40.0,Right Foot,,,,"[73.1, 33.6]",,3.0,High Pass,,58.90204,,9.0,Incomplete,,,,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,53,1,Arsenal,['4858716a-e401-4f5c-9513-32cf49bacc88'],24,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:24.955,30,Pass,
,,,,,,,,37.0,Head,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4858716a-e401-4f5c-9513-32cf49bacc88,678,,,"[47.0, 46.5]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,20341.0,Mikaël Silvestre,5.0,Left Center Back,53,1,Arsenal,['3dd71cc5-1ea2-4b27-994d-a633d87960f6'],27,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:27.987,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,edca69c6-b032-412a-b5a9-400651d85647,679,,,"[9.4, 19.7]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,53,1,Arsenal,,33,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:33.252,2,Ball Recovery,
,,,,,,"[10.7, 20.1]",,,,,,,,,,,,,,,0.964834,,,,,,,,,,,,,,,,,,,451a2586-8fcf-4a28-a2d3-d8d845d8b78d,680,,,"[9.4, 19.7]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,53,1,Arsenal,"['b7c11f6f-db2b-4c4a-89a9-bae491a2aa14', 'edca69c6-b032-412a-b5a9-400651d85647']",33,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:33.252,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.109542,,,,,,,,,,,,,,,,,,,b7c11f6f-db2b-4c4a-89a9-bae491a2aa14,681,,,"[10.7, 20.1]",19,,,,,-0.5636711,,40.0,Right Foot,,,,"[21.3, 13.4]",,1.0,Ground Pass,,12.539936,,,,,26014.0,Eduardo César Daude Gaspar,,,,,,,,,1,8,From Keeper,20015.0,Jens Lehmann,1.0,Goalkeeper,53,1,Arsenal,['f174e336-7948-4f84-9139-b8b857854ceb'],34,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:34.217,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f174e336-7948-4f84-9139-b8b857854ceb,682,,,"[21.3, 13.4]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,26014.0,Eduardo César Daude Gaspar,11.0,Left Defensive Midfield,53,1,Arsenal,['b7c11f6f-db2b-4c4a-89a9-bae491a2aa14'],36,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:36.327,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,2.328057,,,,,,,,,,,,,,,,,,,b98a6384-af1e-4b88-be6c-a686c10c7bac,683,,,"[23.9, 13.0]",19,,True,,,1.3407643,,40.0,Right Foot,,,,"[31.3, 44.6]",,1.0,Ground Pass,,32.45489,,,,,38412.0,Kolo Habib Touré,,,,,,,,,1,8,From Keeper,26014.0,Eduardo César Daude Gaspar,11.0,Left Defensive Midfield,53,1,Arsenal,['d210acbf-9301-44d5-ba44-ce4a306737f6'],40,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:40.760,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d210acbf-9301-44d5-ba44-ce4a306737f6,684,,,"[31.3, 44.6]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,['b98a6384-af1e-4b88-be6c-a686c10c7bac'],43,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:43.088,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.527789,,,,,,,,,,,,,,,,,,,b2465538-ca3a-4d7a-b838-ffe9e3a2431e,685,,,"[39.5, 49.0]",19,,,,,-0.5647172,,40.0,Right Foot,,,,"[55.6, 38.8]",,2.0,Low Pass,,19.059118,,9.0,Incomplete,,,,,,,,,,,,1,8,From Keeper,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,['6dac554a-5386-4e25-9e1a-bb1d3eec0b73'],45,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:45.763,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,6dac554a-5386-4e25-9e1a-bb1d3eec0b73,686,16.0,Success In Play,"[64.5, 41.3]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,15666.0,Paul Scholes,19.0,Center Attacking Midfield,53,1,Arsenal,['b2465538-ca3a-4d7a-b838-ffe9e3a2431e'],46,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:46.291,10,Interception,
,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,0.0,,,,,,,,,,,,,,,,,,,e837045b-353d-414a-9566-a1cbeec9ca9a,687,,,"[70.3, 65.6]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,15754.0,Fredrik Ljungberg,12.0,Right Midfield,53,1,Arsenal,['eb6a4236-d81c-40c2-88f7-1db6da2dc468'],48,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:48.915,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,2.190464,,,,,,,,,,,,,,,,,,,eb6a4236-d81c-40c2-88f7-1db6da2dc468,688,,,"[49.8, 14.5]",19,,,,True,0.14234288,,,,,,,"[81.2, 19.0]",,3.0,High Pass,,31.720814,,9.0,Incomplete,,,,,,,,,,66.0,Recovery,1,8,From Keeper,16890.0,"John O""Shea",6.0,Left Back,53,1,Arsenal,"['712c6bbf-66fe-4cc8-ad33-a13c7add7c75', 'e837045b-353d-414a-9566-a1cbeec9ca9a']",48,,,,,,,,,,,,,,,,,,,,,,39,Manchester United,00:19:48.915,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,712c6bbf-66fe-4cc8-ad33-a13c7add7c75,689,,,"[38.9, 61.1]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,['eb6a4236-d81c-40c2-88f7-1db6da2dc468'],51,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:51.105,2,Ball Recovery,
,,,,,,"[48.2, 62.3]",,,,,,,,,,,,,,,2.578629,,,,,,,,,,,,,,,,,,,7ecf18a3-4a42-4cbf-8660-00a77214bf01,690,,,"[38.9, 61.1]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,From Keeper,38412.0,Kolo Habib Touré,3.0,Right Center Back,53,1,Arsenal,"['5350525e-531f-4fbe-bb9c-6ae2905471f0', '712c6bbf-66fe-4cc8-ad33-a13c7add7c75', 'e9df0746-e893-41c4-82b3-a2cfd2675161']",51,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:19:51.105,43,Carry,True
