bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_redirect,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,1.37532,,,,,,,,,,,,,,,,,,,67f59201-abad-4e96-82f7-9c7d496c3901,902,,,"[64.3, 0.1]",27,,,,,2.8244293,,,,,,"[51.2, 4.4]",,3.0,High Pass,,13.787676,,,,,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",,,,,,67.0,Throw-in,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,59,1,Arsenal,['cb7d12b8-9074-4441-9000-f9d985e43b08'],36,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:36.597,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb7d12b8-9074-4441-9000-f9d985e43b08,903,,,"[51.2, 4.4]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,59,1,Arsenal,['67f59201-abad-4e96-82f7-9c7d496c3901'],37,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:37.972,42,Ball Receipt*,
,,,,,,"[51.2, 4.4]",,,,,,,,,,,,,,,2.872151,,,,,,,,,,,,,,,,,,,0337cbe5-0011-4e7f-8200-eb5998beeed2,904,,,"[51.2, 4.4]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,59,1,Arsenal,"['63fb28fa-f01e-40a2-bfa6-6f7094328e2b', 'cb7d12b8-9074-4441-9000-f9d985e43b08']",37,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:37.972,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.06168,,,,,,,,,,,,,,,,,,,63fb28fa-f01e-40a2-bfa6-6f7094328e2b,905,,,"[51.2, 4.4]",27,,,,,0.0,,40.0,Right Foot,,,"[63.4, 4.4]",,1.0,Ground Pass,,12.2,,,,,19312.0,Robert Pirès ,,,,,,,,1,4,From Throw In,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,59,1,Arsenal,['fae5ed8c-eb02-4a02-8141-cb568fc32be6'],40,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:40.844,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fae5ed8c-eb02-4a02-8141-cb568fc32be6,906,,,"[63.4, 4.4]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,59,1,Arsenal,['63fb28fa-f01e-40a2-bfa6-6f7094328e2b'],41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:41.906,42,Ball Receipt*,
,,,,,,"[51.2, 5.0]",,,,,,,,,,,,,,,2.333154,,,,,,,,,,,,,,,,,,,8b9add42-6748-46a5-a780-ea34def5e5b8,907,,,"[63.4, 4.4]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,59,1,Arsenal,"['189a2d45-a090-4987-916e-40143f400d9c', '4c026c9e-4ecb-4b26-904c-02baf60b87c6', 'fae5ed8c-eb02-4a02-8141-cb568fc32be6']",41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:41.906,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,2.554981,,,,,,,,,,,,,,,,,,,4c026c9e-4ecb-4b26-904c-02baf60b87c6,908,,,"[56.7, 75.7]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,59,1,Arsenal,"['189a2d45-a090-4987-916e-40143f400d9c', '8b9add42-6748-46a5-a780-ea34def5e5b8']",42,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:27:42.483,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,291aa3f8-cda3-4a4a-bf7e-3f6d83a1e149,909,,,"[68.9, 75.1]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,59,1,Arsenal,['189a2d45-a090-4987-916e-40143f400d9c'],44,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:27:44.239,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,189a2d45-a090-4987-916e-40143f400d9c,910,,,"[51.2, 5.0]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,59,1,Arsenal,"['291aa3f8-cda3-4a4a-bf7e-3f6d83a1e149', '4c026c9e-4ecb-4b26-904c-02baf60b87c6']",44,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:44.239,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,1.097634,,,,,,,,,,,,,,,,,,,67c3965b-df8e-450c-a26f-0636941f3abc,911,,,"[49.6, 7.6]",27,,,,,1.1588953,,40.0,Right Foot,,,"[54.1, 17.9]",,1.0,Ground Pass,,11.240107,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,62.0,Free Kick,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,60,1,Arsenal,['23b347dd-0e82-49f8-ac59-ef2d8f5d88ec'],50,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:50.767,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23b347dd-0e82-49f8-ac59-ef2d8f5d88ec,912,,,"[54.1, 17.9]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,60,1,Arsenal,['67c3965b-df8e-450c-a26f-0636941f3abc'],51,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:51.864,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.960909,,,,,,,,,,,,,,,,,,,9f656a39-57a9-4552-8e44-e7ab8aa30359,913,,,"[54.1, 17.9]",27,,,,,-1.4523064,,40.0,Right Foot,,,"[55.6, 5.3]",,1.0,Ground Pass,,12.6889715,,,,,19312.0,Robert Pirès ,,,,,,,,1,3,From Free Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,60,1,Arsenal,['9d9317f9-3aa1-4f61-bfed-8d48bafbebc4'],51,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:51.864,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d9317f9-3aa1-4f61-bfed-8d48bafbebc4,914,,,"[55.6, 5.3]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,60,1,Arsenal,['9f656a39-57a9-4552-8e44-e7ab8aa30359'],52,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:52.825,42,Ball Receipt*,
,,,,,,"[67.9, 6.7]",,,,,,,,,,,,,,,2.520538,,,,,,,,,,,,,,,,,,,a953b624-68d5-485c-b687-39681c3af8e8,915,,,"[55.6, 5.3]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,60,1,Arsenal,"['1943fb64-bfd7-4380-a901-c162bbf83846', '9d9317f9-3aa1-4f61-bfed-8d48bafbebc4']",52,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:52.825,43,Carry,
,,,,,,,,,,,,,,,,,,,,,3.512837,,,,,,,,,,,,,,,,,,,1943fb64-bfd7-4380-a901-c162bbf83846,916,,,"[67.9, 6.7]",27,,,,,0.0,,40.0,Right Foot,,,"[118.4, 6.7]",,2.0,Low Pass,,50.5,,,,,12529.0,Ashley Cole,,,,,,,,1,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,60,1,Arsenal,['3cf8f4e3-5c3b-41f5-84ae-90d319fdab27'],55,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:55.346,30,Pass,
,,,,,,,,,,,,,,,,,,,,,2.912027,,,,,,,,,,,,,,,,,,,24d16f6f-6085-4382-b4a2-7e95e1e58154,917,,,"[4.7, 75.1]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,34388.0,Jamie Carragher,2.0,Right Back,60,1,Arsenal,"['3cf8f4e3-5c3b-41f5-84ae-90d319fdab27', 'e12f69a2-7e2b-42f1-bdec-f9653ed5a295']",58,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:27:58.799,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cf8f4e3-5c3b-41f5-84ae-90d319fdab27,918,,,"[118.4, 6.7]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,12529.0,Ashley Cole,6.0,Left Back,60,1,Arsenal,"['1943fb64-bfd7-4380-a901-c162bbf83846', '24d16f6f-6085-4382-b4a2-7e95e1e58154']",58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:58.858,42,Ball Receipt*,True
,,,,,,"[116.1, 0.1]",,,,,,,,,,,,,,,3.129463,,,,,,,,,,,,,,,,,,,e12f69a2-7e2b-42f1-bdec-f9653ed5a295,919,,,"[118.4, 6.7]",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,12529.0,Ashley Cole,6.0,Left Back,60,1,Arsenal,"['24d16f6f-6085-4382-b4a2-7e95e1e58154', '2e79c6a1-a8be-4c7b-8085-337aec3561a4', '3cf8f4e3-5c3b-41f5-84ae-90d319fdab27']",58,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:27:58.858,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2e79c6a1-a8be-4c7b-8085-337aec3561a4,920,,,"[116.1, 0.1]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,12529.0,Ashley Cole,6.0,Left Back,60,1,Arsenal,,1,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:28:01.988,38,Miscontrol,
,,,,,,,,,,,,,,,,,,,,,1.183708,,,,,,,,,,,,,,,,,,,02691116-7bb4-4179-9bdd-0c8d06a02801,921,,,"[2.2, 75.7]",28,,,,,-0.46660617,,38.0,Left Foot,,,"[15.7, 68.9]",,1.0,Ground Pass,,15.115886,,,,,40257.0,El-Hadji Ousseynou Diouf,,,,,,66.0,Recovery,1,6,From Counter,34388.0,Jamie Carragher,2.0,Right Back,61,24,Liverpool,['a3e00308-39a6-4348-b191-a744a3c39604'],3,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:03.496,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3e00308-39a6-4348-b191-a744a3c39604,922,,,"[15.7, 68.9]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,61,24,Liverpool,['02691116-7bb4-4179-9bdd-0c8d06a02801'],4,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:04.679,42,Ball Receipt*,
,,,,,,"[15.7, 69.4]",,,,,,,,,,,,,,,0.441726,,,,,,,,,,,,,,,,,,,8741fc4e-4134-4685-a1d1-82d411173302,923,,,"[15.7, 68.9]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,61,24,Liverpool,"['1389e142-2627-4989-876a-e76d17ee31cc', '78f2b337-8bcf-4870-92bb-1bbf5bbedaef', 'a3e00308-39a6-4348-b191-a744a3c39604']",4,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:04.679,43,Carry,True
,,,,,,,,,,,,,True,,,,,,,,2.659326,,,,,,,,,,,,,,,,,,,78f2b337-8bcf-4870-92bb-1bbf5bbedaef,924,,,"[108.0, 13.7]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,12529.0,Ashley Cole,6.0,Left Back,61,24,Liverpool,"['1389e142-2627-4989-876a-e76d17ee31cc', '5067b85c-f471-486e-95a4-c389742fbf8e', '7d1b88f1-372d-41e4-ae29-58047244b4c0', '8741fc4e-4134-4685-a1d1-82d411173302', '9c04fe21-db29-4750-9459-0836a3e08939']",4,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:28:04.980,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,1.002119,,,,,,,,,,,,,,,,,,,1389e142-2627-4989-876a-e76d17ee31cc,925,,,"[15.7, 69.4]",28,,,,,-1.0539204,,40.0,Right Foot,,,"[21.1, 59.9]",,1.0,Ground Pass,,10.927488,,,,,38522.0,Dietmar Hamann,,,,,,,,1,6,From Counter,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,61,24,Liverpool,"['5067b85c-f471-486e-95a4-c389742fbf8e', '78f2b337-8bcf-4870-92bb-1bbf5bbedaef']",5,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:05.121,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5067b85c-f471-486e-95a4-c389742fbf8e,926,,,"[21.1, 59.9]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,38522.0,Dietmar Hamann,9.0,Right Defensive Midfield,61,24,Liverpool,"['1389e142-2627-4989-876a-e76d17ee31cc', '78f2b337-8bcf-4870-92bb-1bbf5bbedaef']",6,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:06.123,42,Ball Receipt*,True
,,,,,,"[33.3, 62.9]",,,,,,,,,,,,,,,1.312637,,,,,,,,,,,,,,,,,,,7d1b88f1-372d-41e4-ae29-58047244b4c0,927,,,"[21.1, 59.9]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,38522.0,Dietmar Hamann,9.0,Right Defensive Midfield,61,24,Liverpool,"['5067b85c-f471-486e-95a4-c389742fbf8e', '78f2b337-8bcf-4870-92bb-1bbf5bbedaef', '9c04fe21-db29-4750-9459-0836a3e08939', 'd2268b13-f696-4a3a-bceb-2f6b5fc4dd77']",6,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:06.123,43,Carry,True
,,,,,,,,,,,,,True,,,,,,,,0.0,,7.0,Yellow Card,,,,,,,,,,,,,,,,d2268b13-f696-4a3a-bceb-2f6b5fc4dd77,928,,,"[86.8, 17.2]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,12529.0,Ashley Cole,6.0,Left Back,61,24,Liverpool,"['7d1b88f1-372d-41e4-ae29-58047244b4c0', '9c04fe21-db29-4750-9459-0836a3e08939']",7,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:28:07.436,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9c04fe21-db29-4750-9459-0836a3e08939,929,,,"[33.3, 62.9]",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,From Counter,38522.0,Dietmar Hamann,9.0,Right Defensive Midfield,61,24,Liverpool,"['78f2b337-8bcf-4870-92bb-1bbf5bbedaef', 'd2268b13-f696-4a3a-bceb-2f6b5fc4dd77']",7,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:07.436,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,3.499497,,,,,,,,,,,,,,,,,,,7c95c70e-05dd-40ad-ace0-8c17269398e1,930,,,"[34.9, 57.4]",28,,True,,,-0.7708089,,40.0,Right Foot,,,"[80.1, 13.5]",,3.0,High Pass,,63.00992,,,,,34391.0,Harry Kewell,,True,,,,62.0,Free Kick,1,3,From Free Kick,34389.0,Sami Hyypiä,5.0,Left Center Back,62,24,Liverpool,['219731da-c97f-4b46-bfdb-2228d5afb353'],59,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:28:59.224,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219731da-c97f-4b46-bfdb-2228d5afb353,931,,,"[80.1, 13.5]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,34391.0,Harry Kewell,16.0,Left Midfield,62,24,Liverpool,['7c95c70e-05dd-40ad-ace0-8c17269398e1'],2,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:02.724,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,4.142741,,,,,,,,,,,,,,,,,,,73d8db86-b641-463f-83bb-fe087dfedacf,932,,,"[38.0, 66.0]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15754.0,Fredrik Ljungberg,12.0,Right Midfield,62,24,Liverpool,['510d34db-9258-41db-94a1-08cec586f06c'],3,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:03.212,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.972941,,,,,,,,,,,,,,,,,,,510d34db-9258-41db-94a1-08cec586f06c,933,,,"[78.5, 18.9]",29,,,,,2.2174273,,38.0,Left Foot,,,"[70.8, 29.1]",,1.0,Ground Pass,,12.780063,,,,,19109.0,Steven Gerrard,,,,,,,,1,3,From Free Kick,34391.0,Harry Kewell,16.0,Left Midfield,62,24,Liverpool,"['73d8db86-b641-463f-83bb-fe087dfedacf', 'bd44a81d-cae9-41ea-a403-a1952a537998']",7,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:07.243,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd44a81d-cae9-41ea-a403-a1952a537998,934,,,"[70.8, 29.1]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,19109.0,Steven Gerrard,11.0,Left Defensive Midfield,62,24,Liverpool,['510d34db-9258-41db-94a1-08cec586f06c'],8,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:08.216,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,2.250027,,,,,,,,,,,,,,,,,,,fba6c25e-7f7b-4d03-87c4-7c07f6b0646d,935,,,"[70.8, 29.1]",29,,,,,-2.3239477,,40.0,Right Foot,,,"[55.8, 13.1]",,1.0,Ground Pass,,21.931713,,,,,34386.0,John Arne Semundseth Riise,,,,,,,,1,3,From Free Kick,19109.0,Steven Gerrard,11.0,Left Defensive Midfield,62,24,Liverpool,['30eadd5d-55b0-4faf-a9bd-dfb5346c0bd8'],8,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:08.216,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30eadd5d-55b0-4faf-a9bd-dfb5346c0bd8,936,,,"[55.8, 13.1]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,34386.0,John Arne Semundseth Riise,6.0,Left Back,62,24,Liverpool,['fba6c25e-7f7b-4d03-87c4-7c07f6b0646d'],10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:10.466,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,3.476558,,,,,,,,,,,,,,,,,,,4cdd7db6-6e73-41a9-951e-e7fe996138e6,937,,,"[55.8, 13.1]",29,,,,,0.38700202,4ec18d53-6b48-4a92-9521-9f94841688b8,38.0,Left Foot,,,"[106.1, 33.6]",,3.0,High Pass,,54.31703,,,,,15665.0,Michael Owen,True,,,,,,,1,3,From Free Kick,34386.0,John Arne Semundseth Riise,6.0,Left Back,62,24,Liverpool,['165a7982-8abc-45d5-851e-bc2655fe91ab'],10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:10.466,30,Pass,
,,,,,,,,,,,,,,,,,,,,,0.979653,,,,,,,,,,,,,,,,,,,2a83e820-0ab9-4857-9d7e-7e8ca6a2e0c7,938,,,"[19.1, 45.1]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15637.0,"Sulzeer Jeremiah ""Sol"" Campbell",5.0,Left Center Back,62,24,Liverpool,"['165a7982-8abc-45d5-851e-bc2655fe91ab', '4ec18d53-6b48-4a92-9521-9f94841688b8']",13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:13.041,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165a7982-8abc-45d5-851e-bc2655fe91ab,939,,,"[106.1, 33.6]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15665.0,Michael Owen,24.0,Left Center Forward,62,24,Liverpool,"['2a83e820-0ab9-4857-9d7e-7e8ca6a2e0c7', '4cdd7db6-6e73-41a9-951e-e7fe996138e6']",13,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:29:13.943,42,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,1.339743,,,,,,,,,,,,,,,,,,,4ec18d53-6b48-4a92-9521-9f94841688b8,940,,,"[107.6, 35.9]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,15665.0,Michael Owen,24.0,Left Center Forward,62,24,Liverpool,"['2a83e820-0ab9-4857-9d7e-7e8ca6a2e0c7', 'bc468c83-6ad9-4a2f-9f26-080e75724145']",13,,40.0,Right Foot,"[120.0, 39.6, 3.8]",True,"[{'location': [106.3, 37.6], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 31.2], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.7, 18.7], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.9, 23.2], 'player': {'id': 15659, 'name': 'Emile Heskey'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 37.7], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4cdd7db6-6e73-41a9-951e-e7fe996138e6,,98.0,Off T,,0.3994565,92.0,Lob,87.0,Open Play,,,,,,,24,Liverpool,00:29:13.943,16,Shot,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"[10.1, 42.4]",,,44.0,Set,,,32.0,Shot Faced,bc468c83-6ad9-4a2f-9f26-080e75724145,941,,,"[10.1, 42.4]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,From Free Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,62,24,Liverpool,['4ec18d53-6b48-4a92-9521-9f94841688b8'],15,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:15.282,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,3.272675,,,,,,,,,,,,,,,,,,,c7d7338c-74d8-4e5a-bb86-692ddf217df6,942,,,"[6.0, 36.0]",29,,True,,,0.32010582,,40.0,Right Foot,,,"[42.5, 48.1]",,1.0,Ground Pass,,38.45335,,,,,40221.0,Gilberto Aparecido da Silva,,,,,,63.0,Goal Kick,1,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,63,1,Arsenal,['393dc19a-335b-4d4e-94ad-cd53c5407a47'],38,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:38.560,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393dc19a-335b-4d4e-94ad-cd53c5407a47,943,,,"[42.5, 48.1]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,63,1,Arsenal,['c7d7338c-74d8-4e5a-bb86-692ddf217df6'],41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:41.833,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.397823,,,,,,,,,,,,,,,,,,,04280532-bc6c-4a0c-80b7-25c56551bd5e,944,,,"[54.4, 38.5]",29,,,,,-1.4638612,,40.0,Right Foot,,,"[56.3, 20.8]",,1.0,Ground Pass,,17.801685,,,,,12529.0,Ashley Cole,,,,,,,,1,7,From Goal Kick,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,63,1,Arsenal,['fd9a136b-2514-4d17-97a7-1c3f61d2fec8'],44,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:44.662,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd9a136b-2514-4d17-97a7-1c3f61d2fec8,945,,,"[56.3, 20.8]",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,63,1,Arsenal,['04280532-bc6c-4a0c-80b7-25c56551bd5e'],46,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:29:46.060,42,Ball Receipt*,
