50_50_outcome_id,50_50_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,b743a674-bf32-43bd-9240-570b17581e07,500,,,"[35.3, 69.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,35,105,Portsmouth,['c79811e7-ecbe-4e5b-b1bd-4a0dcacaa0d4'],10,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:10.167,3,Dispossessed,True
,,,,,,,,,,,,,,,True,,,,,16.0,Success In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,,c79811e7-ecbe-4e5b-b1bd-4a0dcacaa0d4,501,,,"[84.8, 10.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,20402.0,Boris Živković,6.0,Left Back,35,105,Portsmouth,['b743a674-bf32-43bd-9240-570b17581e07'],10,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:10.167,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,43f77e8b-246b-44f0-8e3d-2fba217c7c9a,502,,,"[84.8, 10.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15259.0,Patrik Berger,16.0,Left Midfield,35,105,Portsmouth,,10,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:10.662,2,Ball Recovery,
,,,,,,,"[90.5, 7.9]",,,,,,,,,,,,,,,,,1.033336,,,,,,,,,,,,,,,,,,,,,,c908f64d-d003-45b3-a10f-98013d92701d,503,,,"[84.8, 10.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15259.0,Patrik Berger,16.0,Left Midfield,35,105,Portsmouth,"['43f77e8b-246b-44f0-8e3d-2fba217c7c9a', '5ca1babe-8c9d-411c-845a-c3e4c37d5c41']",10,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:10.662,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,0.987624,,,,,,,,,,,,,,,,,,,,,,5ca1babe-8c9d-411c-845a-c3e4c37d5c41,504,,,"[90.5, 7.9]",12,,,,,1.2880752,,38.0,Left Foot,,,"[95.7, 25.8]",,1.0,Ground Pass,,18.64001,,,,,40337.0,Yakubu Aiyegbeni,,,,,,,,1,4,From Throw In,15259.0,Patrik Berger,16.0,Left Midfield,35,105,Portsmouth,['6742af28-ae2d-4c7a-aef4-000e27e4ba0c'],11,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:11.695,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,1.415115,,,,,,,,,,,,,,,,,,,,,,e58a179e-69b5-42bb-aee4-5f3fff8ff104,505,,,"[22.2, 52.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,38412.0,Kolo Habib Touré,3.0,Right Center Back,35,105,Portsmouth,"['155a5e9d-2bbd-46d3-9b52-ebe0003d85dc', '48ba16d7-e248-46fc-96a7-d9331924ed1e', '6742af28-ae2d-4c7a-aef4-000e27e4ba0c']",12,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:12.455,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742af28-ae2d-4c7a-aef4-000e27e4ba0c,506,,,"[95.7, 25.8]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40337.0,Yakubu Aiyegbeni,24.0,Left Center Forward,35,105,Portsmouth,"['5ca1babe-8c9d-411c-845a-c3e4c37d5c41', 'e58a179e-69b5-42bb-aee4-5f3fff8ff104']",12,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:12.683,42,Ball Receipt*,True
,,,,,,,"[94.4, 25.2]",,,,,,,,,,,,,,,,,1.086301,,,,,,,,,,,,,,,,,,,,,,155a5e9d-2bbd-46d3-9b52-ebe0003d85dc,507,,,"[95.7, 25.8]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40337.0,Yakubu Aiyegbeni,24.0,Left Center Forward,35,105,Portsmouth,"['48ba16d7-e248-46fc-96a7-d9331924ed1e', '4fae42a6-7ae9-4b98-857d-a1819233569b', '6742af28-ae2d-4c7a-aef4-000e27e4ba0c', 'e58a179e-69b5-42bb-aee4-5f3fff8ff104']",12,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:12.683,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.850885,,,,,,,,,,,,,,,,,,,,,,4fae42a6-7ae9-4b98-857d-a1819233569b,508,,,"[24.0, 52.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,35,105,Portsmouth,"['155a5e9d-2bbd-46d3-9b52-ebe0003d85dc', '48ba16d7-e248-46fc-96a7-d9331924ed1e']",13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:13.116,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,0.583613,,,,,,,,,,,,,,,,,,,,,,a3b6c119-1e0c-4d2c-a1ad-43a866e783e7,509,,,"[24.0, 52.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,26014.0,Eduardo César Daude Gaspar,15.0,Left Center Midfield,35,105,Portsmouth,['48ba16d7-e248-46fc-96a7-d9331924ed1e'],13,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:13.205,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,2.1124,,,,,,,,,,,,,,,,,,,,,,48ba16d7-e248-46fc-96a7-d9331924ed1e,510,,,"[94.4, 25.2]",12,,,,,2.782822,,40.0,Right Foot,,,"[80.0, 30.6]",,1.0,Ground Pass,,15.379207,,,,,40343.0,Amdy Moustapha Faye,,,,,,,,1,4,From Throw In,40337.0,Yakubu Aiyegbeni,24.0,Left Center Forward,35,105,Portsmouth,"['4fae42a6-7ae9-4b98-857d-a1819233569b', '9def4394-ec09-4959-bd8b-1478218686ea', 'a3b6c119-1e0c-4d2c-a1ad-43a866e783e7', 'e58a179e-69b5-42bb-aee4-5f3fff8ff104']",13,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:13.769,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,0.191999,,,,,,,,,,,,,,,,,,,,,,0e9ac9bc-e768-4982-965c-26e988bb0c4a,511,,,"[40.1, 49.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,35,105,Portsmouth,,15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:15.574,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,0.598558,,,,,,,,,,,,,,,,,,,,,,91917aea-61be-4660-9869-4401a7a4ab2e,512,,,"[35.5, 50.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,35,105,Portsmouth,"['2e19dab6-1363-4f20-b72e-6c55de172cfe', '9def4394-ec09-4959-bd8b-1478218686ea', 'a1661352-8781-4fc8-8e3f-a9e540679ba9', 'f56ab038-0fc4-49ad-8efa-05ca76ff5f94']",15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:15.834,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9def4394-ec09-4959-bd8b-1478218686ea,513,,,"[80.0, 30.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,"['48ba16d7-e248-46fc-96a7-d9331924ed1e', '91917aea-61be-4660-9869-4401a7a4ab2e']",15,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:15.882,42,Ball Receipt*,True
,,,,,,,"[83.1, 28.3]",,,,,,,,,,,,,,,,,0.060062002,,,,,,,,,,,,,,,,,,,,,,f56ab038-0fc4-49ad-8efa-05ca76ff5f94,514,,,"[80.0, 30.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,"['2e19dab6-1363-4f20-b72e-6c55de172cfe', '32f72199-4b52-479d-96dc-ee9e323878b5', '91917aea-61be-4660-9869-4401a7a4ab2e', '9def4394-ec09-4959-bd8b-1478218686ea']",15,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:15.882,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,32f72199-4b52-479d-96dc-ee9e323878b5,515,,,"[37.0, 51.8]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,35,105,Portsmouth,"['2e19dab6-1363-4f20-b72e-6c55de172cfe', 'a1661352-8781-4fc8-8e3f-a9e540679ba9', 'f56ab038-0fc4-49ad-8efa-05ca76ff5f94']",15,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:15.942,39,Dribbled Past,
,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2e19dab6-1363-4f20-b72e-6c55de172cfe,516,,,"[83.1, 28.3]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,"['32f72199-4b52-479d-96dc-ee9e323878b5', '91917aea-61be-4660-9869-4401a7a4ab2e']",15,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:15.942,14,Dribble,True
,,,,,,,"[86.2, 23.6]",,,,,,,,,,,,,,,,,0.821341,,,,,,,,,,,,,,,,,,,,,,a1661352-8781-4fc8-8e3f-a9e540679ba9,517,,,"[83.1, 28.3]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,"['0c04ccab-db99-42e2-9615-1c3a3c1edad3', '2e19dab6-1363-4f20-b72e-6c55de172cfe', '32f72199-4b52-479d-96dc-ee9e323878b5', '430de271-b946-4f8a-85d5-9332ee241245', '91917aea-61be-4660-9869-4401a7a4ab2e']",15,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:15.942,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0c04ccab-db99-42e2-9615-1c3a3c1edad3,518,,,"[33.9, 56.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,15515.0,Patrick Vieira,13.0,Right Center Midfield,35,105,Portsmouth,"['430de271-b946-4f8a-85d5-9332ee241245', 'a1661352-8781-4fc8-8e3f-a9e540679ba9']",16,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:16.763,39,Dribbled Past,
,,,,,,,,,,,,,,,,,9.0,Incomplete,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,430de271-b946-4f8a-85d5-9332ee241245,519,,,"[86.2, 23.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,['0c04ccab-db99-42e2-9615-1c3a3c1edad3'],16,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:16.763,14,Dribble,True
,,,,,,,,,,,,,,,,,,,,,,,,0.314209,,,,,,,,,,,,,,,,,,,,,,e560c616-231a-476e-a099-799255c8be2a,520,,,"[86.2, 21.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,35,105,Portsmouth,"['38226ec4-6401-409e-87f2-54ccfd449fd0', '917ebe0f-fd00-4251-a2c4-7c42e87be73c', 'c755d812-cc3c-4888-9dd4-2469ad635cf8']",16,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:16.801,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,0.129239,,,,,,,,,,,,,,,,,,,,,,38226ec4-6401-409e-87f2-54ccfd449fd0,521,,,"[33.9, 58.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,36,1,Arsenal,['e560c616-231a-476e-a099-799255c8be2a'],16,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:16.936,2,Ball Recovery,True
,,,,,,,"[33.9, 58.6]",,,,,,,,,,,,,,,,,0.179461,,,,,,,,,,,,,,,,,,,,,,c755d812-cc3c-4888-9dd4-2469ad635cf8,522,,,"[33.9, 58.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,36,1,Arsenal,"['38226ec4-6401-409e-87f2-54ccfd449fd0', '917ebe0f-fd00-4251-a2c4-7c42e87be73c', 'e560c616-231a-476e-a099-799255c8be2a']",16,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:16.936,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,917ebe0f-fd00-4251-a2c4-7c42e87be73c,523,,,"[33.9, 58.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,24972.0,Ray Parlour,12.0,Right Midfield,36,1,Arsenal,"['9f1a868c-ef2b-4136-af2d-973997307ddf', 'e560c616-231a-476e-a099-799255c8be2a']",17,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:17.115,3,Dispossessed,True
,,,,,,,,,,,,,,,True,,,,,13.0,Lost In Play,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,,,,9f1a868c-ef2b-4136-af2d-973997307ddf,524,,,"[86.2, 21.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,36,1,Arsenal,['917ebe0f-fd00-4251-a2c4-7c42e87be73c'],17,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:17.115,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,72e0be5d-b4a1-4964-8438-b2d05a224791,525,,,"[41.1, 66.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,36,1,Arsenal,,18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.096,2,Ball Recovery,
,,,,,,,"[44.6, 58.8]",,,,,,,,,,,,,,,,,0.74545,,,,,,,,,,,,,,,,,,,,,,fd076993-374b-487c-8499-6ba20a33332a,526,,,"[41.1, 66.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,36,1,Arsenal,"['72e0be5d-b4a1-4964-8438-b2d05a224791', 'd6587a34-c170-473e-aea4-51f64c970e18']",18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.096,43,Carry,
,,,,,,,,,,,,,,,,,,,,,,,,2.575515,,,,,,,,,,,,,,,,,,,,,,d6587a34-c170-473e-aea4-51f64c970e18,527,,,"[44.6, 58.8]",12,,,,,-1.1048123,,40.0,Right Foot,,,"[53.2, 41.7]",,1.0,Ground Pass,,19.140795,,,,,19312.0,Robert Pirès ,,,,,,,,1,1,Regular Play,15042.0,Dennis Bergkamp,22.0,Right Center Forward,36,1,Arsenal,['6cea47c5-ad35-47a5-b484-4e86254ee12a'],18,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:18.841,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cea47c5-ad35-47a5-b484-4e86254ee12a,528,,,"[53.2, 41.7]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,['d6587a34-c170-473e-aea4-51f64c970e18'],21,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:21.417,42,Ball Receipt*,
,,,,,,,"[63.5, 44.0]",,,,,,,,,,,,,,,,,0.702161,,,,,,,,,,,,,,,,,,,,,,f9bc1eb3-5456-4e2c-9c3f-05ae49e9e721,529,,,"[53.2, 41.7]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,"['1005e66d-43e9-45cf-bd84-f1e22280d3bb', '6cea47c5-ad35-47a5-b484-4e86254ee12a', '6f90b12f-d83b-4555-abe2-1a8c6d0a08a3']",21,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:21.417,43,Carry,True
,,,,,,,,,,,,,,,True,,,,,,,,,0.720468,,,,,,,,,,,,,,,,,,,,,,1005e66d-43e9-45cf-bd84-f1e22280d3bb,530,,,"[55.3, 33.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,36,1,Arsenal,"['6f90b12f-d83b-4555-abe2-1a8c6d0a08a3', 'f9bc1eb3-5456-4e2c-9c3f-05ae49e9e721']",21,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:21.752,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,0.802848,,,,,,,,,,,,,,,,,,,,,,6f90b12f-d83b-4555-abe2-1a8c6d0a08a3,531,,,"[63.5, 44.0]",12,,,,,0.7563607,,38.0,Left Foot,,,"[75.9, 55.7]",,2.0,Low Pass,,17.04846,,9.0,Incomplete,,15516.0,Thierry Henry,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,36,1,Arsenal,"['1005e66d-43e9-45cf-bd84-f1e22280d3bb', '4fe8a227-b787-4afe-8282-38c056092e3c', 'eb1c6781-11aa-4643-83b0-1406dcb78ed0']",22,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:22.119,30,Pass,True
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fe8a227-b787-4afe-8282-38c056092e3c,532,,,"[81.6, 70.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15516.0,Thierry Henry,24.0,Left Center Forward,36,1,Arsenal,['6f90b12f-d83b-4555-abe2-1a8c6d0a08a3'],22,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:22.922,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,1.592125,,,,,,,,,,,,,,,,,,,,,,eb1c6781-11aa-4643-83b0-1406dcb78ed0,533,,,"[44.2, 24.4]",12,,,,,0.7853982,,37.0,Head,,,"[51.0, 31.2]",,3.0,High Pass,,9.6166525,,,,,40343.0,Amdy Moustapha Faye,,,,,,66.0,Recovery,1,1,Regular Play,15259.0,Patrik Berger,16.0,Left Midfield,37,105,Portsmouth,"['6f90b12f-d83b-4555-abe2-1a8c6d0a08a3', 'be52d1e3-7059-41de-b6e6-d25cbfb4602f']",22,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:22.922,30,Pass,
,,,,,,,,,,,,,,,True,,,,,,,,,3.641989,,,,,,,,,,,,,,,,,,,,,,85bf75c8-76d0-4b8c-850f-285dfadf3c91,534,,,"[69.1, 48.9]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,37,105,Portsmouth,"['7795a800-acac-413d-8794-41869129e2a9', 'a798bde4-f3e6-4cd4-9636-ef6455c6bf3d', 'bd1603f0-175a-494f-a523-d335563913ef', 'be52d1e3-7059-41de-b6e6-d25cbfb4602f', 'e9fa02e6-61d8-48cc-8fbd-a0edf0ed2986']",24,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:24.318,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be52d1e3-7059-41de-b6e6-d25cbfb4602f,535,,,"[51.0, 31.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,37,105,Portsmouth,"['85bf75c8-76d0-4b8c-850f-285dfadf3c91', 'eb1c6781-11aa-4643-83b0-1406dcb78ed0']",24,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:24.514,42,Ball Receipt*,True
,,,,,,,"[49.6, 24.6]",,,,,,,,,,,,,,,,,1.40692,,,,,,,,,,,,,,,,,,,,,,e9fa02e6-61d8-48cc-8fbd-a0edf0ed2986,536,,,"[51.0, 31.2]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,37,105,Portsmouth,"['5d32d01f-d676-4ae8-8e0f-1972f92673c8', '7795a800-acac-413d-8794-41869129e2a9', '85bf75c8-76d0-4b8c-850f-285dfadf3c91', 'be52d1e3-7059-41de-b6e6-d25cbfb4602f']",24,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:24.514,43,Carry,True
,,,,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5d32d01f-d676-4ae8-8e0f-1972f92673c8,537,,,"[70.5, 55.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,19312.0,Robert Pirès ,16.0,Left Midfield,37,105,Portsmouth,"['7795a800-acac-413d-8794-41869129e2a9', 'a798bde4-f3e6-4cd4-9636-ef6455c6bf3d', 'e9fa02e6-61d8-48cc-8fbd-a0edf0ed2986']",25,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:25.921,39,Dribbled Past,
,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,7795a800-acac-413d-8794-41869129e2a9,538,,,"[49.6, 24.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,37,105,Portsmouth,"['5d32d01f-d676-4ae8-8e0f-1972f92673c8', '85bf75c8-76d0-4b8c-850f-285dfadf3c91']",25,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:25.921,14,Dribble,True
,,,,,,,"[50.8, 30.4]",,,,,,,,,,,,,,,,,1.864488,,,,,,,,,,,,,,,,,,,,,,a798bde4-f3e6-4cd4-9636-ef6455c6bf3d,539,,,"[49.6, 24.6]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,37,105,Portsmouth,"['5d32d01f-d676-4ae8-8e0f-1972f92673c8', '7795a800-acac-413d-8794-41869129e2a9', '85bf75c8-76d0-4b8c-850f-285dfadf3c91', 'bd1603f0-175a-494f-a523-d335563913ef']",25,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:25.921,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,,,,0.969415,,,,,,,,,,,,,,,,,,,,,,bd1603f0-175a-494f-a523-d335563913ef,540,,,"[50.8, 30.4]",12,,,,,1.7398976,,40.0,Right Foot,,,"[47.3, 50.9]",,1.0,Ground Pass,,20.796635,,,,,15505.0,Steve Stone,,,,,,,,1,1,Regular Play,40343.0,Amdy Moustapha Faye,9.0,Right Defensive Midfield,37,105,Portsmouth,"['407a5c80-f8dd-44a8-8c10-1b04ca9b3716', '85bf75c8-76d0-4b8c-850f-285dfadf3c91']",27,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:27.785,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407a5c80-f8dd-44a8-8c10-1b04ca9b3716,541,,,"[47.3, 50.9]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15505.0,Steve Stone,12.0,Right Midfield,37,105,Portsmouth,['bd1603f0-175a-494f-a523-d335563913ef'],28,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:28.755,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0.622859,,,,,,,,,,,,,,,,,,,,,,0819a696-7d59-4568-af3c-26cc8710a289,542,,,"[47.3, 50.9]",12,,,,,-1.5707964,,40.0,Right Foot,,,"[47.3, 42.5]",,1.0,Ground Pass,,8.4,,,,,15410.0,Teddy Sheringham,,,,,,,,1,1,Regular Play,15505.0,Steve Stone,12.0,Right Midfield,37,105,Portsmouth,['54b52033-31bc-4d1a-a1f4-f423bdcabfd8'],28,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:28.755,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54b52033-31bc-4d1a-a1f4-f423bdcabfd8,543,,,"[47.3, 42.5]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,15410.0,Teddy Sheringham,22.0,Right Center Forward,37,105,Portsmouth,['0819a696-7d59-4568-af3c-26cc8710a289'],29,,,,,,,,,,,,,,,,,,,,,,105,Portsmouth,00:12:29.377,42,Ball Receipt*,
